(c) Der Bundeswahlleiter (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2018

Ergebnisse der Wahlbezirksstatistik zur Bundestagswahl 1983 (Erststimmen nach Gemeinden)

"Satzart";"Wahlkreis";"Land";"Regierungsbezirk";"Kreis";"Gemeinde";"Gemeindegröße";"evangelische Bevölkerung";"Anteil Selbstständige und Mithelfende";"Anteil Beamte und Angestellte";"Bezirksart";"Wahlberechtigte (A)";"Wahlberechtigte mit Sperrvermerk (A2)";"Wähler (B)";"Ungültige";"Gültige";"SPD";"CDU/CSU";"FDP";"GRÜNE";"BWK";"CBV";"DKP";"EAP";"KPD";"NPD";"OEDP";"UST";"Übrige"
"2";"174";"08";"1";"35";"016";"51";"42";"11";"28";"0";12941;928;10666;147;10519;4034;5676;306;468;0;0;35;0;0;0;0;0;0
"2";"174";"08";"1";"35";"016";"51";"42";"11";"28";"5";0;0;896;26;870;308;421;25;105;0;0;11;0;0;0;0;0;0
"2";"174";"08";"1";"35";"019";"61";"54";"09";"39";"5";0;0;519;1;518;200;253;16;46;0;0;3;0;0;0;0;0;0
"2";"174";"08";"1";"35";"019";"61";"54";"09";"39";"5";0;0;751;6;745;271;357;19;94;0;0;4;0;0;0;0;0;0
"2";"174";"08";"1";"35";"019";"61";"54";"09";"39";"5";0;0;712;4;708;241;360;19;83;0;0;5;0;0;0;0;0;0
"2";"174";"08";"1";"35";"019";"61";"54";"09";"39";"0";35599;3453;28385;280;28105;12709;13276;656;1316;0;0;148;0;0;0;0;0;0
"2";"174";"08";"1";"35";"019";"61";"54";"09";"39";"5";0;0;688;3;685;259;339;23;56;0;0;8;0;0;0;0;0;0
"2";"174";"08";"1";"35";"019";"61";"54";"09";"39";"5";0;0;614;3;611;271;248;22;62;0;0;8;0;0;0;0;0;0
"2";"174";"08";"1";"35";"020";"51";"52";"13";"24";"0";8523;594;7089;91;6998;2637;3850;209;256;0;0;46;0;0;0;0;0;0
"2";"174";"08";"1";"35";"020";"51";"52";"13";"24";"5";0;0;569;2;567;199;296;12;56;0;0;4;0;0;0;0;0;0
"2";"174";"08";"1";"35";"021";"21";"63";"22";"23";"5";0;0;121;0;121;46;61;5;9;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"35";"021";"21";"63";"22";"23";"0";1628;121;1359;20;1339;475;698;111;52;0;0;3;0;0;0;0;0;0
"2";"174";"08";"1";"35";"025";"41";"62";"12";"31";"0";5495;486;4464;67;4397;1980;2133;104;174;0;0;6;0;0;0;0;0;0
"2";"174";"08";"1";"35";"025";"41";"62";"12";"31";"5";0;0;459;1;458;183;216;14;42;0;0;3;0;0;0;0;0;0
"2";"174";"08";"1";"35";"026";"41";"52";"15";"21";"0";3910;168;3323;38;3285;1279;1811;50;129;0;0;16;0;0;0;0;0;0
"2";"174";"08";"1";"35";"026";"41";"52";"15";"21";"5";0;0;152;0;152;54;81;6;10;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"35";"027";"31";"42";"21";"27";"0";2912;182;2423;29;2394;546;1712;51;80;0;0;5;0;0;0;0;0;0
"2";"174";"08";"1";"35";"027";"31";"42";"21";"27";"5";0;0;173;0;173;37;114;4;18;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"35";"031";"41";"66";"24";"21";"0";3681;253;3065;35;3030;907;1941;71;100;0;0;11;0;0;0;0;0;0
"2";"174";"08";"1";"35";"031";"41";"66";"24";"21";"5";0;0;249;1;248;71;141;7;28;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"35";"032";"41";"66";"19";"23";"5";0;0;319;1;318;129;142;7;38;0;0;2;0;0;0;0;0;0
"2";"174";"08";"1";"35";"032";"41";"66";"19";"23";"0";5919;334;4970;61;4909;1852;2734;115;194;0;0;14;0;0;0;0;0;0
"2";"174";"08";"1";"36";"003";"11";"69";"37";"14";"5";0;0;60;0;60;17;38;3;2;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"003";"11";"69";"37";"14";"0";1159;61;957;17;940;311;572;34;22;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"36";"010";"51";"32";"22";"21";"0";8508;525;6979;115;6864;2427;4046;183;198;0;0;10;0;0;0;0;0;0
"2";"174";"08";"1";"36";"010";"51";"32";"22";"21";"5";0;0;517;5;512;158;282;24;47;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"36";"018";"11";"10";"35";"14";"5";0;0;81;1;80;8;63;1;8;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"018";"11";"10";"35";"14";"0";1083;83;948;8;940;95;810;15;18;0;0;2;0;0;0;0;0;0
"2";"174";"08";"1";"36";"019";"61";"17";"22";"36";"0";15606;1735;12596;200;12396;2644;8874;347;522;0;0;9;0;0;0;0;0;0
"2";"174";"08";"1";"36";"019";"61";"17";"22";"36";"5";0;0;870;9;861;168;595;28;70;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"019";"61";"17";"22";"36";"5";0;0;724;12;712;126;505;16;64;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"36";"021";"41";"64";"25";"22";"0";3655;247;3018;34;2984;1162;1606;90;125;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"36";"021";"41";"64";"25";"22";"5";0;0;235;4;231;68;137;6;20;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"033";"41";"14";"13";"23";"0";3601;243;3033;40;2993;902;1939;46;105;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"36";"033";"41";"14";"13";"23";"5";0;0;239;0;239;67;153;3;16;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"035";"21";"09";"30";"17";"5";0;0;105;0;105;11;83;1;10;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"035";"21";"09";"30";"17";"0";1545;109;1295;12;1283;187;1046;11;36;0;0;3;0;0;0;0;0;0
"2";"174";"08";"1";"36";"037";"11";"36";"45";"15";"0";1267;99;1041;21;1020;189;748;39;43;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"36";"037";"11";"36";"45";"15";"5";0;0;94;1;93;22;66;1;4;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"038";"31";"17";"22";"25";"0";2461;173;2042;34;2008;629;1299;38;41;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"36";"038";"31";"17";"22";"25";"5";0;0;167;1;166;49;99;7;11;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"045";"41";"18";"30";"07";"0";4856;332;4129;55;4074;780;3058;92;136;0;0;8;0;0;0;0;0;0
"2";"174";"08";"1";"36";"045";"41";"18";"30";"07";"5";0;0;309;2;307;71;215;6;15;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"046";"21";"08";"36";"16";"0";1739;110;1517;23;1494;154;1260;31;47;0;0;2;0;0;0;0;0;0
"2";"174";"08";"1";"36";"046";"21";"08";"36";"16";"5";0;0;107;0;107;25;72;3;7;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"050";"41";"41";"07";"41";"0";6343;619;5280;66;5214;2310;2636;80;186;0;0;2;0;0;0;0;0;0
"2";"174";"08";"1";"36";"050";"41";"41";"07";"41";"5";0;0;590;6;584;193;333;11;45;0;0;2;0;0;0;0;0;0
"2";"174";"08";"1";"36";"060";"21";"21";"28";"18";"0";1691;128;1414;18;1396;297;1007;36;55;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"36";"060";"21";"21";"28";"18";"5";0;0;120;1;119;18;85;5;11;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"068";"11";"34";"58";"11";"0";1194;115;960;18;942;130;766;29;15;0;0;2;0;0;0;0;0;0
"2";"174";"08";"1";"36";"068";"11";"34";"58";"11";"5";0;0;110;0;110;12;85;4;9;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"071";"11";"05";"42";"11";"0";1176;115;945;11;934;95;820;4;14;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"36";"071";"11";"05";"42";"11";"5";0;0;112;1;111;12;92;1;6;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"075";"31";"07";"46";"11";"0";2789;117;2440;39;2401;250;2050;66;34;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"36";"075";"31";"07";"46";"11";"5";0;0;115;1;114;15;87;3;9;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"082";"41";"15";"24";"21";"0";3518;214;2979;39;2940;865;1939;53;81;0;0;2;0;0;0;0;0;0
"2";"174";"08";"1";"36";"082";"41";"15";"24";"21";"5";0;0;207;0;207;50;140;4;13;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"084";"11";"31";"46";"14";"5";0;0;49;0;49;4;42;0;2;0;0;1;0;0;0;0;0;0
"2";"174";"08";"1";"36";"084";"11";"31";"46";"14";"0";799;49;690;6;684;78;567;21;18;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"087";"21";"33";"30";"18";"5";0;0;108;4;104;22;74;3;5;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"087";"21";"33";"30";"18";"0";1596;110;1327;26;1301;299;932;41;25;0;0;4;0;0;0;0;0;0
"2";"174";"08";"1";"36";"088";"71";"30";"10";"32";"5";0;0;681;3;678;229;366;24;59;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"088";"71";"30";"10";"32";"5";0;0;630;3;627;207;339;25;54;0;0;2;0;0;0;0;0;0
"2";"174";"08";"1";"36";"088";"71";"30";"10";"32";"5";0;0;703;6;697;234;386;16;61;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"088";"71";"30";"10";"32";"0";45290;3540;37120;463;36657;14197;20012;893;1498;0;0;57;0;0;0;0;0;0
"2";"174";"08";"1";"36";"088";"71";"30";"10";"32";"5";0;0;671;2;669;223;350;21;70;0;0;5;0;0;0;0;0;0
"2";"174";"08";"1";"36";"088";"71";"30";"10";"32";"5";0;0;672;3;669;210;334;27;94;0;0;4;0;0;0;0;0;0
"2";"174";"08";"1";"36";"089";"21";"09";"33";"17";"5";0;0;97;1;96;19;66;1;10;0;0;0;0;0;0;0;0;0
"2";"174";"08";"1";"36";"089";"21";"09";"33";"17";"0";1838;105;1583;20;1563;258;1236;25;42;0;0;2;0;0;0;0;0;0
"2";"175";"08";"2";"12";"000";"92";"49";"10";"53";"0";192035;24297;142311;1934;140377;60225;67780;4994;6373;0;0;420;112;0;473;0;0;0
"2";"175";"08";"2";"12";"000";"92";"49";"10";"53";"5";0;0;23117;130;22987;8030;12259;957;1569;0;0;83;10;0;79;0;0;0
"2";"176";"08";"2";"15";"007";"61";"49";"13";"31";"5";0;0;541;5;536;152;346;11;27;0;0;0;0;0;0;0;0;0
"2";"176";"08";"2";"15";"007";"61";"49";"13";"31";"0";16347;1698;12980;188;12792;3779;8125;338;480;0;0;15;0;0;55;0;0;0
"2";"176";"08";"2";"15";"007";"61";"49";"13";"31";"5";0;0;523;4;519;155;326;10;28;0;0;0;0;0;0;0;0;0
"2";"176";"08";"2";"15";"007";"61";"49";"13";"31";"5";0;0;526;1;525;121;359;19;23;0;0;3;0;0;0;0;0;0
"2";"176";"08";"2";"15";"009";"61";"31";"11";"43";"0";27208;2482;22059;330;21729;6694;13460;561;902;0;0;38;0;0;74;0;0;0
"2";"176";"08";"2";"15";"009";"61";"31";"11";"43";"5";0;0;2307;20;2287;554;1499;73;148;0;0;3;0;0;10;0;0;0
"2";"176";"08";"2";"15";"021";"41";"09";"13";"29";"0";4389;405;3571;61;3510;988;2341;56;110;0;0;2;0;0;13;0;0;0
"2";"176";"08";"2";"15";"021";"41";"09";"13";"29";"5";0;0;381;5;376;76;269;10;19;0;0;0;0;0;2;0;0;0
"2";"176";"08";"2";"15";"025";"21";"65";"18";"29";"5";0;0;126;1;125;40;77;3;4;0;0;0;0;0;1;0;0;0
"2";"176";"08";"2";"15";"025";"21";"65";"18";"29";"0";1688;135;1395;27;1368;390;869;39;53;0;0;3;0;0;14;0;0;0
"2";"176";"08";"2";"15";"029";"31";"05";"19";"19";"5";0;0;426;2;424;63;346;6;9;0;0;0;0;0;0;0;0;0
"2";"176";"08";"2";"15";"029";"31";"05";"19";"19";"0";2953;439;2376;33;2343;458;1786;19;73;0;0;1;0;0;6;0;0;0
"2";"176";"08";"2";"15";"039";"31";"04";"11";"18";"5";0;0;225;0;225;48;165;3;9;0;0;0;0;0;0;0;0;0
"2";"176";"08";"2";"15";"039";"31";"04";"11";"18";"0";3210;237;2729;58;2671;557;2016;21;63;0;0;4;0;0;10;0;0;0
"2";"176";"08";"2";"15";"040";"21";"67";"19";"24";"5";0;0;96;1;95;27;59;3;5;0;0;1;0;0;0;0;0;0
"2";"176";"08";"2";"15";"040";"21";"67";"19";"24";"0";1635;103;1273;23;1250;467;655;47;70;0;0;3;0;0;8;0;0;0
"2";"176";"08";"2";"15";"047";"31";"16";"11";"31";"5";0;0;266;4;262;55;187;10;9;0;0;1;0;0;0;0;0;0
"2";"176";"08";"2";"15";"047";"31";"16";"11";"31";"0";3219;285;2620;34;2586;423;2029;51;68;0;0;7;0;0;8;0;0;0
"2";"176";"08";"2";"15";"059";"41";"66";"12";"24";"5";0;0;391;2;389;97;250;9;31;0;0;1;0;0;1;0;0;0
"2";"176";"08";"2";"15";"059";"41";"66";"12";"24";"0";5451;423;4527;59;4468;1210;2904;103;215;0;0;6;0;0;30;0;0;0
"2";"176";"08";"2";"15";"064";"51";"08";"14";"21";"0";7849;654;6480;139;6341;1721;4264;95;226;0;0;12;0;0;23;0;0;0
"2";"176";"08";"2";"15";"064";"51";"08";"14";"21";"5";0;0;628;5;623;138;451;6;26;0;0;1;0;0;1;0;0;0
"2";"176";"08";"2";"15";"066";"51";"15";"11";"30";"5";0;0;431;2;429;117;281;10;18;0;0;1;0;0;2;0;0;0
"2";"176";"08";"2";"15";"066";"51";"15";"11";"30";"0";7245;452;6033;119;5914;1823;3753;103;205;0;0;13;0;0;17;0;0;0
"2";"176";"08";"2";"15";"082";"31";"67";"15";"22";"0";2936;185;2375;35;2340;1030;1168;55;76;0;0;1;0;0;10;0;0;0
"2";"176";"08";"2";"15";"082";"31";"67";"15";"22";"5";0;0;178;2;176;82;67;5;18;0;0;0;0;0;4;0;0;0
"2";"176";"08";"2";"15";"084";"51";"08";"13";"26";"0";7590;689;6313;133;6180;1935;3891;90;224;0;0;12;0;0;28;0;0;0
"2";"176";"08";"2";"15";"084";"51";"08";"13";"26";"5";0;0;637;8;629;174;404;15;33;0;0;0;0;0;3;0;0;0
"2";"176";"08";"2";"15";"089";"41";"43";"13";"31";"5";0;0;441;0;441;155;233;23;26;0;0;4;0;0;0;0;0;0
"2";"176";"08";"2";"15";"089";"41";"43";"13";"31";"0";5680;471;4633;77;4556;1631;2591;157;152;0;0;13;0;0;12;0;0;0
"2";"176";"08";"2";"15";"090";"41";"56";"14";"41";"5";0;0;625;2;623;187;359;23;52;0;0;1;0;0;1;0;0;0
"2";"176";"08";"2";"15";"090";"41";"56";"14";"41";"0";6382;638;5187;88;5099;1861;2773;235;206;0;0;7;0;0;17;0;0;0
"2";"176";"08";"2";"15";"094";"11";"71";"25";"15";"5";0;0;95;0;95;32;48;6;8;0;0;0;0;0;1;0;0;0
"2";"176";"08";"2";"15";"094";"11";"71";"25";"15";"0";1070;104;816;34;782;215;513;19;30;0;0;1;0;0;4;0;0;0
"2";"176";"08";"2";"15";"096";"51";"76";"11";"34";"5";0;0;737;2;735;247;398;29;59;0;0;0;0;0;2;0;0;0
"2";"176";"08";"2";"15";"096";"51";"76";"11";"34";"0";9017;779;7378;126;7252;2714;3923;243;343;0;0;12;0;0;17;0;0;0
"2";"176";"08";"2";"15";"097";"51";"67";"21";"20";"0";9078;515;7456;139;7317;2341;4476;151;288;0;0;12;0;0;49;0;0;0
"2";"176";"08";"2";"15";"097";"51";"67";"21";"20";"5";0;0;482;2;480;137;291;12;38;0;0;0;0;0;2;0;0;0
"2";"176";"08";"2";"15";"099";"41";"40";"16";"28";"5";0;0;425;2;423;115;259;19;29;0;0;1;0;0;0;0;0;0
"2";"176";"08";"2";"15";"099";"41";"40";"16";"28";"0";6682;447;5482;100;5382;1463;3348;361;180;0;0;8;0;0;22;0;0;0
"2";"176";"08";"2";"15";"100";"41";"16";"12";"30";"0";5774;644;4682;87;4595;1493;2761;110;210;0;0;5;0;0;16;0;0;0
"2";"176";"08";"2";"15";"100";"41";"16";"12";"30";"5";0;0;535;7;528;145;338;6;37;0;0;0;0;0;2;0;0;0
"2";"176";"08";"2";"15";"101";"51";"62";"10";"34";"0";11451;925;9448;178;9270;3765;4731;238;462;0;0;42;0;0;32;0;0;0
"2";"176";"08";"2";"15";"101";"51";"62";"10";"34";"5";0;0;857;8;849;369;389;29;58;0;0;1;0;0;3;0;0;0
"2";"176";"08";"2";"15";"102";"51";"70";"14";"44";"5";0;0;753;3;750;255;418;32;41;0;0;3;0;0;1;0;0;0
"2";"176";"08";"2";"15";"102";"51";"70";"14";"44";"0";9356;759;7691;108;7583;2808;4030;365;352;0;0;9;0;0;19;0;0;0
"2";"176";"08";"2";"15";"103";"41";"09";"12";"31";"5";0;0;496;2;494;88;362;11;32;0;0;0;0;0;1;0;0;0
"2";"176";"08";"2";"15";"103";"41";"09";"12";"31";"0";5607;520;4654;80;4574;1226;3088;93;154;0;0;1;0;0;12;0;0;0
"2";"176";"08";"2";"15";"105";"41";"74";"13";"39";"5";0;0;538;3;535;163;297;23;50;0;0;0;0;0;2;0;0;0
"2";"176";"08";"2";"15";"105";"41";"74";"13";"39";"0";6724;550;5241;83;5158;1887;2786;174;279;0;0;8;0;0;24;0;0;0
"2";"176";"08";"2";"15";"106";"51";"13";"11";"26";"5";0;0;746;8;738;225;455;12;46;0;0;0;0;0;0;0;0;0
"2";"176";"08";"2";"15";"106";"51";"13";"11";"26";"0";12585;803;10414;252;10162;2996;6584;179;368;0;0;15;0;0;20;0;0;0
"2";"176";"08";"2";"15";"107";"41";"05";"12";"21";"0";6552;457;5412;138;5274;1298;3624;66;251;0;0;18;0;0;17;0;0;0
"2";"176";"08";"2";"15";"107";"41";"05";"12";"21";"5";0;0;439;3;436;100;316;3;17;0;0;0;0;0;0;0;0;0
"2";"176";"08";"2";"15";"109";"51";"72";"13";"38";"0";13629;1197;10919;166;10753;3659;6136;387;503;0;0;26;0;0;42;0;0;0
"2";"176";"08";"2";"15";"109";"51";"72";"13";"38";"5";0;0;1141;4;1137;381;631;42;78;0;0;2;0;0;3;0;0;0
"2";"176";"08";"2";"15";"110";"51";"13";"09";"32";"5";0;0;904;6;898;209;574;34;74;0;0;2;0;0;5;0;0;0
"2";"176";"08";"2";"15";"110";"51";"13";"09";"32";"0";8859;930;7356;97;7259;1907;4721;252;341;0;0;15;0;0;23;0;0;0
"2";"176";"08";"2";"15";"111";"41";"83";"21";"28";"5";0;0;326;3;323;79;206;7;26;0;0;2;0;0;3;0;0;0
"2";"176";"08";"2";"15";"111";"41";"83";"21";"28";"0";4395;335;3496;40;3456;1149;2033;104;121;0;0;8;0;0;41;0;0;0
"2";"177";"08";"2";"11";"000";"61";"26";"17";"44";"5";0;0;644;7;637;186;365;42;44;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"11";"000";"61";"26";"17";"44";"5";0;0;609;2;607;172;379;30;24;0;0;2;0;0;0;0;0;0
"2";"177";"08";"2";"11";"000";"61";"26";"17";"44";"5";0;0;543;1;542;146;319;26;46;0;0;5;0;0;0;0;0;0
"2";"177";"08";"2";"11";"000";"61";"26";"17";"44";"5";0;0;665;5;660;161;397;29;70;0;0;3;0;0;0;0;0;0
"2";"177";"08";"2";"11";"000";"61";"26";"17";"44";"5";0;0;539;1;538;151;324;33;29;0;0;1;0;0;0;0;0;0
"2";"177";"08";"2";"11";"000";"61";"26";"17";"44";"5";0;0;717;6;711;182;398;54;70;0;0;7;0;0;0;0;0;0
"2";"177";"08";"2";"11";"000";"61";"26";"17";"44";"0";39188;5239;29958;482;29476;9296;17304;1439;1355;0;0;82;0;0;0;0;0;0
"2";"177";"08";"2";"11";"000";"61";"26";"17";"44";"5";0;0;651;4;647;187;346;63;50;0;0;1;0;0;0;0;0;0
"2";"177";"08";"2";"15";"017";"61";"26";"10";"42";"5";0;0;3209;20;3189;814;2015;119;230;0;0;11;0;0;0;0;0;0
"2";"177";"08";"2";"15";"017";"61";"26";"10";"42";"0";27202;3328;21180;329;20851;6422;12500;757;1111;0;0;61;0;0;0;0;0;0
"2";"177";"08";"2";"15";"046";"51";"22";"11";"35";"0";9179;792;7472;189;7283;2133;4654;158;320;0;0;18;0;0;0;0;0;0
"2";"177";"08";"2";"15";"046";"51";"22";"11";"35";"5";0;0;732;5;727;193;458;19;56;0;0;1;0;0;0;0;0;0
"2";"177";"08";"2";"15";"108";"51";"18";"10";"39";"0";14560;1044;11933;196;11737;4352;6504;332;525;0;0;24;0;0;0;0;0;0
"2";"177";"08";"2";"15";"108";"51";"18";"10";"39";"5";0;0;979;4;975;284;594;24;66;0;0;7;0;0;0;0;0;0
"2";"177";"08";"2";"16";"002";"21";"08";"20";"27";"0";2129;118;1664;38;1626;457;1081;41;46;0;0;1;0;0;0;0;0;0
"2";"177";"08";"2";"16";"002";"21";"08";"20";"27";"5";0;0;113;0;113;39;62;3;9;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"005";"41";"14";"10";"29";"0";4184;225;3556;97;3459;1162;2094;67;131;0;0;5;0;0;0;0;0;0
"2";"177";"08";"2";"16";"005";"41";"14";"10";"29";"5";0;0;206;0;206;61;128;2;15;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"006";"21";"17";"10";"26";"0";1982;93;1660;35;1625;577;948;37;58;0;0;5;0;0;0;0;0;0
"2";"177";"08";"2";"16";"006";"21";"17";"10";"26";"5";0;0;95;0;95;22;64;3;5;0;0;1;0;0;0;0;0;0
"2";"177";"08";"2";"16";"007";"61";"13";"22";"33";"5";0;0;436;2;434;68;312;15;39;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"007";"61";"13";"22";"33";"5";0;0;424;2;422;82;269;26;44;0;0;1;0;0;0;0;0;0
"2";"177";"08";"2";"16";"007";"61";"13";"22";"33";"5";0;0;425;1;424;75;285;20;44;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"007";"61";"13";"22";"33";"0";16758;1683;13085;234;12851;2762;9000;449;627;0;0;13;0;0;0;0;0;0
"2";"177";"08";"2";"16";"007";"61";"13";"22";"33";"5";0;0;310;3;307;54;223;10;20;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"008";"41";"09";"16";"28";"0";6063;528;4895;80;4815;858;3648;118;185;0;0;6;0;0;0;0;0;0
"2";"177";"08";"2";"16";"008";"41";"09";"16";"28";"5";0;0;504;1;503;111;352;15;23;0;0;2;0;0;0;0;0;0
"2";"177";"08";"2";"16";"009";"51";"19";"11";"33";"5";0;0;673;1;672;185;404;22;60;0;0;1;0;0;0;0;0;0
"2";"177";"08";"2";"16";"009";"51";"19";"11";"33";"0";7852;690;6083;124;5959;1996;3476;167;309;0;0;11;0;0;0;0;0;0
"2";"177";"08";"2";"16";"012";"21";"06";"15";"25";"5";0;0;116;0;116;32;71;3;10;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"012";"21";"06";"15";"25";"0";2066;120;1695;57;1638;492;1061;26;53;0;0;6;0;0;0;0;0;0
"2";"177";"08";"2";"16";"013";"41";"10";"14";"21";"0";4559;486;3588;82;3506;959;2362;69;111;0;0;5;0;0;0;0;0;0
"2";"177";"08";"2";"16";"013";"41";"10";"14";"21";"5";0;0;469;5;464;113;305;15;31;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"015";"61";"22";"09";"32";"0";20816;2276;16398;342;16056;5401;9600;426;606;0;0;23;0;0;0;0;0;0
"2";"177";"08";"2";"16";"015";"61";"22";"09";"32";"5";0;0;718;7;711;249;379;27;53;0;0;3;0;0;0;0;0;0
"2";"177";"08";"2";"16";"015";"61";"22";"09";"32";"5";0;0;716;6;710;222;419;20;48;0;0;1;0;0;0;0;0;0
"2";"177";"08";"2";"16";"015";"61";"22";"09";"32";"5";0;0;688;6;682;233;406;11;32;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"017";"51";"37";"12";"33";"0";10578;1249;8259;149;8110;2466;4996;290;344;0;0;14;0;0;0;0;0;0
"2";"177";"08";"2";"16";"017";"51";"37";"12";"33";"5";0;0;1164;6;1158;347;667;47;95;0;0;2;0;0;0;0;0;0
"2";"177";"08";"2";"16";"022";"11";"09";"31";"24";"0";1098;48;944;12;932;182;698;28;23;0;0;1;0;0;0;0;0;0
"2";"177";"08";"2";"16";"022";"11";"09";"31";"24";"5";0;0;48;1;47;10;36;0;0;0;0;1;0;0;0;0;0;0
"2";"177";"08";"2";"16";"023";"31";"10";"13";"31";"5";0;0;190;0;190;42;136;7;5;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"023";"31";"10";"13";"31";"0";2859;203;2312;45;2267;589;1564;58;51;0;0;5;0;0;0;0;0;0
"2";"177";"08";"2";"16";"024";"41";"15";"12";"30";"5";0;0;355;4;351;96;214;12;29;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"024";"41";"15";"12";"30";"0";5148;371;4247;67;4180;1264;2651;90;164;0;0;11;0;0;0;0;0;0
"2";"177";"08";"2";"16";"028";"31";"64";"28";"19";"0";3014;126;2355;45;2310;755;1355;79;118;0;0;3;0;0;0;0;0;0
"2";"177";"08";"2";"16";"028";"31";"64";"28";"19";"5";0;0;122;5;117;29;66;7;15;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"029";"21";"73";"22";"15";"0";1852;131;1450;26;1424;471;860;49;41;0;0;3;0;0;0;0;0;0
"2";"177";"08";"2";"16";"029";"21";"73";"22";"15";"5";0;0;114;0;114;34;67;5;8;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"033";"31";"14";"11";"27";"5";0;0;237;0;237;76;135;6;20;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"033";"31";"14";"11";"27";"0";3725;255;3034;50;2984;1075;1701;93;110;0;0;5;0;0;0;0;0;0
"2";"177";"08";"2";"16";"039";"31";"07";"19";"28";"5";0;0;155;2;153;36;102;0;15;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"039";"31";"07";"19";"28";"0";2930;164;2536;37;2499;756;1608;60;71;0;0;4;0;0;0;0;0;0
"2";"177";"08";"2";"16";"041";"41";"09";"28";"24";"5";0;0;241;1;240;35;179;7;19;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"041";"41";"09";"28";"24";"0";4040;254;3307;77;3230;477;2552;66;132;0;0;3;0;0;0;0;0;0
"2";"177";"08";"2";"16";"043";"61";"30";"13";"37";"5";0;0;618;0;618;197;353;28;39;0;0;1;0;0;0;0;0;0
"2";"177";"08";"2";"16";"043";"61";"30";"13";"37";"5";0;0;522;4;518;167;312;10;29;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"043";"61";"30";"13";"37";"5";0;0;580;5;575;171;355;13;36;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"043";"61";"30";"13";"37";"5";0;0;517;7;510;175;288;13;34;0;0;0;0;0;0;0;0;0
"2";"177";"08";"2";"16";"043";"61";"30";"13";"37";"0";29927;2369;23356;445;22911;8108;13264;583;917;0;0;39;0;0;0;0;0;0
"2";"177";"08";"2";"16";"049";"41";"11";"20";"28";"5";0;0;458;5;453;89;296;17;47;0;0;4;0;0;0;0;0;0
