(c) Der Bundeswahlleiter (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2018

Ergebnisse der Wahlbezirksstatistik zur Bundestagswahl 1983 (Erststimmen nach Gemeinden)

"Satzart";"Wahlkreis";"Land";"Regierungsbezirk";"Kreis";"Gemeinde";"Gemeindegröße";"evangelische Bevölkerung";"Anteil Selbstständige und Mithelfende";"Anteil Beamte und Angestellte";"Bezirksart";"Wahlberechtigte (A)";"Wahlberechtigte mit Sperrvermerk (A2)";"Wähler (B)";"Ungültige";"Gültige";"SPD";"CDU/CSU";"FDP";"GRÜNE";"BWK";"CBV";"DKP";"EAP";"KPD";"NPD";"OEDP";"UST";"Übrige"
"2";"001";"01";"0";"01";"000";"71";"85";"09";"55";"0";67337;6546;52159;454;51705;27540;21336;1003;1742;0;0;84;0;0;0;0;0;0
"2";"001";"01";"0";"01";"000";"71";"85";"09";"55";"5";0;0;6149;23;6126;2699;2901;145;366;0;0;15;0;0;0;0;0;0
"2";"001";"01";"0";"59";"001";"03";"98";"67";"17";"0";240;14;200;0;200;37;158;3;2;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"002";"04";"96";"29";"32";"0";357;59;254;1;253;158;79;2;14;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"005";"04";"97";"44";"17";"0";547;34;461;6;455;191;244;8;9;0;0;3;0;0;0;0;0;0
"2";"001";"01";"0";"59";"006";"04";"97";"40";"15";"0";503;33;401;5;396;138;238;4;15;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"008";"11";"91";"24";"31";"0";957;108;772;9;763;282;427;29;25;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"009";"04";"98";"59";"13";"0";539;44;450;6;444;92;324;8;20;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"010";"11";"97";"47";"19";"0";911;73;747;6;741;239;469;16;17;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"011";"04";"93";"30";"28";"0";620;80;490;1;489;188;264;18;19;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"012";"04";"95";"33";"25";"0";338;45;260;3;257;87;155;8;7;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"014";"03";"99";"28";"24";"0";233;23;193;1;192;73;108;4;7;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"016";"04";"95";"63";"24";"0";352;33;285;4;281;92;175;6;8;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"018";"11";"94";"12";"44";"0";1234;130;996;9;987;435;510;17;25;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"019";"11";"95";"38";"24";"0";761;52;643;5;638;253;346;15;22;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"020";"04";"99";"51";"17";"0";439;16;383;3;380;62;301;2;12;0;0;3;0;0;0;0;0;0
"2";"001";"01";"0";"59";"021";"03";"98";"29";"21";"0";203;14;166;0;166;67;89;1;8;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"022";"03";"99";"39";"12";"0";226;17;186;2;184;88;91;1;4;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"023";"04";"99";"55";"19";"0";507;35;448;7;441;150;271;9;11;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"024";"11";"98";"46";"20";"0";1515;124;1232;14;1218;379;795;22;21;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"026";"21";"99";"23";"49";"0";1443;261;1113;6;1107;391;644;32;38;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"032";"03";"94";"52";"17";"0";210;10;181;2;179;57;113;5;4;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"033";"02";"98";"32";"35";"0";149;22;119;2;117;53;56;5;3;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"034";"03";"97";"38";"13";"0";180;13;150;3;147;60;76;7;4;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"035";"04";"96";"48";"18";"0";541;28;451;7;444;150;261;10;21;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"037";"04";"98";"41";"21";"0";601;53;490;4;486;149;321;7;9;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"038";"04";"97";"39";"21";"0";581;31;480;3;477;167;281;13;16;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"039";"04";"97";"47";"19";"0";659;42;557;4;553;131;390;8;24;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"041";"04";"99";"40";"19";"0";449;30;396;3;393;129;247;3;14;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"042";"04";"94";"20";"36";"0";603;43;502;7;495;190;282;11;12;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"043";"04";"91";"23";"39";"0";540;24;477;2;475;210;249;2;14;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"044";"11";"94";"28";"32";"0";1278;85;1079;12;1067;381;645;24;16;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"045";"51";"89";"15";"46";"5";0;0;736;2;734;301;377;18;37;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"045";"51";"89";"15";"46";"0";7227;766;5624;40;5584;2808;2492;135;144;0;0;5;0;0;0;0;0;0
"2";"001";"01";"0";"59";"047";"02";"96";"39";"15";"0";187;22;156;2;154;57;81;5;11;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"049";"03";"96";"44";"12";"0";296;10;262;4;258;75;167;6;10;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"050";"04";"94";"54";"16";"0";445;14;377;0;377;85;282;3;6;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"051";"03";"98";"54";"12";"0";215;16;185;2;183;53;124;1;4;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"053";"41";"87";"15";"58";"0";3011;313;2353;14;2339;877;1355;46;59;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"055";"03";"98";"36";"24";"0";218;19;180;3;177;62;98;5;11;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"056";"02";"97";"28";"24";"0";151;5;136;2;134;56;73;0;5;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"057";"04";"95";"29";"35";"0";642;45;553;3;550;183;321;9;37;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"058";"04";"96";"55";"15";"0";541;24;464;5;459;116;321;12;10;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"060";"04";"97";"34";"20";"0";768;55;646;3;643;268;342;17;16;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"062";"04";"91";"18";"37";"0";666;40;593;3;590;275;283;15;16;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"063";"03";"98";"22";"24";"0";399;33;317;1;316;156;145;5;10;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"064";"04";"97";"43";"15";"0";562;49;458;5;453;162;273;10;8;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"065";"02";"94";"46";"24";"0";107;10;82;1;81;30;47;1;2;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"067";"03";"95";"42";"21";"0";216;20;185;2;183;91;82;5;5;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"068";"04";"96";"26";"25";"0";528;53;427;1;426;212;193;11;9;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"069";"03";"96";"33";"25";"0";230;16;195;1;194;67;111;6;10;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"070";"03";"97";"29";"14";"0";183;9;150;2;148;83;56;1;8;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"071";"21";"94";"19";"29";"0";2343;163;1920;11;1909;890;925;42;51;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"072";"03";"99";"46";"11";"0";166;16;136;1;135;57;68;4;5;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"073";"11";"93";"28";"27";"0";1054;84;869;8;861;378;443;13;27;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"074";"03";"94";"33";"23";"0";267;23;213;5;208;76;114;6;11;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"075";"61";"89";"11";"61";"0";20595;2160;15883;33;15850;7757;7240;350;463;0;0;40;0;0;0;0;0;0
"2";"001";"01";"0";"59";"075";"61";"89";"11";"61";"5";0;0;2018;11;2007;771;1064;39;131;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"076";"04";"98";"36";"16";"0";447;37;367;0;367;158;189;12;7;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"077";"21";"94";"25";"31";"0";1634;104;1374;5;1369;521;798;16;31;0;0;3;0;0;0;0;0;0
"2";"001";"01";"0";"59";"078";"04";"90";"29";"35";"0";553;61;439;2;437;140;269;9;19;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"079";"11";"97";"49";"15";"0";1178;79;969;9;960;294;635;14;16;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"080";"04";"97";"35";"21";"0";484;30;402;1;401;172;210;6;13;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"081";"04";"97";"40";"20";"0";610;27;517;4;513;166;329;4;14;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"082";"04";"95";"39";"21";"0";506;42;419;4;415;170;228;9;8;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"083";"31";"91";"19";"48";"0";2732;210;2191;18;2173;981;1089;49;54;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"084";"03";"94";"38";"14";"0";319;29;260;2;258;107;139;5;7;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"085";"11";"96";"34";"30";"0";775;57;663;7;656;283;347;11;14;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"086";"04";"97";"37";"21";"0";623;54;509;2;507;162;326;7;12;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"087";"04";"96";"42";"21";"0";622;29;522;6;516;187;309;10;8;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"088";"03";"99";"47";"18";"0";258;12;226;1;225;43;181;0;1;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"090";"04";"96";"32";"25";"0";739;72;599;6;593;247;311;8;24;0;0;3;0;0;0;0;0;0
"2";"001";"01";"0";"59";"092";"11";"98";"41";"21";"0";1002;90;802;4;798;226;525;23;24;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"093";"03";"96";"35";"17";"0";332;36;259;3;256;120;122;9;4;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"094";"04";"97";"26";"28";"0";524;64;423;3;420;138;250;13;16;0;0;3;0;0;0;0;0;0
"2";"001";"01";"0";"59";"095";"03";"98";"37";"16";"0";201;11;156;0;156;55;97;2;2;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"096";"04";"98";"55";"11";"0";424;26;355;4;351;108;213;11;19;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"097";"03";"93";"40";"21";"0";355;23;301;1;300;116;172;1;11;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"098";"11";"94";"27";"29";"0";831;56;727;8;719;305;370;12;28;0;0;4;0;0;0;0;0;0
"2";"001";"01";"0";"59";"101";"03";"91";"19";"33";"0";260;13;231;2;229;95;116;10;8;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"102";"03";"95";"33";"26";"0";165;12;138;1;137;47;86;1;3;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"103";"04";"98";"37";"23";"0";434;18;383;6;377;142;210;14;10;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"105";"02";"93";"78";"07";"0";79;3;72;2;70;21;44;1;3;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"106";"04";"93";"36";"22";"0";701;57;590;3;587;180;366;13;28;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"107";"11";"92";"21";"39";"0";1318;113;1056;4;1052;393;596;29;32;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"109";"04";"96";"35";"24";"0";690;70;547;5;542;213;292;24;13;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"112";"11";"90";"35";"27";"0";1569;146;1250;7;1243;529;646;29;38;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"113";"41";"84";"16";"61";"5";0;0;611;2;609;192;339;16;60;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"113";"41";"84";"16";"61";"0";4995;831;3845;28;3817;1455;2123;101;137;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"115";"21";"94";"36";"27";"0";1482;78;1239;16;1223;526;632;21;44;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"116";"11";"96";"34";"24";"0";1251;71;1013;9;1004;347;602;21;32;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"118";"04";"91";"28";"24";"0";691;70;564;7;557;224;293;18;21;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"119";"31";"92";"31";"31";"0";3246;201;2675;32;2643;1078;1416;62;83;0;0;4;0;0;0;0;0;0
"2";"001";"01";"0";"59";"120";"41";"86";"13";"32";"5";0;0;533;6;527;268;215;6;38;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"120";"41";"86";"13";"32";"0";6837;581;5615;54;5561;2927;2345;105;173;0;0;11;0;0;0;0;0;0
"2";"001";"01";"0";"59";"121";"04";"96";"37";"21";"0";673;61;520;6;514;215;273;4;20;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"123";"04";"98";"51";"17";"0";410;28;354;2;352;68;274;2;8;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"124";"02";"94";"58";"17";"0";151;7;124;0;124;29;90;3;0;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"126";"11";"94";"31";"29";"0";841;60;710;5;705;273;388;15;28;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"127";"11";"95";"29";"30";"0";1336;117;1086;12;1074;464;545;21;44;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"128";"03";"94";"48";"14";"0";313;13;265;0;265;44;208;5;8;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"129";"03";"96";"63";"09";"0";216;8;180;0;180;46;127;0;7;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"131";"04";"96";"44";"19";"0";514;25;439;4;435;175;239;3;18;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"132";"04";"84";"40";"12";"0";518;43;424;3;421;126;278;11;6;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"136";"03";"96";"21";"16";"0";204;16;170;0;170;72;93;4;1;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"137";"04";"94";"31";"36";"0";753;73;614;3;611;257;322;13;18;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"138";"04";"96";"23";"25";"0";555;56;462;1;461;156;290;6;9;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"141";"04";"91";"30";"40";"0";529;40;453;3;450;183;239;5;22;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"142";"04";"93";"34";"23";"0";588;79;446;4;442;228;199;5;10;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"143";"04";"96";"36";"33";"0";523;39;441;2;439;174;249;5;11;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"144";"04";"81";"35";"12";"0";397;26;341;3;338;108;209;5;16;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"145";"04";"93";"24";"34";"0";708;57;608;7;601;210;346;17;26;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"147";"03";"86";"33";"41";"0";148;16;97;0;97;42;52;0;3;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"148";"04";"96";"33";"24";"0";458;41;364;2;362;149;195;5;13;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"149";"03";"99";"46";"16";"0";316;26;259;2;257;64;181;6;6;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"150";"11";"96";"22";"32";"0";1341;99;1103;10;1093;513;532;18;30;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"151";"03";"98";"59";"13";"0";221;17;184;0;184;47;126;2;9;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"152";"03";"87";"41";"19";"0";173;28;135;1;134;65;65;1;3;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"153";"11";"95";"35";"27";"0";1008;85;812;9;803;336;395;22;50;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"154";"04";"97";"14";"21";"0";390;33;317;1;316;160;133;8;15;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"155";"03";"96";"31";"23";"0";192;19;156;2;154;73;76;3;2;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"157";"03";"85";"58";"23";"0";289;19;226;8;218;68;132;4;14;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"158";"11";"94";"35";"30";"0";1042;92;868;8;860;308;496;16;40;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"159";"11";"97";"35";"26";"0";1112;70;918;7;911;299;558;15;37;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"161";"31";"95";"26";"27";"0";3064;253;2489;27;2462;1070;1260;47;84;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"161";"31";"95";"26";"27";"5";0;0;238;1;237;91;122;5;19;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"162";"03";"96";"45";"12";"0";370;14;308;1;307;91;210;2;4;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"163";"03";"95";"30";"21";"0";212;32;155;2;153;60;85;1;7;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"164";"11";"97";"35";"23";"0";720;78;569;3;566;187;344;16;19;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"165";"11";"94";"30";"22";"0";987;85;811;1;810;334;434;16;26;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"167";"11";"97";"31";"28";"0";1123;79;955;6;949;347;564;10;27;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"168";"04";"96";"46";"15";"0";549;58;434;2;432;172;236;13;10;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"169";"03";"98";"54";"13";"0";248;19;203;2;201;60;134;3;4;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"171";"41";"83";"10";"74";"0";2880;200;2407;16;2391;938;1328;59;65;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"173";"04";"93";"28";"36";"0";566;42;482;2;480;233;221;10;16;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"174";"11";"94";"37";"29";"0";1269;92;1046;10;1036;389;600;24;23;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"176";"11";"91";"26";"41";"0";1052;103;891;10;881;378;441;23;38;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"177";"03";"97";"70";"13";"0";348;20;277;1;276;70;183;8;13;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"178";"04";"91";"38";"29";"0";492;60;390;3;387;120;232;11;24;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"179";"11";"97";"47";"21";"0";1349;94;1104;9;1095;303;726;23;43;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"180";"31";"91";"15";"38";"0";2213;135;1852;10;1842;848;870;52;70;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"181";"11";"95";"37";"27";"0";857;56;717;5;712;273;412;5;20;0;0;2;0;0;0;0;0;0
"2";"001";"01";"0";"59";"182";"11";"93";"25";"33";"0";902;60;759;6;753;332;383;14;24;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;292;1;291;86;181;6;18;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;354;0;354;139;193;7;15;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;471;2;469;167;247;13;42;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;469;1;468;160;260;10;37;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;320;1;319;132;158;9;20;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;367;1;366;132;198;9;27;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;138;0;138;63;69;3;3;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;431;4;427;137;246;12;31;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;419;2;417;152;212;12;41;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;400;1;399;151;212;13;22;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;234;0;234;79;125;11;19;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;447;1;446;165;242;5;34;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;241;1;240;82;144;5;9;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;379;1;378;97;247;9;25;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;298;2;296;105;176;5;10;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;424;3;421;157;221;8;35;0;0;0;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;633;3;630;216;354;16;43;0;0;1;0;0;0;0;0;0
"2";"001";"01";"0";"59";"999";"00";"00";"00";"00";"5";0;0;311;0;311;104;178;6;23;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"005";"02";"95";"44";"18";"0";160;8;136;0;136;37;93;3;1;0;0;1;0;0;1;0;0;0
"2";"002";"01";"0";"51";"008";"01";"98";"67";"04";"0";26;2;22;0;22;2;20;0;0;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"013";"41";"89";"28";"36";"0";4219;800;2985;24;2961;1136;1665;91;61;0;0;1;0;0;7;0;0;0
"2";"002";"01";"0";"51";"014";"03";"90";"29";"26";"0";252;49;192;2;190;94;82;5;8;0;0;0;0;0;1;0;0;0
"2";"002";"01";"0";"51";"019";"04";"96";"49";"10";"0";577;38;488;3;485;102;366;12;4;0;0;1;0;0;0;0;0;0
"2";"002";"01";"0";"51";"020";"04";"97";"41";"22";"0";572;44;460;5;455;156;277;12;9;0;0;1;0;0;0;0;0;0
"2";"002";"01";"0";"51";"023";"04";"97";"31";"24";"0";438;25;361;3;358;115;229;8;5;0;0;1;0;0;0;0;0;0
"2";"002";"01";"0";"51";"030";"03";"99";"53";"12";"0";203;17;171;2;169;48;110;4;6;0;0;0;0;0;1;0;0;0
"2";"002";"01";"0";"51";"033";"01";"98";"45";"10";"0";69;4;62;1;61;29;28;2;2;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"035";"02";"95";"48";"13";"0";157;14;135;2;133;33;89;3;8;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"036";"02";"96";"63";"15";"0";95;7;82;0;82;8;70;4;0;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"038";"02";"97";"57";"08";"0";91;14;69;0;69;23;44;1;0;0;0;1;0;0;0;0;0;0
"2";"002";"01";"0";"51";"040";"01";"89";"70";"22";"0";59;7;50;1;49;2;40;2;5;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"043";"03";"89";"30";"16";"0";209;21;176;0;176;80;85;6;5;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"044";"61";"87";"14";"55";"5";0;0;754;4;750;239;427;27;54;0;0;3;0;0;0;0;0;0
"2";"002";"01";"0";"51";"044";"61";"87";"14";"55";"0";16578;1634;13187;110;13077;5669;6719;356;297;0;0;13;0;0;23;0;0;0
"2";"002";"01";"0";"51";"044";"61";"87";"14";"55";"5";0;0;662;9;653;287;306;21;38;0;0;0;0;0;1;0;0;0
"2";"002";"01";"0";"51";"045";"02";"94";"41";"21";"0";127;5;107;3;104;36;60;5;3;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"047";"04";"96";"29";"13";"0";440;38;365;4;361;132;206;9;11;0;0;1;0;0;2;0;0;0
"2";"002";"01";"0";"51";"049";"11";"94";"31";"23";"0";1424;105;1180;9;1171;428;621;74;43;0;0;1;0;0;4;0;0;0
"2";"002";"01";"0";"51";"050";"02";"99";"40";"21";"0";86;11;67;1;66;21;45;0;0;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"052";"01";"99";"58";"10";"0";50;1;49;0;49;3;45;0;1;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"053";"03";"97";"40";"22";"0";246;14;206;4;202;66;127;3;6;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"058";"02";"96";"30";"19";"0";135;12;111;0;111;53;57;1;0;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"060";"03";"98";"43";"18";"0";355;20;303;1;302;109;172;5;15;0;0;0;0;0;1;0;0;0
"2";"002";"01";"0";"51";"061";"04";"94";"31";"16";"0";447;45;361;1;360;223;125;7;5;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"065";"11";"97";"24";"16";"0";839;61;700;8;692;319;345;11;12;0;0;0;0;0;5;0;0;0
"2";"002";"01";"0";"51";"068";"04";"96";"45";"22";"0";544;49;446;3;443;142;267;17;16;0;0;1;0;0;0;0;0;0
"2";"002";"01";"0";"51";"071";"11";"93";"25";"34";"0";1528;170;1181;11;1170;620;503;22;23;0;0;1;0;0;1;0;0;0
"2";"002";"01";"0";"51";"075";"04";"95";"35";"20";"0";766;49;616;6;610;234;351;11;13;0;0;1;0;0;0;0;0;0
"2";"002";"01";"0";"51";"079";"03";"96";"27";"40";"0";320;21;261;3;258;121;121;10;5;0;0;1;0;0;0;0;0;0
"2";"002";"01";"0";"51";"080";"01";"95";"64";"11";"0";82;5;70;0;70;21;47;2;0;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"081";"03";"92";"47";"11";"0";261;30;191;1;190;72;107;2;9;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"084";"03";"98";"27";"19";"0";177;12;144;1;143;49;85;5;4;0;0;0;0;0;0;0;0;0
"2";"002";"01";"0";"51";"087";"04";"93";"23";"30";"0";631;61;530;4;526;235;268;10;10;0;0;0;0;0;3;0;0;0
