(c) Der Bundeswahlleiter (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2018

Ergebnisse der Wahlbezirksstatistik zur Bundestagswahl 1983 (Leitband)

"Satzart";"Wahlkreis";"Land";"Regierungsbezirk";"Kreis";"Gemeinde";"Gemeindegröße";"evangelische Bevölkerung";"Anteil Selbstständige und Mithelfende";"Anteil Beamte und Angestellte";"Name";"Bemerkungen"
"1";"131";"06";"5";"31";"003";"51";"78";"16";"38";"BUSECK";
"1";"131";"06";"5";"31";"004";"41";"82";"17";"36";"FERNWALD";
"1";"131";"06";"5";"31";"005";"71";"69";"10";"55";"GIESSEN, UNIVERSITAETSSTADT (TEIL)";
"1";"131";"06";"5";"31";"006";"51";"80";"29";"25";"GRUENBERG, STADT";
"1";"131";"06";"5";"31";"007";"41";"75";"12";"36";"HEUCHELHEIM ";
"1";"131";"06";"5";"31";"008";"51";"76";"24";"27";"HUNGEN, STADT ";
"1";"131";"06";"5";"31";"009";"51";"78";"22";"28";"LANGGOENS ";
"1";"131";"06";"5";"31";"010";"41";"80";"21";"28";"LAUBACH, STADT";
"1";"131";"06";"5";"31";"011";"51";"73";"21";"33";"LICH, STADT ";
"1";"131";"06";"5";"31";"012";"51";"76";"13";"45";"LINDEN, STADT ";
"1";"131";"06";"5";"31";"013";"41";"67";"11";"31";"LOLLAR, STADT ";
"1";"131";"06";"5";"31";"014";"51";"77";"15";"35";"POHLHEIM, STADT ";
"1";"131";"06";"5";"31";"015";"41";"87";"26";"27";"RABENAU ";
"1";"131";"06";"5";"31";"016";"41";"84";"19";"29";"REISKIRCHEN ";
"1";"131";"06";"5";"31";"017";"41";"76";"11";"32";"STAUFENBERG, STADT";
"1";"131";"06";"5";"35";"001";"51";"82";"25";"37";"ALSFELD, STADT";
"1";"131";"06";"5";"35";"002";"21";"17";"42";"15";"ANTRIFTTAL";
"1";"131";"06";"5";"35";"003";"31";"92";"43";"15";"FELDATAL";
"1";"131";"06";"5";"35";"005";"21";"88";"38";"18";"GEMUENDEN (FELDA) ";
"1";"131";"06";"5";"35";"006";"21";"88";"38";"13";"GREBENAU, STADT ";
"1";"131";"06";"5";"35";"009";"41";"81";"35";"18";"HOMBERG (OHM), STADT";
"1";"131";"06";"5";"35";"010";"31";"91";"48";"12";"KIRTORF, STADT";
"1";"131";"06";"5";"35";"013";"41";"88";"28";"23";"MUECKE";
"1";"131";"06";"5";"35";"014";"21";"87";"38";"16";"ROMROD, STADT ";
"1";"131";"06";"5";"35";"017";"31";"90";"30";"19";"SCHWALMTAL";
"1";"132";"06";"4";"35";"002";"51";"16";"20";"28";"BAD SODEN-SALMUENSTER, STADT";
"1";"132";"06";"4";"35";"004";"41";"84";"40";"16";"BIRSTEIN";
"1";"132";"06";"4";"35";"005";"31";"84";"22";"22";"BRACHTTAL ";
"1";"132";"06";"4";"35";"025";"51";"74";"23";"33";"SCHLUECHTERN, STADT ";
"1";"132";"06";"4";"35";"027";"41";"77";"28";"17";"SINNTAL ";
"1";"132";"06";"4";"35";"028";"51";"58";"26";"22";"STEINAU AN DER STRASSE, STADT ";
"1";"132";"06";"4";"35";"029";"51";"60";"17";"32";"WAECHTERSBACH, STADT";
"1";"132";"06";"5";"35";"004";"31";"83";"53";"09";"FREIENSTEINAU ";
"1";"132";"06";"5";"35";"007";"31";"88";"45";"14";"GREBENHAIN";
"1";"132";"06";"5";"35";"008";"31";"63";"40";"16";"HERBSTEIN, STADT";
"1";"132";"06";"5";"35";"011";"51";"77";"23";"34";"LAUTERBACH (HESSEN), KREISSTADT ";
"1";"132";"06";"5";"35";"012";"21";"94";"46";"11";"LAUTERTAL (VOGELSBERG)";
"1";"132";"06";"5";"35";"015";"41";"79";"33";"20";"SCHLITZ, STADT";
"1";"132";"06";"5";"35";"016";"41";"86";"32";"22";"SCHOTTEN, STADT ";
"1";"132";"06";"5";"35";"018";"31";"93";"47";"13";"ULRICHSTEIN, STADT";
"1";"132";"06";"5";"35";"019";"31";"85";"27";"23";"WARTENBERG";
"1";"132";"06";"6";"31";"001";"21";"21";"27";"33";"BAD SALZSCHLIRF ";
"1";"132";"06";"6";"31";"003";"21";"05";"30";"20";"DIPPERZ ";
"1";"132";"06";"6";"31";"004";"31";"06";"33";"19";"EBERSBURG ";
"1";"132";"06";"6";"31";"005";"21";"03";"38";"11";"EHRENBERG (RHOEN) ";
"1";"132";"06";"6";"31";"006";"41";"07";"19";"31";"EICHENZELL";
"1";"132";"06";"6";"31";"008";"41";"06";"23";"23";"FLIEDEN ";
"1";"132";"06";"6";"31";"009";"71";"21";"12";"47";"FULDA, STADT";
"1";"132";"06";"6";"31";"010";"41";"75";"30";"23";"GERSFELD (RHOEN), STADT ";
"1";"132";"06";"6";"31";"011";"41";"04";"23";"23";"GROSSENLUEDER ";
"1";"132";"06";"6";"31";"012";"31";"08";"41";"17";"HILDERS ";
"1";"132";"06";"6";"31";"013";"41";"06";"34";"23";"HOFBIEBER ";
"1";"132";"06";"6";"31";"014";"31";"02";"31";"14";"HOSENFELD ";
"1";"132";"06";"6";"31";"016";"41";"32";"30";"17";"KALBACH ";
"1";"132";"06";"6";"31";"017";"51";"14";"14";"39";"KUENZELL";
"1";"132";"06";"6";"31";"018";"51";"10";"18";"26";"NEUHOF";
"1";"132";"06";"6";"31";"020";"51";"13";"14";"43";"PETERSBERG";
"1";"132";"06";"6";"31";"021";"21";"06";"35";"18";"POPPENHAUSEN (WASSERKUPPE)";
"1";"132";"06";"6";"31";"023";"41";"83";"41";"16";"TANN (RHOEN), STADT ";
"1";"133";"06";"4";"34";"001";"71";"54";"12";"55";"BAD HOMBURG V. D. HOEHE, STADT";
"1";"133";"06";"4";"34";"002";"61";"65";"13";"47";"FRIEDRICHSDORF, STADT ";
"1";"133";"06";"4";"34";"003";"41";"41";"19";"45";"GLASHUETTEN ";
"1";"133";"06";"4";"34";"004";"31";"75";"23";"23";"GRAEVENWIESBACH ";
"1";"133";"06";"4";"34";"005";"51";"42";"14";"56";"KOENIGSTEIN IM TAUNUS, STADT";
"1";"133";"06";"4";"34";"006";"51";"55";"14";"57";"KRONBERG IM TAUNUS, STADT ";
"1";"133";"06";"4";"34";"007";"41";"75";"17";"31";"NEU-ANSPACH ";
"1";"133";"06";"4";"34";"008";"61";"46";"11";"52";"OBERURSEL (TAUNUS), STADT ";
"1";"133";"06";"4";"34";"009";"41";"43";"22";"30";"SCHMITTEN ";
"1";"133";"06";"4";"34";"010";"41";"61";"10";"61";"STEINBACH (TAUNUS), STADT ";
"1";"133";"06";"4";"34";"011";"51";"58";"20";"40";"USINGEN, STADT";
"1";"133";"06";"4";"34";"012";"41";"61";"18";"39";"WEHRHEIM";
"1";"133";"06";"4";"34";"013";"41";"70";"26";"24";"WEILROD ";
"1";"133";"06";"4";"36";"002";"51";"34";"13";"42";"EPPSTEIN, STADT ";
"1";"133";"06";"4";"36";"008";"61";"38";"13";"51";"KELKHEIM (TAUNUS), STADT";
"1";"133";"06";"5";"33";"001";"31";"36";"23";"25";"BESELICH";
"1";"133";"06";"5";"33";"010";"31";"77";"16";"30";"LOEHNBERG ";
"1";"133";"06";"5";"33";"011";"31";"07";"14";"28";"MENGERSKIRCHEN";
"1";"133";"06";"5";"33";"012";"21";"82";"24";"26";"MERENBERG ";
"1";"133";"06";"5";"33";"013";"41";"53";"20";"32";"RUNKEL, STADT ";
"1";"133";"06";"5";"33";"015";"41";"47";"21";"30";"VILLMAR ";
"1";"133";"06";"5";"33";"017";"51";"74";"18";"38";"WEILBURG, STADT ";
"1";"133";"06";"5";"33";"018";"41";"76";"18";"29";"WEILMUENSTER";
"1";"133";"06";"5";"33";"019";"31";"82";"20";"27";"WEINBACH";
"1";"134";"06";"4";"40";"001";"41";"73";"20";"31";"ALTENSTADT";
"1";"134";"06";"4";"40";"002";"61";"61";"17";"47";"BAD NAUHEIM, STADT";
"1";"134";"06";"4";"40";"003";"61";"61";"12";"51";"BAD VILBEL, STADT ";
"1";"134";"06";"4";"40";"004";"51";"81";"22";"32";"BUEDINGEN, STADT";
"1";"134";"06";"4";"40";"005";"61";"72";"18";"36";"BUTZBACH, STADT ";
"1";"134";"06";"4";"40";"006";"41";"79";"28";"28";"ECHZELL ";
"1";"134";"06";"4";"40";"007";"41";"82";"19";"29";"FLORSTADT ";
"1";"134";"06";"4";"40";"008";"61";"63";"14";"49";"FRIEDBERG (HESSEN), KREISSTADT";
"1";"134";"06";"4";"40";"009";"41";"85";"30";"20";"GEDERN, STADT ";
"1";"134";"06";"4";"40";"010";"21";"77";"16";"33";"GLAUBURG";
"1";"134";"06";"4";"40";"011";"21";"71";"15";"22";"HIRZENHAIN";
"1";"134";"06";"4";"40";"012";"51";"65";"16";"43";"KARBEN, STADT ";
"1";"134";"06";"4";"40";"013";"21";"89";"42";"12";"KEFENROD";
"1";"134";"06";"4";"40";"014";"31";"81";"19";"30";"LIMESHAIN ";
"1";"134";"06";"4";"40";"015";"31";"81";"25";"26";"MUENZENBERG, STADT";
"1";"134";"06";"4";"40";"016";"51";"82";"25";"27";"NIDDA, STADT";
"1";"134";"06";"4";"40";"017";"41";"59";"16";"34";"NIDDATAL, STADT ";
"1";"134";"06";"4";"40";"018";"41";"30";"19";"38";"OBER-MOERLEN";
"1";"134";"06";"4";"40";"019";"41";"84";"22";"27";"ORTENBERG, STADT";
"1";"134";"06";"4";"40";"020";"31";"81";"23";"24";"RANSTADT";
"1";"134";"06";"4";"40";"021";"41";"64";"23";"31";"REICHELSHEIM (WETTERAU), STADT";
"1";"134";"06";"4";"40";"022";"31";"17";"21";"33";"ROCKENBERG";
"1";"134";"06";"4";"40";"023";"41";"74";"17";"40";"ROSBACH V. D. HOEHE, STADT";
"1";"134";"06";"4";"40";"024";"41";"79";"23";"28";"WOELFERSHEIM";
"1";"134";"06";"4";"40";"025";"31";"50";"14";"37";"WOELLSTADT";
"1";"135";"06";"4";"39";"001";"41";"65";"16";"32";"AARBERGEN ";
"1";"135";"06";"4";"39";"002";"41";"58";"17";"46";"BAD SCHWALBACH, KREISSTADT";
"1";"135";"06";"4";"39";"003";"51";"24";"15";"43";"ELTVILLE AM RHEIN, STADT";
"1";"135";"06";"4";"39";"004";"51";"22";"12";"41";"GEISENHEIM, STADT ";
"1";"135";"06";"4";"39";"005";"41";"71";"24";"29";"HEIDENROD ";
"1";"135";"06";"4";"39";"006";"41";"75";"24";"27";"HOHENSTEIN";
"1";"135";"06";"4";"39";"007";"41";"80";"29";"29";"HUENSTETTEN ";
"1";"135";"06";"4";"39";"008";"51";"64";"18";"40";"IDSTEIN, STADT";
"1";"135";"06";"4";"39";"009";"31";"15";"14";"40";"KIEDRICH";
"1";"135";"06";"4";"39";"010";"31";"15";"18";"42";"LORCH, STADT";
"1";"135";"06";"4";"39";"011";"51";"46";"14";"49";"NIEDERNHAUSEN ";
"1";"135";"06";"4";"39";"012";"51";"15";"19";"34";"OESTRICH-WINKEL, STADT";
"1";"135";"06";"4";"39";"013";"51";"19";"18";"38";"RUEDESHEIM AM RHEIN, STADT";
"1";"135";"06";"4";"39";"014";"41";"53";"20";"39";"SCHLANGENBAD";
"1";"135";"06";"4";"39";"015";"61";"60";"15";"48";"TAUNUSSTEIN, STADT";
"1";"135";"06";"4";"39";"016";"31";"79";"22";"29";"WALDEMS ";
"1";"135";"06";"4";"39";"017";"41";"31";"13";"46";"WALLUF";
"1";"135";"06";"5";"33";"002";"41";"09";"18";"34";"BRECHEN ";
"1";"135";"06";"5";"33";"003";"51";"17";"19";"35";"BAD CAMBERG, STADT ";
"1";"135";"06";"5";"33";"004";"41";"07";"20";"29";"DORNBURG";
"1";"135";"06";"5";"33";"005";"21";"11";"20";"25";"ELBTAL";
"1";"135";"06";"5";"33";"006";"41";"10";"15";"43";"ELZ ";
"1";"135";"06";"5";"33";"007";"51";"14";"19";"35";"HADAMAR, STADT";
"1";"135";"06";"5";"33";"008";"41";"82";"33";"22";"HUENFELDEN";
"1";"135";"06";"5";"33";"009";"61";"26";"15";"47";"LIMBURG A. D. LAHN, KREISSTADT";
"1";"135";"06";"5";"33";"014";"41";"24";"19";"31";"SELTERS (TAUNUS)";
"1";"135";"06";"5";"33";"016";"41";"07";"26";"22";"WALDBRUNN (WESTERWALD)";
"1";"136";"06";"4";"14";"000";"92";"57";"11";"55";"WIESBADEN, LANDESHAUPTSTADT ";
"1";"137";"06";"4";"35";"001";"41";"22";"22";"35";"BAD ORB, STADT";
"1";"137";"06";"4";"35";"003";"41";"28";"21";"26";"BIEBERGEMUEND ";
"1";"137";"06";"4";"35";"006";"51";"65";"17";"45";"BRUCHKOEBEL, STADT";
"1";"137";"06";"4";"35";"007";"51";"67";"11";"36";"ERLENSEE";
"1";"137";"06";"4";"35";"008";"21";"87";"35";"13";"FLOERSBACHTAL ";
"1";"137";"06";"4";"35";"009";"51";"09";"12";"28";"FREIGERICHT ";
"1";"137";"06";"4";"35";"010";"51";"61";"13";"43";"GELNHAUSEN, BARBAROSSASTADT ";
"1";"137";"06";"4";"35";"011";"41";"21";"09";"37";"GROSSKROTZENBURG";
"1";"137";"06";"4";"35";"012";"51";"80";"16";"31";"GRUENDAU";
"1";"137";"06";"4";"35";"013";"31";"86";"22";"29";"HAMMERSBACH ";
"1";"137";"06";"4";"35";"014";"71";"48";"09";"44";"HANAU, STADT";
"1";"137";"06";"4";"35";"015";"41";"72";"12";"33";"HASSELROTH";
"1";"137";"06";"4";"35";"016";"31";"09";"30";"14";"JOSSGRUND ";
"1";"137";"06";"4";"35";"017";"51";"74";"15";"35";"LANGENSELBOLD ";
"1";"137";"06";"4";"35";"018";"41";"76";"15";"36";"LINSENGERICHT ";
"1";"137";"06";"4";"35";"019";"61";"61";"10";"49";"MAINTAL, STADT";
"1";"137";"06";"4";"35";"020";"31";"77";"13";"34";"NEUBERG ";
"1";"137";"06";"4";"35";"021";"51";"69";"18";"35";"NIDDERAU, STADT ";
"1";"137";"06";"4";"35";"022";"31";"69";"17";"35";"NIEDERDORFELDEN ";
"1";"137";"06";"4";"35";"023";"51";"60";"10";"44";"RODENBACH ";
"1";"137";"06";"4";"35";"024";"21";"85";"23";"26";"RONNEBURG ";
"1";"137";"06";"4";"35";"026";"51";"70";"12";"46";"SCHOENECK ";
"1";"138";"06";"4";"12";"000";"93";"52";"09";"55";"FRANKFURT AM MAIN, STADT (TEIL) ";
"1";"138";"06";"4";"36";"001";"51";"49";"13";"55";"BAD SODEN AM TAUNUS, STADT";
"1";"138";"06";"4";"36";"003";"51";"53";"11";"49";"ESCHBORN, STADT ";
"1";"138";"06";"4";"36";"005";"61";"42";"07";"37";"HATTERSHEIM AM MAIN, STADT";
"1";"138";"06";"4";"36";"009";"41";"34";"10";"37";"KRIFTEL ";
"1";"138";"06";"4";"36";"010";"41";"55";"12";"50";"LIEDERBACH";
"1";"138";"06";"4";"36";"011";"51";"51";"08";"59";"SCHWALBACH AM TAUNUS, STADT ";
"1";"138";"06";"4";"36";"012";"41";"60";"11";"48";"SULZBACH (TAUNUS) ";
"1";"139";"06";"4";"12";"000";"93";"52";"09";"55";"FRANKFURT AM MAIN, STADT (TEIL) ";
"1";"140";"06";"4";"12";"000";"93";"52";"09";"55";"FRANKFURT AM MAIN, STADT (TEIL) ";
"1";"141";"06";"4";"33";"001";"41";"72";"13";"30";"BIEBESHEIM AM RHEIN ";
"1";"141";"06";"4";"33";"002";"51";"60";"08";"40";"BISCHOFSHEIM";
"1";"141";"06";"4";"33";"003";"51";"73";"17";"35";"BUETTELBORN ";
"1";"141";"06";"4";"33";"004";"41";"32";"17";"34";"GERNSHEIM, STADT";
"1";"141";"06";"4";"33";"005";"51";"51";"06";"38";"GINSHEIM-GUSTAVSBURG";
"1";"141";"06";"4";"33";"006";"61";"67";"13";"40";"GROSS-GERAU, STADT";
"1";"141";"06";"4";"33";"007";"51";"52";"06";"35";"KELSTERBACH, STADT";
"1";"141";"06";"4";"33";"008";"61";"58";"09";"48";"MOERFELDEN-WALLDORF, STADT";
"1";"141";"06";"4";"33";"009";"41";"58";"10";"37";"NAUHEIM ";
"1";"141";"06";"4";"33";"010";"51";"55";"05";"41";"RAUNHEIM, STADT ";
"1";"141";"06";"4";"33";"011";"51";"73";"17";"36";"RIEDSTADT ";
"1";"141";"06";"4";"33";"012";"71";"51";"06";"37";"RUESSELSHEIM, STADT ";
"1";"141";"06";"4";"33";"013";"31";"72";"12";"36";"STOCKSTADT AM RHEIN ";
"1";"141";"06";"4";"33";"014";"51";"61";"17";"31";"TREBUR";
"1";"141";"06";"4";"36";"004";"51";"24";"11";"37";"FLOERSHEIM AM MAIN, STADT ";
"1";"141";"06";"4";"36";"006";"51";"36";"12";"39";"HOCHHEIM AM MAIN, STADT ";
"1";"141";"06";"4";"36";"007";"61";"51";"14";"50";"HOFHEIM AM TAUNUS, STADT";
"1";"142";"06";"4";"13";"000";"81";"47";"09";"46";"OFFENBACH AM MAIN, STADT";
"1";"142";"06";"4";"38";"002";"61";"62";"12";"49";"DREIEICH, STADT ";
"1";"142";"06";"4";"38";"003";"41";"62";"09";"43";"EGELSBACH ";
"1";"142";"06";"4";"38";"005";"51";"41";"12";"48";"HEUSENSTAMM, STADT";
"1";"142";"06";"4";"38";"006";"61";"57";"09";"52";"LANGEN, STADT ";
"1";"142";"06";"4";"38";"008";"61";"33";"10";"41";"MUEHLHEIM AM MAIN, STADT";
"1";"142";"06";"4";"38";"009";"61";"57";"12";"58";"NEU-ISENBURG, STADT ";
"1";"142";"06";"4";"38";"010";"61";"30";"09";"37";"OBERTSHAUSEN, STADT ";
"1";"143";"06";"4";"11";"000";"81";"66";"09";"57";"DARMSTADT, STADT";
"1";"143";"06";"4";"32";"001";"41";"79";"14";"39";"ALSBACH-HAEHNLEIN ";
"1";"143";"06";"4";"32";"003";"31";"73";"14";"45";"BICKENBACH";
"1";"143";"06";"4";"32";"006";"41";"68";"10";"39";"ERZHAUSEN ";
"1";"143";"06";"4";"32";"008";"61";"60";"11";"36";"GRIESHEIM, STADT";
"1";"143";"06";"4";"32";"012";"31";"70";"12";"35";"MESSEL";
"1";"143";"06";"4";"32";"013";"31";"81";"22";"23";"MODAUTAL";
"1";"143";"06";"4";"32";"014";"51";"75";"15";"47";"MUEHLTAL";
"1";"143";"06";"4";"32";"016";"51";"77";"12";"36";"OBER-RAMSTADT, STADT";
"1";"143";"06";"4";"32";"018";"61";"67";"12";"35";"PFUNGSTADT, STADT ";
"1";"143";"06";"4";"32";"020";"51";"71";"11";"42";"ROSSDORF";
"1";"143";"06";"4";"32";"022";"51";"76";"16";"48";"SEEHEIM-JUGENHEIM ";
"1";"143";"06";"4";"32";"023";"51";"65";"09";"37";"WEITERSTADT ";
"1";"144";"06";"4";"32";"002";"51";"65";"14";"30";"BABENHAUSEN, STADT";
"1";"144";"06";"4";"32";"004";"51";"28";"13";"47";"DIEBURG, STADT";
"1";"144";"06";"4";"32";"005";"41";"22";"12";"33";"EPPERTSHAUSEN ";
"1";"144";"06";"4";"32";"007";"21";"87";"24";"26";"FISCHBACHTAL";
"1";"144";"06";"4";"32";"009";"31";"81";"21";"29";"GROSS-BIEBERAU, STADT ";
"1";"144";"06";"4";"32";"010";"51";"65";"15";"30";"GROSS-UMSTADT, STADT";
"1";"144";"06";"4";"32";"011";"51";"47";"10";"33";"GROSS-ZIMMERN ";
"1";"144";"06";"4";"32";"015";"51";"27";"10";"29";"MUENSTER";
"1";"144";"06";"4";"32";"017";"41";"67";"22";"26";"OTZBERG ";
"1";"144";"06";"4";"32";"019";"51";"77";"15";"34";"REINHEIM, STADT ";
"1";"144";"06";"4";"32";"021";"41";"54";"16";"17";"SCHAAFHEIM";
"1";"144";"06";"4";"37";"001";"41";"80";"21";"28";"BAD KOENIG, STADT ";
"1";"144";"06";"4";"37";"002";"41";"81";"26";"22";"BEERFELDEN, STADT ";
"1";"144";"06";"4";"37";"003";"31";"85";"25";"21";"BRENSBACH ";
"1";"144";"06";"4";"37";"004";"41";"60";"09";"22";"BREUBERG, STADT ";
"1";"144";"06";"4";"37";"005";"31";"83";"29";"20";"BROMBACHTAL ";
"1";"144";"06";"4";"37";"006";"51";"72";"15";"34";"ERBACH, KREISSTADT";
"1";"144";"06";"4";"37";"007";"21";"83";"25";"26";"FRAENKISCH-CRUMBACH ";
"1";"144";"06";"4";"37";"008";"04";"51";"20";"18";"HESSENECK ";
"1";"144";"06";"4";"37";"009";"41";"73";"14";"29";"HOECHST I. ODW. ";
"1";"144";"06";"4";"37";"010";"41";"58";"14";"16";"LUETZELBACH ";
"1";"144";"06";"4";"37";"011";"51";"72";"17";"29";"MICHELSTADT, STADT";
"1";"144";"06";"4";"37";"012";"21";"87";"32";"16";"MOSSAUTAL ";
"1";"144";"06";"4";"37";"013";"41";"82";"29";"18";"REICHELSHEIM (ODENWALD) ";
"1";"144";"06";"4";"37";"014";"21";"90";"25";"14";"ROTHENBERG";
"1";"144";"06";"4";"37";"015";"11";"93";"33";"13";"SENSBACHTAL ";
"1";"144";"06";"4";"38";"001";"61";"61";"12";"46";"DIETZENBACH, STADT";
"1";"144";"06";"4";"38";"004";"51";"16";"10";"30";"HAINBURG";
"1";"144";"06";"4";"38";"007";"41";"17";"09";"29";"MAINHAUSEN";
"1";"144";"06";"4";"38";"011";"61";"37";"12";"36";"RODGAU, STADT ";
"1";"144";"06";"4";"38";"012";"61";"26";"12";"37";"ROEDERMARK, STADT ";
"1";"144";"06";"4";"38";"013";"51";"21";"11";"35";"SELIGENSTADT, STADT ";
"1";"145";"06";"4";"31";"001";"21";"12";"21";"24";"ABTSTEINACH ";
"1";"145";"06";"4";"31";"002";"61";"47";"13";"42";"BENSHEIM, STADT ";
"1";"145";"06";"4";"31";"003";"41";"25";"18";"29";"BIBLIS";
"1";"145";"06";"4";"31";"004";"51";"53";"15";"34";"BIRKENAU";
"1";"145";"06";"4";"31";"005";"51";"18";"13";"31";"BUERSTADT, STADT";
"1";"145";"06";"4";"31";"006";"31";"31";"15";"25";"EINHAUSEN ";
"1";"145";"06";"4";"31";"007";"41";"34";"19";"27";"FUERTH";
"1";"145";"06";"4";"31";"008";"31";"16";"12";"29";"GORXHEIMERTAL ";
"1";"145";"06";"4";"31";"009";"21";"62";"26";"21";"GRASELLENBACH ";
"1";"145";"06";"4";"31";"010";"31";"76";"20";"27";"GROSS-ROHRHEIM";
"1";"145";"06";"4";"31";"011";"61";"26";"14";"41";"HEPPENHEIM (BERGSTRASSE), KREISSTADT";
"1";"145";"06";"4";"31";"012";"31";"32";"17";"34";"HIRSCHHORN (NECKAR), STADT";
"1";"145";"06";"4";"31";"013";"61";"55";"12";"35";"LAMPERTHEIM, STADT";
"1";"145";"06";"4";"31";"014";"41";"81";"20";"27";"LAUTERTAL (ODENWALD)";
"1";"145";"06";"4";"31";"015";"31";"71";"28";"31";"LINDENFELS, STADT ";
"1";"145";"06";"4";"31";"016";"51";"17";"12";"32";"LORSCH, STADT ";
"1";"145";"06";"4";"31";"017";"41";"33";"17";"31";"MOERLENBACH ";
"1";"145";"06";"4";"31";"018";"31";"64";"19";"34";"NECKARSTEINACH, STADT ";
"1";"145";"06";"4";"31";"019";"41";"76";"20";"29";"RIMBACH ";
"1";"145";"06";"4";"31";"020";"61";"25";"10";"41";"VIERNHEIM, STADT";
"1";"145";"06";"4";"31";"021";"51";"47";"20";"28";"WALD-MICHELBACH ";
"1";"145";"06";"4";"31";"022";"41";"75";"15";"39";"ZWINGENBERG, STADT";
"1";"146";"07";"1";"32";"001";"03";"85";"15";"40";"ALMERSBACH";
"1";"146";"07";"1";"32";"002";"11";"17";"10";"42";"ALSDORF ";
"1";"146";"07";"1";"32";"004";"01";"88";"53";"11";"BACHENBERG";
"1";"146";"07";"1";"32";"005";"02";"78";"26";"27";"BERZHAUSEN";
"1";"146";"07";"1";"32";"006";"51";"31";"12";"46";"BETZDORF, STADT ";
"1";"146";"07";"1";"32";"007";"03";"88";"31";"23";"BIRKENBEUL";
"1";"146";"07";"1";"32";"008";"21";"07";"17";"26";"BIRKEN-HONIGSESSEN";
"1";"146";"07";"1";"32";"009";"04";"82";"39";"23";"BIRNBACH";
"1";"146";"07";"1";"32";"010";"04";"90";"12";"27";"BITZEN";
"1";"146";"07";"1";"32";"011";"04";"08";"25";"27";"BLICKHAUSERHOEHE";
"1";"146";"07";"1";"32";"012";"21";"07";"08";"28";"BRACHBACH ";
"1";"146";"07";"1";"32";"013";"04";"85";"11";"35";"BREITSCHEIDT";
"1";"146";"07";"1";"32";"014";"04";"83";"21";"22";"BRUCHERTSEIFEN";
"1";"146";"07";"1";"32";"015";"03";"17";"26";"18";"BUERDENBACH ";
"1";"146";"07";"1";"32";"016";"03";"09";"28";"23";"BURGLAHR";
"1";"146";"07";"1";"32";"017";"03";"75";"33";"26";"BUSENHAUSEN ";
"1";"146";"07";"1";"32";"018";"31";"92";"10";"30";"DAADEN";
"1";"146";"07";"1";"32";"019";"04";"95";"11";"14";"DERSCHEN";
"1";"146";"07";"1";"32";"020";"03";"55";"10";"25";"DICKENDORF";
"1";"146";"07";"1";"32";"022";"03";"88";"21";"33";"EICHELHARDT ";
"1";"146";"07";"1";"32";"023";"03";"84";"26";"23";"EICHEN";
"1";"146";"07";"1";"32";"024";"03";"20";"17";"34";"ELBEN ";
"1";"146";"07";"1";"32";"025";"11";"19";"26";"25";"ELKENROTH ";
"1";"146";"07";"1";"32";"026";"04";"90";"09";"23";"EMMERZHAUSEN";
"1";"146";"07";"1";"32";"027";"01";"92";"50";"25";"ERSFELD ";
"1";"146";"07";"1";"32";"028";"04";"75";"11";"23";"ETZBACH ";
"1";"146";"07";"1";"32";"029";"01";"00";"32";"22";"EULENBERG ";
"1";"146";"07";"1";"32";"030";"03";"10";"07";"20";"FENSDORF";
"1";"146";"07";"1";"32";"031";"02";"76";"44";"33";"FIERSBACH ";
"1";"146";"07";"1";"32";"032";"04";"78";"34";"30";"FLAMMERSFELD";
"1";"146";"07";"1";"32";"033";"04";"90";"22";"36";"FLUTERSCHEN ";
"1";"146";"07";"1";"32";"034";"04";"81";"20";"20";"FORST ";
"1";"146";"07";"1";"32";"035";"02";"85";"30";"11";"FORSTMEHREN ";
"1";"146";"07";"1";"32";"036";"11";"91";"12";"31";"FRIEDEWALD";
"1";"146";"07";"1";"32";"037";"11";"12";"32";"27";"FRIESENHAGEN";
"1";"146";"07";"1";"32";"038";"11";"80";"12";"29";"FUERTHEN";
"1";"146";"07";"1";"32";"039";"11";"20";"16";"35";"GEBHARDSHAIN";
"1";"146";"07";"1";"32";"040";"04";"92";"37";"32";"GIELEROTH ";
"1";"146";"07";"1";"32";"041";"01";"93";"42";"28";"GIERSHAUSEN ";
"1";"146";"07";"1";"32";"042";"04";"12";"07";"34";"GRUENEBACH";
"1";"146";"07";"1";"32";"043";"04";"06";"11";"26";"GUELLESHEIM ";
"1";"146";"07";"1";"32";"044";"21";"67";"16";"34";"HAMM (SIEG) ";
"1";"146";"07";"1";"32";"045";"04";"13";"08";"24";"HARBACH ";
"1";"146";"07";"1";"32";"046";"03";"87";"43";"21";"HASSELBACH";
"1";"146";"07";"1";"32";"047";"04";"90";"31";"36";"HELMENZEN ";
"1";"146";"07";"1";"32";"048";"03";"90";"24";"22";"HELMEROTH ";
"1";"146";"07";"1";"32";"049";"02";"85";"43";"09";"HEMMELZEN ";
"1";"146";"07";"1";"32";"050";"41";"19";"09";"28";"HERDORF, STADT";
"1";"146";"07";"1";"32";"051";"03";"60";"31";"12";"HEUPELZEN ";
"1";"146";"07";"1";"32";"052";"03";"98";"33";"18";"HILGENROTH";
"1";"146";"07";"1";"32";"053";"03";"95";"47";"12";"HIRZ-MAULSBACH";
"1";"146";"07";"1";"32";"054";"04";"36";"20";"27";"HOEVELS ";
