(c) Der Bundeswahlleiter (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2018

Ergebnisse der Wahlbezirksstatistik zur Bundestagswahl 1983 (Leitband)

"Satzart";"Wahlkreis";"Land";"Regierungsbezirk";"Kreis";"Gemeinde";"Gemeindegröße";"evangelische Bevölkerung";"Anteil Selbstständige und Mithelfende";"Anteil Beamte und Angestellte";"Name";"Bemerkungen"
"1";"001";"01";"0";"01";"000";"71";"85";"09";"55";"FLENSBURG, STADT ";
"1";"001";"01";"0";"59";"001";"03";"98";"67";"17";"ALT BENNEBEK";
"1";"001";"01";"0";"59";"002";"04";"96";"29";"32";"ARNIS, STADT";
"1";"001";"01";"0";"59";"005";"04";"97";"44";"17";"BERGENHUSEN ";
"1";"001";"01";"0";"59";"006";"04";"97";"40";"15";"BOEEL ";
"1";"001";"01";"0";"59";"008";"11";"91";"24";"31";"BOEKLUND";
"1";"001";"01";"0";"59";"009";"04";"98";"59";"13";"BOERM ";
"1";"001";"01";"0";"59";"010";"11";"97";"47";"19";"BOLLINGSTEDT";
"1";"001";"01";"0";"59";"011";"04";"93";"30";"28";"BOREN ";
"1";"001";"01";"0";"59";"012";"04";"95";"33";"25";"BORGWEDEL ";
"1";"001";"01";"0";"59";"014";"03";"99";"28";"24";"BREBEL";
"1";"001";"01";"0";"59";"016";"04";"95";"63";"24";"BRODERSBY ";
"1";"001";"01";"0";"59";"018";"11";"94";"12";"44";"BUSDORF ";
"1";"001";"01";"0";"59";"019";"11";"95";"38";"24";"DANNEWERK ";
"1";"001";"01";"0";"59";"020";"04";"99";"51";"17";"DOERPSTEDT";
"1";"001";"01";"0";"59";"021";"03";"98";"29";"21";"DOLLROTTFELD";
"1";"001";"01";"0";"59";"022";"03";"99";"39";"12";"EKENIS";
"1";"001";"01";"0";"59";"023";"04";"99";"55";"19";"ELLINGSTEDT ";
"1";"001";"01";"0";"59";"024";"11";"98";"46";"20";"ERFDE ";
"1";"001";"01";"0";"59";"026";"21";"99";"23";"49";"FAHRDORF";
"1";"001";"01";"0";"59";"032";"03";"94";"52";"17";"GELTORF ";
"1";"001";"01";"0";"59";"033";"02";"98";"32";"35";"GOLTOFT ";
"1";"001";"01";"0";"59";"034";"03";"97";"38";"13";"GROEDERSBY";
"1";"001";"01";"0";"59";"035";"04";"96";"48";"18";"GROSS RHEIDE";
"1";"001";"01";"0";"59";"037";"04";"98";"41";"21";"HAVETOFT";
"1";"001";"01";"0";"59";"038";"04";"97";"39";"21";"HAVETOFTLOIT";
"1";"001";"01";"0";"59";"039";"04";"97";"47";"19";"HOLLINGSTEDT";
"1";"001";"01";"0";"59";"041";"04";"99";"40";"19";"HUESBY";
"1";"001";"01";"0";"59";"042";"04";"94";"20";"36";"IDSTEDT ";
"1";"001";"01";"0";"59";"043";"04";"91";"23";"39";"JAGEL ";
"1";"001";"01";"0";"59";"044";"11";"94";"28";"32";"JUEBEK";
"1";"001";"01";"0";"59";"045";"51";"89";"15";"46";"KAPPELN, STADT";
"1";"001";"01";"0";"59";"047";"02";"96";"39";"15";"KIESBY";
"1";"001";"01";"0";"59";"049";"03";"96";"44";"12";"KLAPPHOLZ ";
"1";"001";"01";"0";"59";"050";"04";"94";"54";"16";"KLEIN BENNEBEK";
"1";"001";"01";"0";"59";"051";"03";"98";"54";"12";"KLEIN RHEIDE";
"1";"001";"01";"0";"59";"053";"41";"87";"15";"58";"KROPP ";
"1";"001";"01";"0";"59";"055";"03";"98";"36";"24";"LOIT";
"1";"001";"01";"0";"59";"056";"02";"97";"28";"24";"LOTTORF ";
"1";"001";"01";"0";"59";"057";"04";"95";"29";"35";"LUERSCHAU ";
"1";"001";"01";"0";"59";"058";"04";"96";"55";"15";"MEGGERDORF";
"1";"001";"01";"0";"59";"060";"04";"97";"34";"20";"MOHRKIRCH ";
"1";"001";"01";"0";"59";"062";"04";"91";"18";"37";"NEUBEREND ";
"1";"001";"01";"0";"59";"063";"03";"98";"22";"24";"NORDERBRARUP";
"1";"001";"01";"0";"59";"064";"04";"97";"43";"15";"NORDERSTAPEL";
"1";"001";"01";"0";"59";"065";"02";"94";"46";"24";"NOTTFELD";
"1";"001";"01";"0";"59";"067";"03";"95";"42";"21";"OERSBERG";
"1";"001";"01";"0";"59";"068";"04";"96";"26";"25";"RABENKIRCHEN-FAULUECK ";
"1";"001";"01";"0";"59";"069";"03";"96";"33";"25";"RUEDE ";
"1";"001";"01";"0";"59";"070";"03";"97";"29";"14";"RUEGGE";
"1";"001";"01";"0";"59";"071";"21";"94";"19";"29";"SATRUP";
"1";"001";"01";"0";"59";"072";"03";"99";"46";"11";"SAUSTRUP";
"1";"001";"01";"0";"59";"073";"11";"93";"28";"27";"SCHAALBY";
"1";"001";"01";"0";"59";"074";"03";"94";"33";"23";"SCHEGGEROTT ";
"1";"001";"01";"0";"59";"075";"61";"89";"11";"61";"SCHLESWIG, STADT";
"1";"001";"01";"0";"59";"076";"04";"98";"36";"16";"SCHNARUP-THUMBY ";
"1";"001";"01";"0";"59";"077";"21";"94";"25";"31";"SCHUBY";
"1";"001";"01";"0";"59";"078";"04";"90";"29";"35";"SELK";
"1";"001";"01";"0";"59";"079";"11";"97";"49";"15";"SILBERSTEDT ";
"1";"001";"01";"0";"59";"080";"04";"97";"35";"21";"STEINFELD ";
"1";"001";"01";"0";"59";"081";"04";"97";"40";"20";"STOLK ";
"1";"001";"01";"0";"59";"082";"04";"95";"39";"21";"STRUXDORF ";
"1";"001";"01";"0";"59";"083";"31";"91";"19";"48";"SUEDERBRARUP";
"1";"001";"01";"0";"59";"084";"03";"94";"38";"14";"SUEDERFAHRENSTEDT ";
"1";"001";"01";"0";"59";"085";"11";"96";"34";"30";"SUEDERSTAPEL";
"1";"001";"01";"0";"59";"086";"04";"97";"37";"21";"TAARSTEDT ";
"1";"001";"01";"0";"59";"087";"04";"96";"42";"21";"TETENHUSEN";
"1";"001";"01";"0";"59";"088";"03";"99";"47";"18";"TIELEN";
"1";"001";"01";"0";"59";"090";"04";"96";"32";"25";"TOLK";
"1";"001";"01";"0";"59";"092";"11";"98";"41";"21";"TREIA ";
"1";"001";"01";"0";"59";"093";"03";"96";"35";"17";"UELSBY";
"1";"001";"01";"0";"59";"094";"04";"97";"26";"28";"ULSNIS";
"1";"001";"01";"0";"59";"095";"03";"98";"37";"16";"WAGERSROTT";
"1";"001";"01";"0";"59";"096";"04";"98";"55";"11";"WOHLDE";
"1";"001";"01";"0";"59";"097";"03";"93";"40";"21";"TWEDT ";
"1";"001";"01";"0";"59";"098";"11";"94";"27";"29";"NUEBEL";
"1";"001";"01";"0";"59";"101";"03";"91";"19";"33";"TASTRUP ";
"1";"001";"01";"0";"59";"102";"03";"95";"33";"26";"AHNEBY";
"1";"001";"01";"0";"59";"103";"04";"98";"37";"23";"AUSACKER";
"1";"001";"01";"0";"59";"105";"02";"93";"78";"07";"BOEXLUND";
"1";"001";"01";"0";"59";"106";"04";"93";"36";"22";"DOLLERUP";
"1";"001";"01";"0";"59";"107";"11";"92";"21";"39";"EGGEBEK ";
"1";"001";"01";"0";"59";"109";"04";"96";"35";"24";"ESGRUS";
"1";"001";"01";"0";"59";"112";"11";"90";"35";"27";"GELTING ";
"1";"001";"01";"0";"59";"113";"41";"84";"16";"61";"GLUECKSBURG (OSTSEE), STADT ";
"1";"001";"01";"0";"59";"115";"21";"94";"36";"27";"GROSSENWIEHE";
"1";"001";"01";"0";"59";"116";"11";"96";"34";"24";"GROSSSOLT ";
"1";"001";"01";"0";"59";"118";"04";"91";"28";"24";"GRUNDHOF";
"1";"001";"01";"0";"59";"119";"31";"92";"31";"31";"HANDEWITT ";
"1";"001";"01";"0";"59";"120";"41";"86";"13";"32";"HARRISLEE ";
"1";"001";"01";"0";"59";"121";"04";"96";"37";"21";"HASSELBERG";
"1";"001";"01";"0";"59";"123";"04";"98";"51";"17";"HOERUP";
"1";"001";"01";"0";"59";"124";"02";"94";"58";"17";"HOLT";
"1";"001";"01";"0";"59";"126";"11";"94";"31";"29";"HUERUP";
"1";"001";"01";"0";"59";"127";"11";"95";"29";"30";"HUSBY ";
"1";"001";"01";"0";"59";"128";"03";"94";"48";"14";"JANNEBY ";
"1";"001";"01";"0";"59";"129";"03";"96";"63";"09";"JARDELUND ";
"1";"001";"01";"0";"59";"131";"04";"96";"44";"19";"JERRISHOE ";
"1";"001";"01";"0";"59";"132";"04";"84";"40";"12";"JOERL ";
"1";"001";"01";"0";"59";"136";"03";"96";"21";"16";"KRONSGAARD";
"1";"001";"01";"0";"59";"137";"04";"94";"31";"36";"LANGBALLIG";
"1";"001";"01";"0";"59";"138";"04";"96";"23";"25";"LANGSTEDT ";
"1";"001";"01";"0";"59";"141";"04";"91";"30";"40";"MAASBUELL ";
"1";"001";"01";"0";"59";"142";"04";"93";"34";"23";"MAASHOLM";
"1";"001";"01";"0";"59";"143";"04";"96";"36";"33";"MEDELBY ";
"1";"001";"01";"0";"59";"144";"04";"81";"35";"12";"MEYN";
"1";"001";"01";"0";"59";"145";"04";"93";"24";"34";"MUNKBRARUP";
"1";"001";"01";"0";"59";"147";"03";"86";"33";"41";"NIEBY ";
"1";"001";"01";"0";"59";"148";"04";"96";"33";"24";"NIESGRAU";
"1";"001";"01";"0";"59";"149";"03";"99";"46";"16";"NORDHACKSTEDT ";
"1";"001";"01";"0";"59";"150";"11";"96";"22";"32";"OEVERSEE";
"1";"001";"01";"0";"59";"151";"03";"98";"59";"13";"OSTERBY ";
"1";"001";"01";"0";"59";"152";"03";"87";"41";"19";"POMMERBY";
"1";"001";"01";"0";"59";"153";"11";"95";"35";"27";"QUERN ";
"1";"001";"01";"0";"59";"154";"04";"97";"14";"21";"RABEL ";
"1";"001";"01";"0";"59";"155";"03";"96";"31";"23";"RABENHOLZ ";
"1";"001";"01";"0";"59";"157";"03";"85";"58";"23";"RINGSBERG ";
"1";"001";"01";"0";"59";"158";"11";"94";"35";"30";"SCHAFFLUND";
"1";"001";"01";"0";"59";"159";"11";"97";"35";"26";"SIEVERSTEDT ";
"1";"001";"01";"0";"59";"161";"31";"95";"26";"27";"SOERUP";
"1";"001";"01";"0";"59";"162";"03";"96";"45";"12";"SOLLERUP";
"1";"001";"01";"0";"59";"163";"03";"95";"30";"21";"STANGHECK ";
"1";"001";"01";"0";"59";"164";"11";"97";"35";"23";"STEINBERG ";
"1";"001";"01";"0";"59";"165";"11";"94";"30";"22";"STEINBERGKIRCHE ";
"1";"001";"01";"0";"59";"167";"11";"97";"31";"28";"STERUP";
"1";"001";"01";"0";"59";"168";"04";"96";"46";"15";"STOLTEBUELL ";
"1";"001";"01";"0";"59";"169";"03";"98";"54";"13";"SUEDERHACKSTEDT ";
"1";"001";"01";"0";"59";"171";"41";"83";"10";"74";"TARP";
"1";"001";"01";"0";"59";"173";"04";"93";"28";"36";"WALLSBUELL";
"1";"001";"01";"0";"59";"174";"11";"94";"37";"29";"WANDERUP";
"1";"001";"01";"0";"59";"176";"11";"91";"26";"41";"WEES";
"1";"001";"01";"0";"59";"177";"03";"97";"70";"13";"WEESBY";
"1";"001";"01";"0";"59";"178";"04";"91";"38";"29";"WESTERHOLZ";
"1";"001";"01";"0";"59";"179";"11";"97";"47";"21";"LINDEWITT ";
"1";"001";"01";"0";"59";"180";"31";"91";"15";"38";"JARPLUND-WEDING ";
"1";"001";"01";"0";"59";"181";"11";"95";"37";"27";"SANKELMARK";
"1";"001";"01";"0";"59";"182";"11";"93";"25";"33";"FREIENWILL";
"1";"001";"01";"0";"59";"999";"00";"00";"00";"00";;"Ü"
"1";"002";"01";"0";"51";"005";"02";"95";"44";"18";"BARKENHOLM";
"1";"002";"01";"0";"51";"008";"01";"98";"67";"04";"BERGEWOEHRDEN ";
"1";"002";"01";"0";"51";"013";"41";"89";"28";"36";"BUESUM";
"1";"002";"01";"0";"51";"014";"03";"90";"29";"26";"BUESUMER DEICHHAUSEN";
"1";"002";"01";"0";"51";"019";"04";"96";"49";"10";"DELLSTEDT ";
"1";"002";"01";"0";"51";"020";"04";"97";"41";"22";"DELVE ";
"1";"002";"01";"0";"51";"023";"04";"97";"31";"24";"DOERPLING ";
"1";"002";"01";"0";"51";"030";"03";"99";"53";"12";"FEDDERINGEN ";
"1";"002";"01";"0";"51";"033";"01";"98";"45";"10";"FRIEDRICHSGABEKOOG";
"1";"002";"01";"0";"51";"035";"02";"95";"48";"13";"GAUSHORN";
"1";"002";"01";"0";"51";"036";"02";"96";"63";"15";"GLUESING";
"1";"002";"01";"0";"51";"038";"02";"97";"57";"08";"GROVEN";
"1";"002";"01";"0";"51";"040";"01";"89";"70";"22";"HAEGEN";
"1";"002";"01";"0";"51";"043";"03";"89";"30";"16";"HEDWIGENKOOG";
"1";"002";"01";"0";"51";"044";"61";"87";"14";"55";"HEIDE, STADT";
"1";"002";"01";"0";"51";"045";"02";"94";"41";"21";"HELLSCHEN-HERINGSAND-UNTERSCHAAR";
"1";"002";"01";"0";"51";"047";"04";"96";"29";"13";"HEMME ";
"1";"002";"01";"0";"51";"049";"11";"94";"31";"23";"HENNSTEDT ";
"1";"002";"01";"0";"51";"050";"02";"99";"40";"21";"HILLGROVEN";
"1";"002";"01";"0";"51";"052";"01";"99";"58";"10";"HOEVEDE ";
"1";"002";"01";"0";"51";"053";"03";"97";"40";"22";"HOLLINGSTEDT";
"1";"002";"01";"0";"51";"058";"02";"96";"30";"19";"KAROLINENKOOG ";
"1";"002";"01";"0";"51";"060";"03";"98";"43";"18";"KLEVE ";
"1";"002";"01";"0";"51";"061";"04";"94";"31";"16";"KREMPEL ";
"1";"002";"01";"0";"51";"065";"11";"97";"24";"16";"LEHE";
"1";"002";"01";"0";"51";"068";"04";"96";"45";"22";"LINDEN";
"1";"002";"01";"0";"51";"071";"11";"93";"25";"34";"LUNDEN";
"1";"002";"01";"0";"51";"075";"04";"95";"35";"20";"NEUENKIRCHEN";
"1";"002";"01";"0";"51";"079";"03";"96";"27";"40";"NORDDEICH ";
"1";"002";"01";"0";"51";"080";"01";"95";"64";"11";"NORDERHEISTEDT";
"1";"002";"01";"0";"51";"081";"03";"92";"47";"11";"NORDERWOEHRDEN";
"1";"002";"01";"0";"51";"084";"03";"98";"27";"19";"OESTERDEICHSTRICH ";
"1";"002";"01";"0";"51";"087";"04";"93";"23";"30";"OSTROHE ";
"1";"002";"01";"0";"51";"088";"04";"96";"29";"20";"PAHLEN";
"1";"002";"01";"0";"51";"092";"04";"96";"24";"13";"REHM-FLEHDE-BARGEN";
"1";"002";"01";"0";"51";"093";"03";"93";"39";"13";"REINSBUETTEL";
"1";"002";"01";"0";"51";"096";"03";"98";"50";"21";"SANKT ANNEN ";
"1";"002";"01";"0";"51";"100";"04";"98";"54";"17";"SCHALKHOLZ";
"1";"002";"01";"0";"51";"102";"03";"95";"57";"19";"SCHLICHTING ";
"1";"002";"01";"0";"51";"105";"04";"96";"37";"09";"SCHUELP ";
"1";"002";"01";"0";"51";"107";"03";"93";"43";"17";"STELLE-WITTENWURTH";
"1";"002";"01";"0";"51";"108";"02";"90";"57";"12";"STRUEBBEL ";
"1";"002";"01";"0";"51";"109";"03";"90";"29";"23";"SUEDERDEICH ";
"1";"002";"01";"0";"51";"111";"03";"88";"33";"25";"SUEDERHEISTEDT";
"1";"002";"01";"0";"51";"114";"21";"97";"37";"28";"TELLINGSTEDT";
"1";"002";"01";"0";"51";"117";"02";"99";"64";"06";"TIELENHEMME ";
"1";"002";"01";"0";"51";"120";"01";"98";"62";"15";"WALLEN";
"1";"002";"01";"0";"51";"121";"02";"93";"31";"28";"WARWERORT ";
"1";"002";"01";"0";"51";"122";"11";"93";"23";"30";"WEDDINGSTEDT";
"1";"002";"01";"0";"51";"125";"03";"96";"39";"39";"WELMBUETTEL ";
"1";"002";"01";"0";"51";"127";"31";"91";"23";"32";"WESSELBUREN, STADT";
"1";"002";"01";"0";"51";"128";"02";"85";"46";"14";"WESSELBURENER DEICHHAUSEN ";
"1";"002";"01";"0";"51";"129";"03";"86";"25";"13";"WESSELBURENERKOOG ";
"1";"002";"01";"0";"51";"130";"11";"92";"13";"43";"WESSELN ";
"1";"002";"01";"0";"51";"131";"02";"99";"54";"22";"WESTERBORSTEL ";
"1";"002";"01";"0";"51";"132";"04";"92";"27";"18";"WESTERDEICHSTRICH ";
"1";"002";"01";"0";"51";"133";"02";"99";"62";"16";"WIEMERSTEDT ";
"1";"002";"01";"0";"51";"136";"04";"98";"51";"20";"WROHM ";
"1";"002";"01";"0";"51";"139";"03";"99";"64";"09";"SUEDERDORF";
"1";"002";"01";"0";"51";"140";"03";"93";"45";"13";"OESTERWURTH ";
"1";"002";"01";"0";"51";"999";"00";"00";"00";"00";;"Ü"
"1";"002";"01";"0";"54";"001";"11";"93";"43";"19";"ACHTRUP ";
"1";"002";"01";"0";"54";"002";"03";"99";"57";"19";"AHRENSHOEFT ";
"1";"002";"01";"0";"54";"003";"03";"99";"43";"20";"AHRENVIOEL";
"1";"002";"01";"0";"54";"004";"03";"99";"54";"22";"AHRENVIOELFELD";
"1";"002";"01";"0";"54";"005";"03";"98";"46";"19";"ALKERSUM";
"1";"002";"01";"0";"54";"006";"03";"95";"32";"21";"ALMDORF ";
"1";"002";"01";"0";"54";"007";"03";"96";"40";"19";"ARLEWATT";
"1";"002";"01";"0";"54";"008";"01";"99";"90";"03";"AUGUSTENKOOG";
"1";"002";"01";"0";"54";"009";"04";"96";"38";"39";"AVENTOFT";
"1";"002";"01";"0";"54";"010";"04";"99";"38";"11";"BARGUM";
"1";"002";"01";"0";"54";"011";"03";"99";"56";"11";"BEHRENDORF";
"1";"002";"01";"0";"54";"012";"04";"97";"43";"20";"BOHMSTEDT ";
"1";"002";"01";"0";"54";"013";"02";"99";"86";"03";"BONDELUM";
"1";"002";"01";"0";"54";"014";"11";"99";"38";"16";"BORDELUM";
"1";"002";"01";"0";"54";"015";"03";"99";"66";"12";"BORGSUM ";
"1";"002";"01";"0";"54";"016";"02";"99";"21";"30";"BOSBUELL";
"1";"002";"01";"0";"54";"017";"04";"98";"26";"23";"BRADERUP";
"1";"002";"01";"0";"54";"018";"03";"92";"63";"13";"BRAMSTEDTLUND ";
"1";"002";"01";"0";"54";"019";"41";"95";"23";"41";"BREDSTEDT, STADT";
"1";"002";"01";"0";"54";"020";"11";"95";"20";"28";"BREKLUM ";
"1";"002";"01";"0";"54";"022";"11";"96";"41";"20";"DAGEBUELL ";
"1";"002";"01";"0";"54";"023";"03";"92";"43";"21";"DRAGE ";
"1";"002";"01";"0";"54";"024";"04";"99";"47";"17";"DRELSDORF ";
"1";"002";"01";"0";"54";"025";"01";"91";"65";"14";"DUNSUM";
"1";"002";"01";"0";"54";"026";"01";"99";"90";"05";"ELISABETH-SOPHIEN-KOOG";
"1";"002";"01";"0";"54";"027";"02";"99";"61";"18";"ELLHOEFT";
"1";"002";"01";"0";"54";"032";"01";"99";"70";"14";"FRESENDELF";
"1";"002";"01";"0";"54";"033";"21";"91";"21";"44";"FRIEDRICHSTADT, STADT ";
"1";"002";"01";"0";"54";"034";"03";"99";"76";"13";"FRIEDRICH-WILHELM-LUEBKE-KOOG ";
"1";"002";"01";"0";"54";"035";"03";"97";"49";"18";"GARDING, KIRCHSPIEL ";
"1";"002";"01";"0";"54";"036";"21";"95";"31";"36";"GARDING, STADT";
"1";"002";"01";"0";"54";"037";"03";"99";"57";"14";"GOLDEBEK";
"1";"002";"01";"0";"54";"038";"03";"96";"55";"14";"GOLDELUND ";
"1";"002";"01";"0";"54";"039";"01";"99";"40";"20";"GROEDE";
"1";"002";"01";"0";"54";"040";"01";"93";"25";"19";"GROTHUSENKOOG ";
"1";"002";"01";"0";"54";"041";"04";"99";"49";"12";"HASELUND";
"1";"002";"01";"0";"54";"042";"11";"94";"27";"29";"HATTSTEDT ";
"1";"002";"01";"0";"54";"043";"03";"92";"64";"15";"HATTSTEDTERMARSCH ";
"1";"002";"01";"0";"54";"045";"03";"99";"67";"10";"HOEGEL";
"1";"002";"01";"0";"54";"046";"11";"83";"15";"34";"HOERNUM (SYLT)";
"1";"002";"01";"0";"54";"048";"01";"92";"54";"07";"HOLM";
"1";"002";"01";"0";"54";"050";"02";"99";"69";"13";"HOOGE ";
"1";"002";"01";"0";"54";"052";"04";"99";"50";"17";"HORSTEDT";
"1";"002";"01";"0";"54";"054";"02";"97";"54";"25";"HUDE";
"1";"002";"01";"0";"54";"055";"04";"98";"41";"25";"HUMPTRUP";
"1";"002";"01";"0";"54";"056";"61";"90";"13";"58";"HUSUM, STADT";
"1";"002";"01";"0";"54";"057";"04";"98";"41";"13";"IMMENSTEDT";
"1";"002";"01";"0";"54";"059";"04";"99";"53";"15";"JOLDELUND ";
"1";"002";"01";"0";"54";"061";"11";"84";"35";"39";"KAMPEN (SYLT) ";
"1";"002";"01";"0";"54";"062";"03";"97";"53";"19";"KARLUM";
"1";"002";"01";"0";"54";"063";"02";"98";"33";"37";"KATHARINENHEERD ";
"1";"002";"01";"0";"54";"065";"04";"99";"35";"23";"KLANXBUELL";
"1";"002";"01";"0";"54";"068";"04";"96";"34";"24";"KLIXBUELL ";
"1";"002";"01";"0";"54";"070";"04";"95";"43";"25";"KOLDENBUETTEL ";
"1";"002";"01";"0";"54";"071";"01";"96";"42";"36";"KOLKERHEIDE ";
"1";"002";"01";"0";"54";"072";"02";"93";"24";"20";"KOTZENBUELL ";
"1";"002";"01";"0";"54";"073";"11";"96";"44";"19";"LADELUND";
"1";"002";"01";"0";"54";"074";"02";"99";"55";"14";"LANGENESS ";
"1";"002";"01";"0";"54";"075";"21";"98";"30";"23";"LANGENHORN";
"1";"002";"01";"0";"54";"076";"41";"89";"13";"50";"LECK";
"1";"002";"01";"0";"54";"077";"01";"99";"52";"12";"LEXGAARD";
"1";"002";"01";"0";"54";"078";"31";"80";"08";"62";"LIST";
"1";"002";"01";"0";"54";"079";"04";"99";"55";"13";"LOEWENSTEDT ";
"1";"002";"01";"0";"54";"080";"03";"92";"50";"16";"LUETJENHOLM ";
"1";"002";"01";"0";"54";"083";"03";"98";"54";"20";"MIDLUM";
"1";"002";"01";"0";"54";"084";"21";"96";"16";"36";"MILDSTEDT ";
"1";"002";"01";"0";"54";"085";"04";"91";"42";"31";"NEBEL ";
"1";"002";"01";"0";"54";"086";"11";"97";"36";"21";"NEUKIRCHEN";
"1";"002";"01";"0";"54";"087";"04";"92";"42";"27";"NIEBLUM ";
"1";"002";"01";"0";"54";"088";"41";"93";"22";"50";"NIEBUELL, STADT ";
"1";"002";"01";"0";"54";"089";"04";"92";"39";"24";"NORDDORF";
"1";"002";"01";"0";"54";"090";"01";"99";"68";"09";"NORDERFRIEDRICHSKOOG";
"1";"002";"01";"0";"54";"091";"21";"80";"33";"22";"NORDSTRAND";
"1";"002";"01";"0";"54";"092";"03";"98";"67";"10";"NORSTEDT";
"1";"002";"01";"0";"54";"093";"03";"99";"30";"22";"OCKHOLM ";
"1";"002";"01";"0";"54";"094";"03";"99";"41";"08";"OEVENUM ";
"1";"002";"01";"0";"54";"095";"11";"96";"43";"17";"OLDENSWORT";
"1";"002";"01";"0";"54";"096";"03";"97";"48";"19";"OLDERSBEK ";
"1";"002";"01";"0";"54";"097";"03";"97";"55";"22";"OLDERUP ";
"1";"002";"01";"0";"54";"098";"04";"97";"53";"19";"OLDSUM";
"1";"002";"01";"0";"54";"099";"11";"96";"34";"22";"OSTENFELD (HUSUM) ";
"1";"002";"01";"0";"54";"100";"03";"98";"52";"19";"OSTERHEVER";
"1";"002";"01";"0";"54";"101";"04";"97";"41";"24";"OSTER-OHRSTEDT";
"1";"002";"01";"0";"54";"103";"11";"97";"27";"16";"PELLWORM";
"1";"002";"01";"0";"54";"104";"03";"99";"62";"15";"POPPENBUELL ";
"1";"002";"01";"0";"54";"105";"03";"99";"42";"20";"RAMSTEDT";
"1";"002";"01";"0";"54";"106";"11";"97";"30";"23";"RANTRUM ";
"1";"002";"01";"0";"54";"107";"04";"85";"12";"33";"RANTUM (SYLT) ";
"1";"002";"01";"0";"54";"108";"03";"97";"44";"22";"REUSSENKOEGE";
"1";"002";"01";"0";"54";"109";"31";"96";"32";"25";"RISUM-LINDHOLM";
"1";"002";"01";"0";"54";"110";"03";"97";"45";"15";"RODENAES";
"1";"002";"01";"0";"54";"113";"41";"89";"27";"46";"SANKT PETER-ORDING";
"1";"002";"01";"0";"54";"115";"11";"91";"24";"50";"SCHOBUELL ";
"1";"002";"01";"0";"54";"116";"11";"94";"31";"33";"SCHWABSTEDT ";
"1";"002";"01";"0";"54";"118";"04";"94";"43";"29";"SCHWESING ";
"1";"002";"01";"0";"54";"119";"04";"95";"28";"45";"SEETH ";
"1";"002";"01";"0";"54";"120";"04";"97";"30";"23";"SIMONSBERG";
"1";"002";"01";"0";"54";"121";"02";"99";"68";"07";"SOENNEBUELL ";
"1";"002";"01";"0";"54";"123";"03";"98";"65";"06";"SOLLWITT";
"1";"002";"01";"0";"54";"124";"03";"98";"59";"14";"SPRAKEBUELL ";
"1";"002";"01";"0";"54";"125";"11";"90";"16";"68";"STADUM";
"1";"002";"01";"0";"54";"126";"04";"97";"36";"22";"STEDESAND ";
"1";"002";"01";"0";"54";"128";"04";"97";"30";"27";"STRUCKUM";
"1";"002";"01";"0";"54";"129";"02";"96";"43";"33";"SUEDERENDE";
"1";"002";"01";"0";"54";"130";"01";"99";"57";"08";"SUEDERHOEFT ";
"1";"002";"01";"0";"54";"131";"11";"98";"29";"26";"SUEDERLUEGUM";
"1";"002";"01";"0";"54";"132";"02";"99";"55";"19";"SUEDERMARSCH";
"1";"002";"01";"0";"54";"133";"41";"89";"19";"46";"SYLT-OST";
"1";"002";"01";"0";"54";"134";"04";"97";"48";"28";"TATING";
"1";"002";"01";"0";"54";"135";"04";"96";"39";"18";"TETENBUELL";
"1";"002";"01";"0";"54";"136";"03";"95";"51";"13";"TINNINGSTEDT";
"1";"002";"01";"0";"54";"138";"31";"92";"21";"38";"TOENNING, STADT ";
"1";"002";"01";"0";"54";"140";"02";"92";"51";"06";"TUEMLAUER KOOG";
"1";"002";"01";"0";"54";"141";"03";"95";"54";"15";"UELVESBUELL ";
"1";"002";"01";"0";"54";"142";"03";"97";"38";"22";"UPHUSUM ";
"1";"002";"01";"0";"54";"143";"04";"92";"38";"28";"UTERSUM ";
"1";"002";"01";"0";"54";"144";"11";"93";"41";"29";"VIOEL ";
"1";"002";"01";"0";"54";"145";"03";"88";"35";"34";"VOLLERWIEK";
"1";"002";"01";"0";"54";"146";"02";"99";"64";"09";"VOLLSTEDT ";
"1";"002";"01";"0";"54";"148";"03";"99";"54";"18";"WELT";
"1";"002";"01";"0";"54";"149";"21";"85";"28";"34";"WENNINGSTEDT (SYLT) ";
"1";"002";"01";"0";"54";"150";"02";"98";"49";"18";"WESTERHEVER ";
"1";"002";"01";"0";"54";"151";"41";"85";"16";"51";"WESTERLAND, STADT ";
"1";"002";"01";"0";"54";"152";"04";"95";"34";"27";"WESTER-OHRSTEDT ";
"1";"002";"01";"0";"54";"154";"03";"96";"51";"21";"WESTRE";
"1";"002";"01";"0";"54";"156";"04";"98";"39";"29";"WINNERT ";
"1";"002";"01";"0";"54";"157";"02";"99";"54";"21";"WISCH ";
"1";"002";"01";"0";"54";"158";"01";"99";"65";"12";"WITSUM";
"1";"002";"01";"0";"54";"159";"04";"98";"47";"20";"WITTBEK ";
"1";"002";"01";"0";"54";"160";"04";"85";"36";"29";"WITTDUEN";
"1";"002";"01";"0";"54";"161";"04";"98";"39";"25";"WITZWORT";
"1";"002";"01";"0";"54";"162";"03";"94";"34";"19";"WOBBENBUELL ";
"1";"002";"01";"0";"54";"163";"03";"93";"30";"22";"WRIXUM";
