# (c) Der Bundeswahlleiter, Wiesbaden 2016
# 
# Wahl zum 1. Deutschen Bundestag (14. August 1949)
# Endgültige Ergebnisse der Stimmen nach Wahlkreisen
# 
Wahlkreis;;Land;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;FDP;CSU;KPD;Parteilose;BP;DP;Zentrum;WAV;DKP/DRP;RSF;SSW;EVD;RWVP;;;;;;;;;;;;;;;;;
Nr.;Name;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;Mannheim-Stadt;BW;160431;100312;2424;97888;37471;24100;12594;0;18312;5411;0;0;0;0;0;0;0;0;0
177;Heidelberg;BW;160180;121459;6618;114841;34135;42175;25557;0;8337;4637;0;0;0;0;0;0;0;0;0
178;Karlsruhe-Land;BW;149873;110856;10335;100521;28715;34688;13091;0;8097;15930;0;0;0;0;0;0;0;0;0
179;Bruchsal;BW;83483;64744;5771;58973;12586;28752;5539;0;2586;9510;0;0;0;0;0;0;0;0;0
180;Mannheim-Land;BW;87648;72654;3960;68694;14244;17551;0;0;6883;30016;0;0;0;0;0;0;0;0;0
181;Sinsheim;BW;88927;66778;3020;63758;10928;24088;8937;0;2158;17647;0;0;0;0;0;0;0;0;0
182;Tauberbischofsheim;BW;95408;75822;3405;72417;9898;35416;9321;0;1230;16552;0;0;0;0;0;0;0;0;0
183;Konstanz;BW;108483;73901;3503;70398;16386;35524;11276;0;3405;0;0;0;0;0;0;0;0;3807;0
184;Donaueschingen;BW;114228;82120;3056;79064;15574;43145;15115;0;2782;0;0;0;0;0;0;0;0;2448;0
185;Lörrach;BW;121553;81351;3576;77775;24743;32117;14381;0;4510;0;0;0;0;0;0;0;0;2024;0
186;Freiburg;BW;106097;73967;2576;71391;19391;34704;10684;0;2580;0;0;0;0;0;0;0;0;4032;0
187;Emmendingen;BW;117373;83473;4432;79041;20510;41719;11704;0;2467;0;0;0;0;0;0;0;0;2641;0
188;Offenburg;BW;121216;86249;4807;81442;16601;40332;19062;0;2852;0;0;0;0;0;0;0;0;2595;0
189;Rastatt;BW;124974;89178;5566;83612;15394;49735;12390;0;4159;0;0;0;0;0;0;0;0;1934;0
190;Reutlingen;BW;135825;83492;2524;80968;26977;26346;17246;0;7647;0;0;0;0;0;0;0;0;2752;0
191;Calw;BW;118842;58758;2087;56671;13141;26382;13242;0;3906;0;0;0;0;0;0;0;0;0;0
192;Rottweil ;BW;106059;68192;2606;65586;14537;33136;11695;0;5105;0;0;0;0;0;0;0;0;1113;0
193;Balingen;BW;124274;77493;2581;74912;13042;44414;13894;0;3562;0;0;0;0;0;0;0;0;0;0
194;Biberach;BW;116109;87437;2757;84680;6287;69471;6335;0;1672;0;0;0;0;0;0;0;0;915;0
195;Ravensburg;BW;124623;93824;3182;90642;11686;68215;6859;0;1981;0;0;0;0;0;0;0;0;1901;0
908;Baden-Württemberg;BW;4056930;2864774;119321;2745453;655506;1087828;482381;0;175911;315237;0;0;0;0;0;2428;0;26162;0
;;;;;;;;;;;;;;;;;;;;;
196;Altötting;BY;123538;106225;1532;104693;17037;0;4065;26515;2512;0;35036;0;0;19528;0;0;0;0;0
197;Fürstenfeldbruck;BY;118129;96274;1695;94579;20381;0;6754;25615;3363;0;23331;0;0;15135;0;0;0;0;0
198;Ingolstadt;BY;138084;114208;1858;112350;20779;0;4090;33128;2956;0;33498;0;0;17899;0;0;0;0;0
199;Miesbach;BY;119876;97300;1784;95516;20747;0;11067;21804;4084;0;22351;0;0;15463;0;0;0;0;0
200;München-Nord;BY;148665;98035;1422;96613;23113;0;12205;17417;8810;0;20675;0;0;14393;0;0;0;0;0
201;München-Ost;BY;147444;99498;1492;98006;30189;0;8570;16502;11225;0;20730;0;0;10790;0;0;0;0;0
202;München-Süd;BY;146452;100148;1461;98687;27320;0;9299;18076;9702;0;22656;0;0;11634;0;0;0;0;0
203;München-West;BY;145920;99760;1573;98187;26595;0;9405;16479;9243;0;23115;0;0;13350;0;0;0;0;0
204;München-Land;BY;143896;114154;1825;112329;22723;0;7558;27115;3915;0;36459;0;0;14559;0;0;0;0;0
205;Rosenheim;BY;136836;112527;1814;110713;20280;0;7197;25403;4697;0;33682;0;0;19454;0;0;0;0;0
206;Traunstein;BY;132617;111015;3067;107948;21166;0;7998;24825;3755;0;36221;0;0;13983;0;0;0;0;0
207;Weilheim;BY;135175;112209;2469;109740;22019;0;10372;31641;4080;0;25860;0;0;15768;0;0;0;0;0
208;Deggendorf;BY;119462;96738;1176;95562;14180;0;3043;23880;3023;0;33884;0;0;17552;0;0;0;0;0
209;Landshut;BY;123381;104898;1496;103402;21424;0;6972;25625;2768;0;34051;0;0;12562;0;0;0;0;0
210;Passau;BY;102784;84673;1123;83550;12277;0;2351;27561;1626;0;20772;0;0;18963;0;0;0;0;0
211;Pfarrkirchen;BY;105698;89875;1060;88815;7452;0;2251;21245;977;0;34852;0;0;22038;0;0;0;0;0
212;Straubing;BY;114249;95020;998;94022;11760;0;2416;28481;1948;0;31756;0;0;17661;0;0;0;0;0
213;Vilshofen;BY;111862;93812;1464;92348;11945;0;1748;22791;1723;0;33881;0;0;20260;0;0;0;0;0
214;Amberg;BY;124724;108012;2052;105960;23747;0;5797;35502;2731;0;25963;0;0;12220;0;0;0;0;0
215;Burglengenfeld;BY;104094;91186;1699;89487;21813;0;2907;33144;2944;0;21481;0;0;7198;0;0;0;0;0
216;Cham;BY;99429;85285;1614;83671;18632;0;3456;30335;2210;0;23014;0;0;6024;0;0;0;0;0
217;Regensburg;BY;128586;104608;1810;102798;19981;0;3996;34809;4926;0;19513;0;0;19573;0;0;0;0;0
218;Tirschenreuth;BY;110024;97118;2165;94953;26798;0;5090;33921;3327;0;18379;0;0;7438;0;0;0;0;0
219;Bamberg;BY;116271;99940;2043;97897;17973;0;6328;32305;2843;0;32091;0;0;6357;0;0;0;0;0
220;Bayreuth;BY;123089;99775;3346;96429;38277;0;14593;17321;5692;0;14745;0;0;5801;0;0;0;0;0
221;Coburg;BY;132307;111029;2604;108425;38682;0;20999;20176;4172;0;12080;0;0;12316;0;0;0;0;0
222;Forchheim;BY;112441;95639;2391;93248;17238;0;7639;32574;1655;0;21478;0;0;12664;0;0;0;0;0
223;Hof;BY;126220;103816;4096;99720;34904;0;14564;16393;6026;0;14149;0;0;13684;0;0;0;0;0
224;Kulmbach;BY;119924;100512;2372;98140;27040;0;11511;19204;3335;0;16735;0;0;20315;0;0;0;0;0
225;Ansbach;BY;135617;107855;6469;101386;18093;0;24341;35419;1919;0;7600;0;0;14014;0;0;0;0;0
226;Erlangen;BY;123182;99925;2948;96977;26026;0;19062;18479;3682;3396;5956;0;0;20376;0;0;0;0;0
227;Nürnberg;BY;168194;133298;4888;128410;50882;0;17558;20053;13420;0;6234;0;0;20263;0;0;0;0;0
228;Nürnberg – Fürth;BY;157929;126098;4507;121591;45289;0;16775;16062;12003;0;8054;0;0;23408;0;0;0;0;0
229;Schwabach;BY;129272;106247;5434;100813;33759;0;20486;20753;7046;0;5623;0;0;13146;0;0;0;0;0
230;Weißenburg;BY;140136;116938;2836;114102;25330;0;11691;48671;2811;0;12342;0;0;13257;0;0;0;0;0
231;Aschaffenburg;BY;145831;121958;4783;117175;25534;0;3863;54806;3749;0;8782;0;0;20441;0;0;0;0;0
232;Bad Kissingen;BY;127382;105557;2416;103141;17390;0;7827;43704;1687;0;22393;0;0;10140;0;0;0;0;0
233;Karlstadt;BY;115544;96456;2717;93739;14906;0;3911;50582;2027;0;12659;0;0;9654;0;0;0;0;0
234;Schweinfurt;BY;130819;109113;3152;105961;24773;0;9061;40746;2887;0;15178;0;0;13316;0;0;0;0;0
235;Würzburg;BY;144858;113639;3059;110580;23919;0;7541;48422;5296;0;13905;0;0;11497;0;0;0;0;0
236;Augsburg-Stadt;BY;126365;94287;3062;91225;24245;0;7851;26411;6275;0;12650;0;0;13793;0;0;0;0;0
237;Augsburg-Land;BY;123890;102299;3853;98446;21032;0;4335;38994;2568;0;17129;0;0;14388;0;0;0;0;0
238;Dillingen;BY;116971;92776;2659;90117;18144;0;4499;32010;1991;0;17710;0;0;15763;0;0;0;0;0
239;Donauwörth;BY;111674;91736;4818;86918;14876;0;6359;31470;1763;0;13676;0;0;18774;0;0;0;0;0
240;Kaufbeuren;BY;118544;99058;2171;96887;16157;0;6368;30374;1691;0;23477;0;0;18820;0;0;0;0;0
241;Kempten;BY;142635;115775;3410;112365;21526;0;10020;48882;2875;0;21600;0;0;7462;0;0;0;0;0
242;Memmingen;BY;114155;95272;5270;90002;17063;0;8356;34823;1894;0;19072;0;0;8794;0;0;0;0;0
909;Bayern;BY;5984175;4851576;123953;4727623;1075416;0;404145;1380448;195852;3396;986478;0;0;681888;0;0;0;0;0

999;Bundesgebiet ohne Berlin;BUND;31207620;24495614;763216;23732398;6934975;5978636;2829920;1380448;1361706;1141647;986478;939934;727505;681888;429031;216749;75388;26162;21931
