,Wahlkreis,Gebiet,Wahlberechtigte,Wähler,Ungültige,Ungültige:2,Gültige,Gültige:2,CDU/CSU,CDU/CSU_prev,CDU/CSU:2,CDU/CSU:2_prev,SPD,SPD_prev,SPD:2,SPD:2_prev,FDP,FDP_prev,FDP:2,FDP:2_prev,GRUENE,GRUENE_prev,GRUENE:2,GRUENE:2_prev,LINKE,LINKE_prev,LINKE:2,LINKE:2_prev,AFD,AFD_prev,AFD:2,AFD:2_prev,KPD,KPD_prev,KPD:2,KPD:2_prev,BHE,BHE_prev,BHE:2,BHE:2_prev,OTHER,OTHER_prev,OTHER:2,OTHER:2_prev
2,001,Flensburg,120675,107394,1321,676,106073,106718,41549,0,40769,0,59159,0,55446,0,4523,0,9678,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,241,0,0,0,0,0,533,0,584,0
3,002,Schleswig  Eckernförde,136569,122580,1087,845,121493,121735,53336,0,52988,0,62473,0,58380,0,4914,0,9522,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,199,0,0,0,0,0,498,0,646,0
4,003,Nordfriesland  Dithmarschen-Nord,156004,136804,1729,853,135075,135951,62829,0,62767,0,62231,0,60442,0,8882,0,11526,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,240,0,0,0,0,0,859,0,976,0
5,004,Steinburg  Dithmarschen-Süd,149478,135322,1748,1025,133574,134297,65333,0,62602,0,62440,0,61343,0,4559,0,8973,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,246,0,0,0,0,0,900,0,1133,0
6,005,Rendsburg Neumünster,178993,161586,1699,1141,159887,160445,70636,0,69417,0,81880,0,77656,0,6335,0,12332,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,243,0,0,0,0,0,753,0,797,0
7,006,Kiel,181400,164086,2079,1048,162007,163038,57832,0,56639,0,96292,0,89998,0,6548,0,15237,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0,476,0,0,0,0,0,820,0,688,0
8,007,Plön,136790,124497,1315,851,123182,123646,53921,0,53638,0,64777,0,60494,0,3570,0,8513,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,243,0,0,0,0,0,670,0,758,0
9,008,Segeberg  Eutin,196428,179180,1548,1127,177632,178053,80497,0,79267,0,87352,0,80753,0,8381,0,16634,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,263,0,0,0,0,0,1092,0,1136,0
10,009,Pinneberg,176512,162799,1864,1014,160935,161785,69290,0,67771,0,82599,0,76073,0,7913,0,16730,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,494,0,0,0,0,0,740,0,717,0
11,010,Stormarn  Herzogtum Lauenburg,225642,207700,2122,1239,205578,206461,91118,0,89324,0,104201,0,96477,0,8614,0,19139,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,467,0,0,0,0,0,1094,0,1054,0
12,011,Lübeck,180686,163072,1956,1045,161116,162027,59625,0,59958,0,94677,0,87384,0,5344,0,13213,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,416,0,0,0,0,0,1032,0,1056,0
