,Wahlkreis,Gebiet,Wahlberechtigte,Wähler,Ungültige,Gültige,CDU/CSU,CDU/CSU_prev,CDU/CSU:2,CDU/CSU:2_prev,SPD,SPD_prev,SPD:2,SPD:2_prev,FDP,FDP_prev,FDP:2,FDP:2_prev,GRUENE,GRUENE_prev,GRUENE:2,GRUENE:2_prev,LINKE,LINKE_prev,LINKE:2,LINKE:2_prev,AFD,AFD_prev,AFD:2,AFD:2_prev,KPD,KPD_prev,KPD:2,KPD:2_prev,BHE,BHE_prev,BHE:2,BHE:2_prev,OTHER,OTHER_prev,OTHER:2,OTHER:2_prev
109,100,Recklinghausen-Land,151446.0,126839.0,3831.0,123008.0,46877.0,0,0,0,39504.0,0,0,0,2472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13334.0,0,0,0,0,0,0,0,20821.0,0,0,0
110,101,Recklinghausen-Stadt,68583.0,55636.0,1213.0,54423.0,20899.0,0,0,0,17173.0,0,0,0,2081.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6608.0,0,0,0,0,0,0,0,7662.0,0,0,0
111,102,Gladbeck  Bottrop,104630.0,88455.0,2123.0,86332.0,29534.0,0,0,0,30705.0,0,0,0,1279.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13698.0,0,0,0,0,0,0,0,11116.0,0,0,0
112,103,Warburg  Höxter  Büren,132800.0,110649.0,2100.0,108549.0,43736.0,0,0,0,17913.0,0,0,0,3333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.0,0,0,0,0,0,0,0,42237.0,0,0,0
113,104,Paderborn  Wiedenbrück,145105.0,119107.0,3184.0,115923.0,51252.0,0,0,0,24695.0,0,0,0,4403.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748.0,0,0,0,0,0,0,0,33825.0,0,0,0
114,105,Bielefeld  Halle,101790.0,84124.0,3628.0,80496.0,28572.0,0,0,0,37509.0,0,0,0,3868.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2983.0,0,0,0,0,0,0,0,7564.0,0,0,0
115,106,Bielefeld-Stadt,104614.0,85592.0,2941.0,82651.0,23079.0,0,0,0,37059.0,0,0,0,9537.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3747.0,0,0,0,0,0,0,0,9229.0,0,0,0
116,107,Herford-Stadt und -Land,141560.0,109075.0,5549.0,103526.0,29755.0,0,0,0,47484.0,0,0,0,6510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4816.0,0,0,0,0,0,0,0,14961.0,0,0,0
117,108,Detmold,94426.0,73045.0,2403.0,70642.0,22229.0,0,0,0,23945.0,0,0,0,7139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3502.0,0,0,0,0,0,0,0,13827.0,0,0,0
118,109,Lemgo,86958.0,66542.0,2337.0,64205.0,17381.0,0,0,0,25441.0,0,0,0,8594.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028.0,0,0,0,0,0,0,0,9761.0,0,0,0
119,110,Minden  Lübbecke,170835.0,127489.0,6145.0,121344.0,46222.0,0,0,0,50771.0,0,0,0,7895.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6271.0,0,0,0,0,0,0,0,10185.0,0,0,0
120,111,Wattenscheid  Wanne-Eickel,102340.0,84791.0,2443.0,82348.0,28493.0,0,0,0,33737.0,0,0,0,3808.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11858.0,0,0,0,0,0,0,0,4452.0,0,0,0
121,112,Herne  Castrop-Rauxel,116931.0,98192.0,3263.0,94929.0,32869.0,0,0,0,39538.0,0,0,0,4701.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11628.0,0,0,0,0,0,0,0,6193.0,0,0,0
122,113,Ennepe-Ruhr  Witten,198971.0,165272.0,5030.0,160242.0,38232.0,0,0,0,64966.0,0,0,0,25981.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17374.0,0,0,0,0,0,0,0,13689.0,0,0,0
123,114,Hagen,100482.0,80857.0,1716.0,79141.0,25634.0,0,0,0,25555.0,0,0,0,12424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11479.0,0,0,0,0,0,0,0,4049.0,0,0,0
124,115,Dortmund I,131741.0,105038.0,2769.0,102269.0,29541.0,0,0,0,44369.0,0,0,0,12362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10689.0,0,0,0,0,0,0,0,5308.0,0,0,0
125,116,Dortmund II,130212.0,101719.0,2635.0,99084.0,30577.0,0,0,0,41043.0,0,0,0,8723.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13395.0,0,0,0,0,0,0,0,5346.0,0,0,0
126,117,Dortmund III  Lünen,124453.0,99439.0,2659.0,96780.0,29445.0,0,0,0,43393.0,0,0,0,7624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11669.0,0,0,0,0,0,0,0,4649.0,0,0,0
127,118,Bochum,193940.0,160378.0,4039.0,156339.0,49442.0,0,0,0,61062.0,0,0,0,12091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16064.0,0,0,0,0,0,0,0,17680.0,0,0,0
128,119,Iserlohn-Stadt und -Land,136970.0,111636.0,2892.0,108744.0,30541.0,0,0,0,37484.0,0,0,0,11199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6047.0,0,0,0,0,0,0,0,23473.0,0,0,0
129,120,Unna  Hamm,159878.0,134956.0,5780.0,129176.0,39177.0,0,0,0,54902.0,0,0,0,12561.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9763.0,0,0,0,0,0,0,0,12773.0,0,0,0
130,121,Meschede  Olpe,102498.0,88131.0,1645.0,86486.0,48041.0,0,0,0,15924.0,0,0,0,2590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509.0,0,0,0,0,0,0,0,18422.0,0,0,0
131,122,Arnsberg  Soest,138762.0,114515.0,2418.0,112097.0,45637.0,0,0,0,26413.0,0,0,0,6647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679.0,0,0,0,0,0,0,0,30721.0,0,0,0
132,123,Lippstadt  Brilon,106669.0,91102.0,1753.0,89349.0,43518.0,0,0,0,15680.0,0,0,0,6439.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927.0,0,0,0,0,0,0,0,21785.0,0,0,0
133,124,Altena  Lüdenscheid,132098.0,106293.0,2241.0,104052.0,32672.0,0,0,0,38417.0,0,0,0,14309.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5814.0,0,0,0,0,0,0,0,12840.0,0,0,0
134,125,Siegen-Stadt und -Land  Wittgenstein,141525.0,111148.0,2099.0,109049.0,41448.0,0,0,0,32233.0,0,0,0,8391.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3238.0,0,0,0,0,0,0,0,23739.0,0,0,0
135,905,Nordrhein-Westfalen,8681794.0,6909719.0,183176.0,6726543.0,2481523.0,0,0,0,2109172.0,0,0,0,581456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513225.0,0,0,0,0,0,0,0,1041167.0,0,0,0
137,126,Waldeck,132967.0,103091.0,3356.0,99735.0,13875.0,0,0,0,27422.0,0,0,0,35103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4459.0,0,0,0,0,0,0,0,18876.0,0,0,0
138,127,Kassel ,156506.0,128698.0,6594.0,122104.0,13886.0,0,0,0,51624.0,0,0,0,45379.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11215.0,0,0,0,0,0,0,0,0.0,0,0,0
139,128,Eschwege,120772.0,102362.0,4800.0,97562.0,10420.0,0,0,0,34685.0,0,0,0,29583.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5170.0,0,0,0,0,0,0,0,17704.0,0,0,0
140,129,Fritzlar-Homberg,131308.0,101740.0,3328.0,98412.0,13349.0,0,0,0,28733.0,0,0,0,34941.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363.0,0,0,0,0,0,0,0,18026.0,0,0,0
141,130,Hersfeld,112514.0,93897.0,3537.0,90360.0,16736.0,0,0,0,30565.0,0,0,0,25582.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2846.0,0,0,0,0,0,0,0,14631.0,0,0,0
142,131,Marburg,126656.0,89334.0,2699.0,86635.0,16549.0,0,0,0,22951.0,0,0,0,31357.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3210.0,0,0,0,0,0,0,0,12568.0,0,0,0
143,132,Wetzlar,140121.0,98182.0,5284.0,92898.0,15247.0,0,0,0,27430.0,0,0,0,27710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5034.0,0,0,0,0,0,0,0,17477.0,0,0,0
144,133,Gießen,143130.0,109222.0,4049.0,105173.0,10445.0,0,0,0,26905.0,0,0,0,41499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4795.0,0,0,0,0,0,0,0,21529.0,0,0,0
145,134,Fulda,151291.0,121969.0,4791.0,117178.0,50411.0,0,0,0,23199.0,0,0,0,21899.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930.0,0,0,0,0,0,0,0,18739.0,0,0,0
146,135,Obertaunuskreis,116124.0,87910.0,5279.0,82631.0,20463.0,0,0,0,25361.0,0,0,0,22119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4189.0,0,0,0,0,0,0,0,10499.0,0,0,0
147,136,Friedberg,150594.0,115684.0,7140.0,108544.0,15208.0,0,0,0,35963.0,0,0,0,31812.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6168.0,0,0,0,0,0,0,0,19393.0,0,0,0
148,137,Limburg,129821.0,105636.0,4988.0,100648.0,38810.0,0,0,0,24354.0,0,0,0,21401.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790.0,0,0,0,0,0,0,0,13293.0,0,0,0
149,138,Wiesbaden,154936.0,119629.0,3297.0,116332.0,27179.0,0,0,0,33557.0,0,0,0,42381.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7195.0,0,0,0,0,0,0,0,6020.0,0,0,0
150,139,Hanau,126891.0,107912.0,8758.0,99154.0,23751.0,0,0,0,31637.0,0,0,0,16937.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13688.0,0,0,0,0,0,0,0,13141.0,0,0,0
151,140,Frankfurt/M I,124140.0,82327.0,4451.0,77876.0,19612.0,0,0,0,30155.0,0,0,0,17852.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6803.0,0,0,0,0,0,0,0,3454.0,0,0,0
152,141,Frankfurt/M II,134288.0,85547.0,3490.0,82057.0,16393.0,0,0,0,32253.0,0,0,0,20543.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6851.0,0,0,0,0,0,0,0,6017.0,0,0,0
153,142,Frankfurt/M III,123381.0,80576.0,3226.0,77350.0,16468.0,0,0,0,31218.0,0,0,0,19017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6596.0,0,0,0,0,0,0,0,4051.0,0,0,0
154,143,Groß-Gerau,147467.0,121850.0,11648.0,110202.0,29806.0,0,0,0,42729.0,0,0,0,27030.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637.0,0,0,0,0,0,0,0,0.0,0,0,0
155,144,Offenbach/M,149947.0,125586.0,9642.0,115944.0,28286.0,0,0,0,43119.0,0,0,0,20108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11186.0,0,0,0,0,0,0,0,13245.0,0,0,0
156,145,Darmstadt,119379.0,96485.0,6913.0,89572.0,10614.0,0,0,0,31114.0,0,0,0,32948.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9702.0,0,0,0,0,0,0,0,5194.0,0,0,0
157,146,Dieburg,103842.0,83584.0,6496.0,77088.0,18374.0,0,0,0,28199.0,0,0,0,15408.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6752.0,0,0,0,0,0,0,0,8355.0,0,0,0
158,147,Bergstraße,110164.0,86169.0,5346.0,80823.0,28555.0,0,0,0,20869.0,0,0,0,16472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6960.0,0,0,0,0,0,0,0,7967.0,0,0,0
159,906,Hessen,2906239.0,2247390.0,119112.0,2128278.0,454437.0,0,0,0,684042.0,0,0,0,597081.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142539.0,0,0,0,0,0,0,0,250179.0,0,0,0
161,148,Altenkirchen (Westerwald),140605.0,115919.0,5586.0,110333.0,59150.0,0,0,0,30701.0,0,0,0,15561.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4921.0,0,0,0,0,0,0,0,0.0,0,0,0
162,149,Ahrweiler,114953.0,95397.0,4809.0,90588.0,61509.0,0,0,0,17045.0,0,0,0,8783.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3251.0,0,0,0,0,0,0,0,0.0,0,0,0
163,150,Koblenz,117955.0,95068.0,5163.0,89905.0,51672.0,0,0,0,22480.0,0,0,0,11542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4211.0,0,0,0,0,0,0,0,0.0,0,0,0
164,151,Cochem,110534.0,87562.0,4968.0,82594.0,55041.0,0,0,0,9057.0,0,0,0,17190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306.0,0,0,0,0,0,0,0,0.0,0,0,0
165,152,Kreuznach,122976.0,88400.0,4464.0,83936.0,28816.0,0,0,0,22922.0,0,0,0,25507.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6691.0,0,0,0,0,0,0,0,0.0,0,0,0
166,153,Prüm,111829.0,90735.0,5169.0,85566.0,68649.0,0,0,0,8794.0,0,0,0,6918.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205.0,0,0,0,0,0,0,0,0.0,0,0,0
167,154,Trier,121858.0,100227.0,7048.0,93179.0,60401.0,0,0,0,17261.0,0,0,0,12428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3089.0,0,0,0,0,0,0,0,0.0,0,0,0
168,155,Westerburg,153801.0,112133.0,6358.0,105775.0,56811.0,0,0,0,29825.0,0,0,0,14599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4540.0,0,0,0,0,0,0,0,0.0,0,0,0
169,156,Mainz,122807.0,95589.0,5165.0,90424.0,35567.0,0,0,0,30227.0,0,0,0,17780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6850.0,0,0,0,0,0,0,0,0.0,0,0,0
170,157,Worms,124488.0,97331.0,5216.0,92115.0,25812.0,0,0,0,33708.0,0,0,0,21917.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5803.0,0,0,0,0,0,0,0,4875.0,0,0,0
171,158,Ludwigshafen am Rhein,130924.0,108024.0,6591.0,101433.0,30081.0,0,0,0,43763.0,0,0,0,12641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14948.0,0,0,0,0,0,0,0,0.0,0,0,0
172,159,Neustadt an der Weinstraße,136327.0,109983.0,5626.0,104357.0,35883.0,0,0,0,41074.0,0,0,0,19498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7902.0,0,0,0,0,0,0,0,0.0,0,0,0
173,160,Kaiserslautern,135636.0,105152.0,5290.0,99862.0,32436.0,0,0,0,36487.0,0,0,0,18987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11952.0,0,0,0,0,0,0,0,0.0,0,0,0
174,161,Zweibrücken,126504.0,103344.0,5855.0,97489.0,45447.0,0,0,0,33703.0,0,0,0,10753.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7586.0,0,0,0,0,0,0,0,0.0,0,0,0
175,162,Speyer,129600.0,108892.0,4892.0,104000.0,54850.0,0,0,0,31858.0,0,0,0,12521.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4771.0,0,0,0,0,0,0,0,0.0,0,0,0
176,907,Rheinland-Pfalz,1900797.0,1513756.0,82200.0,1431556.0,702125.0,0,0,0,408905.0,0,0,0,226625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89026.0,0,0,0,0,0,0,0,4875.0,0,0,0
178,163,Stuttgart I (West),164251.0,111699.0,3474.0,108225.0,20820.0,0,0,0,31694.0,0,0,0,29470.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10808.0,0,0,0,0,0,0,0,15433.0,0,0,0
179,164,Stuttgart II (Ost),170618.0,120012.0,4034.0,115978.0,21215.0,0,0,0,38338.0,0,0,0,27771.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14372.0,0,0,0,0,0,0,0,14282.0,0,0,0
180,165,Ludwigsburg,115428.0,87499.0,2858.0,84641.0,13874.0,0,0,0,22576.0,0,0,0,22411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6179.0,0,0,0,0,0,0,0,19601.0,0,0,0
181,166,Heilbronn,126848.0,92160.0,3937.0,88223.0,20258.0,0,0,0,23110.0,0,0,0,24874.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7083.0,0,0,0,0,0,0,0,12898.0,0,0,0
182,167,Böblingen,139752.0,95002.0,3414.0,91588.0,27273.0,0,0,0,21722.0,0,0,0,14486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6492.0,0,0,0,0,0,0,0,21615.0,0,0,0
183,168,Eßlingen,131741.0,99268.0,2705.0,96563.0,25312.0,0,0,0,26059.0,0,0,0,11114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7009.0,0,0,0,0,0,0,0,27069.0,0,0,0
184,169,Göppingen,139345.0,104272.0,2161.0,102111.0,27503.0,0,0,0,21492.0,0,0,0,13053.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5029.0,0,0,0,0,0,0,0,35034.0,0,0,0
185,170,Ulm,149509.0,105131.0,3021.0,102110.0,40927.0,0,0,0,27399.0,0,0,0,12898.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4230.0,0,0,0,0,0,0,0,16656.0,0,0,0
186,171,Aalen,135175.0,104557.0,3471.0,101086.0,53498.0,0,0,0,15106.0,0,0,0,8400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3655.0,0,0,0,0,0,0,0,20427.0,0,0,0
187,172,Backnang,82881.0,56291.0,1189.0,55102.0,16783.0,0,0,0,8973.0,0,0,0,16166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2330.0,0,0,0,0,0,0,0,10850.0,0,0,0
188,173,Crailsheim,112605.0,78318.0,1686.0,76632.0,27219.0,0,0,0,8241.0,0,0,0,24200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430.0,0,0,0,0,0,0,0,15542.0,0,0,0
189,174,Waiblingen,88614.0,60645.0,2358.0,58287.0,16072.0,0,0,0,14687.0,0,0,0,23491.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4037.0,0,0,0,0,0,0,0,0.0,0,0,0
190,175,Karlsruhe-Stadt,134557.0,97860.0,6227.0,91633.0,25064.0,0,0,0,33863.0,0,0,0,15125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9026.0,0,0,0,0,0,0,0,8555.0,0,0,0
191,176,Mannheim-Stadt,160431.0,100312.0,2424.0,97888.0,24100.0,0,0,0,37471.0,0,0,0,12594.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18312.0,0,0,0,0,0,0,0,5411.0,0,0,0
192,177,Heidelberg,160180.0,121459.0,6618.0,114841.0,42175.0,0,0,0,34135.0,0,0,0,25557.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8337.0,0,0,0,0,0,0,0,4637.0,0,0,0
193,178,Karlsruhe-Land,149873.0,110856.0,10335.0,100521.0,34688.0,0,0,0,28715.0,0,0,0,13091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8097.0,0,0,0,0,0,0,0,15930.0,0,0,0
194,179,Bruchsal,83483.0,64744.0,5771.0,58973.0,28752.0,0,0,0,12586.0,0,0,0,5539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2586.0,0,0,0,0,0,0,0,9510.0,0,0,0
195,180,Mannheim-Land,87648.0,72654.0,3960.0,68694.0,17551.0,0,0,0,14244.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6883.0,0,0,0,0,0,0,0,30016.0,0,0,0
196,181,Sinsheim,88927.0,66778.0,3020.0,63758.0,24088.0,0,0,0,10928.0,0,0,0,8937.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2158.0,0,0,0,0,0,0,0,17647.0,0,0,0
197,182,Tauberbischofsheim,95408.0,75822.0,3405.0,72417.0,35416.0,0,0,0,9898.0,0,0,0,9321.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230.0,0,0,0,0,0,0,0,16552.0,0,0,0
198,183,Konstanz,108483.0,73901.0,3503.0,70398.0,35524.0,0,0,0,16386.0,0,0,0,11276.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405.0,0,0,0,0,0,0,0,3807.0,0,0,0
199,184,Donaueschingen,114228.0,82120.0,3056.0,79064.0,43145.0,0,0,0,15574.0,0,0,0,15115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.0,0,0,0,0,0,0,0,2448.0,0,0,0
200,185,Lörrach,121553.0,81351.0,3576.0,77775.0,32117.0,0,0,0,24743.0,0,0,0,14381.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510.0,0,0,0,0,0,0,0,2024.0,0,0,0
201,186,Freiburg,106097.0,73967.0,2576.0,71391.0,34704.0,0,0,0,19391.0,0,0,0,10684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580.0,0,0,0,0,0,0,0,4032.0,0,0,0
202,187,Emmendingen,117373.0,83473.0,4432.0,79041.0,41719.0,0,0,0,20510.0,0,0,0,11704.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2467.0,0,0,0,0,0,0,0,2641.0,0,0,0
203,188,Offenburg,121216.0,86249.0,4807.0,81442.0,40332.0,0,0,0,16601.0,0,0,0,19062.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852.0,0,0,0,0,0,0,0,2595.0,0,0,0
204,189,Rastatt,124974.0,89178.0,5566.0,83612.0,49735.0,0,0,0,15394.0,0,0,0,12390.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4159.0,0,0,0,0,0,0,0,1934.0,0,0,0
205,190,Reutlingen,135825.0,83492.0,2524.0,80968.0,26346.0,0,0,0,26977.0,0,0,0,17246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7647.0,0,0,0,0,0,0,0,2752.0,0,0,0
206,191,Calw,118842.0,58758.0,2087.0,56671.0,26382.0,0,0,0,13141.0,0,0,0,13242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3906.0,0,0,0,0,0,0,0,0.0,0,0,0
207,192,Rottweil ,106059.0,68192.0,2606.0,65586.0,33136.0,0,0,0,14537.0,0,0,0,11695.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5105.0,0,0,0,0,0,0,0,1113.0,0,0,0
208,193,Balingen,124274.0,77493.0,2581.0,74912.0,44414.0,0,0,0,13042.0,0,0,0,13894.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3562.0,0,0,0,0,0,0,0,0.0,0,0,0
209,194,Biberach,116109.0,87437.0,2757.0,84680.0,69471.0,0,0,0,6287.0,0,0,0,6335.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672.0,0,0,0,0,0,0,0,915.0,0,0,0
210,195,Ravensburg,124623.0,93824.0,3182.0,90642.0,68215.0,0,0,0,11686.0,0,0,0,6859.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981.0,0,0,0,0,0,0,0,1901.0,0,0,0
211,908,Baden-Württemberg,4056930.0,2864774.0,119321.0,2745453.0,1087828.0,0,0,0,655506.0,0,0,0,482381.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175911.0,0,0,0,0,0,0,0,343827.0,0,0,0
213,196,Altötting,123538.0,106225.0,1532.0,104693.0,26515.0,0,0,0,17037.0,0,0,0,4065.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512.0,0,0,0,0,0,0,0,54564.0,0,0,0
214,197,Fürstenfeldbruck,118129.0,96274.0,1695.0,94579.0,25615.0,0,0,0,20381.0,0,0,0,6754.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363.0,0,0,0,0,0,0,0,38466.0,0,0,0
215,198,Ingolstadt,138084.0,114208.0,1858.0,112350.0,33128.0,0,0,0,20779.0,0,0,0,4090.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2956.0,0,0,0,0,0,0,0,51397.0,0,0,0
216,199,Miesbach,119876.0,97300.0,1784.0,95516.0,21804.0,0,0,0,20747.0,0,0,0,11067.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4084.0,0,0,0,0,0,0,0,37814.0,0,0,0
217,200,München-Nord,148665.0,98035.0,1422.0,96613.0,17417.0,0,0,0,23113.0,0,0,0,12205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8810.0,0,0,0,0,0,0,0,35068.0,0,0,0
218,201,München-Ost,147444.0,99498.0,1492.0,98006.0,16502.0,0,0,0,30189.0,0,0,0,8570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11225.0,0,0,0,0,0,0,0,31520.0,0,0,0
219,202,München-Süd,146452.0,100148.0,1461.0,98687.0,18076.0,0,0,0,27320.0,0,0,0,9299.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9702.0,0,0,0,0,0,0,0,34290.0,0,0,0
220,203,München-West,145920.0,99760.0,1573.0,98187.0,16479.0,0,0,0,26595.0,0,0,0,9405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9243.0,0,0,0,0,0,0,0,36465.0,0,0,0
221,204,München-Land,143896.0,114154.0,1825.0,112329.0,27115.0,0,0,0,22723.0,0,0,0,7558.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3915.0,0,0,0,0,0,0,0,51018.0,0,0,0
222,205,Rosenheim,136836.0,112527.0,1814.0,110713.0,25403.0,0,0,0,20280.0,0,0,0,7197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4697.0,0,0,0,0,0,0,0,53136.0,0,0,0
223,206,Traunstein,132617.0,111015.0,3067.0,107948.0,24825.0,0,0,0,21166.0,0,0,0,7998.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3755.0,0,0,0,0,0,0,0,50204.0,0,0,0
224,207,Weilheim,135175.0,112209.0,2469.0,109740.0,31641.0,0,0,0,22019.0,0,0,0,10372.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4080.0,0,0,0,0,0,0,0,41628.0,0,0,0
225,208,Deggendorf,119462.0,96738.0,1176.0,95562.0,23880.0,0,0,0,14180.0,0,0,0,3043.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023.0,0,0,0,0,0,0,0,51436.0,0,0,0
226,209,Landshut,123381.0,104898.0,1496.0,103402.0,25625.0,0,0,0,21424.0,0,0,0,6972.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768.0,0,0,0,0,0,0,0,46613.0,0,0,0
