,Wahlkreis,Gebiet,Wahlberechtigte,Wähler,Ungültige,Ungültige:2,Gültige,Gültige:2,CDU/CSU,CDU/CSU_prev,CDU/CSU:2,CDU/CSU:2_prev,SPD,SPD_prev,SPD:2,SPD:2_prev,FDP,FDP_prev,FDP:2,FDP:2_prev,GRUENE,GRUENE_prev,GRUENE:2,GRUENE:2_prev,LINKE,LINKE_prev,LINKE:2,LINKE:2_prev,AFD,AFD_prev,AFD:2,AFD:2_prev,KPD,KPD_prev,KPD:2,KPD:2_prev,BHE,BHE_prev,BHE:2,BHE:2_prev,OTHER,OTHER_prev,OTHER:2,OTHER:2_prev
12,011,Lübeck,172415,129441,1692,1677,127749,127764,54976,0,52862,0,55056,0,51972,0,8697,0,13109,0,5627,0,5460,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,3393,0,3755,0
13,901,Schleswig-Holstein,2085858,1639537,18104,14861,1621433,1624676,746880,0,705983,0,668086,0,626008,0,110460,0,185636,0,66062,0,65054,0,0,0,5496,0,0,0,0,0,0,0,0,0,0,0,0,0,29945,0,36499,0
15,012,Hamburg-Mitte,168044,121994,1488,1241,120506,120753,41020,0,39559,0,56958,0,53909,0,7163,0,11512,0,10054,0,8877,0,0,0,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,5311,0,4846,0
16,013,Hamburg-Altona,175112,137260,1344,1073,135916,136187,53965,0,50126,0,56877,0,51707,0,10317,0,17969,0,9885,0,9962,0,0,0,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,4872,0,4495,0
17,014,Hamburg-Eimsbüttel,183256,144870,1181,922,143689,143948,52405,0,50111,0,62500,0,58505,0,11474,0,17685,0,12517,0,10920,0,0,0,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,4793,0,4513,0
18,015,Hamburg-Nord,204378,168569,1460,1053,167109,167516,69464,0,62838,0,66565,0,62773,0,15566,0,25001,0,10900,0,11031,0,0,0,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,4614,0,4235,0
19,016,Hamburg-Wandsbek,197290,157596,1298,1094,156298,156502,62802,0,59255,0,67402,0,64370,0,12293,0,19658,0,7505,0,6606,0,0,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,6296,0,5572,0
20,017,Hamburg-Bergedorf,189918,145161,1771,1496,143390,143665,56633,0,54726,0,65095,0,61728,0,9127,0,15007,0,6337,0,5467,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,6198,0,5927,0
21,018,Hamburg-Harburg,145639,113106,1048,950,112058,112156,44603,0,42718,0,53638,0,49538,0,5638,0,10461,0,3515,0,4043,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,4664,0,4719,0
22,902,Hamburg,1263637,988556,9590,7829,978966,980727,380892,0,359333,0,429035,0,402530,0,71578,0,117293,0,60713,0,56906,0,0,0,10358,0,0,0,0,0,0,0,0,0,0,0,0,0,36748,0,34307,0
24,019,Aurich  Emden,174206,135768,1931,1607,133837,134161,42370,0,41421,0,76152,0,74232,0,5438,0,9504,0,7994,0,6168,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,1883,0,2465,0
25,020,Unterems,196205,153822,1584,1274,152238,152548,86231,0,78340,0,54512,0,55733,0,4683,0,9874,0,6101,0,5624,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0,2708,0
26,021,Friesland  Wilhelmshaven,155491,118105,1265,1069,116840,117036,49686,0,46643,0,50918,0,51007,0,6338,0,11726,0,5975,0,4837,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,3923,0,2547,0
27,022,Oldenburg  Ammerland,223357,171340,1787,1509,169553,169831,62467,0,60378,0,73996,0,71240,0,17538,0,22875,0,12205,0,10840,0,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,3347,0,3626,0
28,023,Delmenhorst  Wesermarsch  Oldenburg-Land,210696,162081,1890,1401,160191,160680,59042,0,59835,0,72799,0,68293,0,15599,0,20686,0,8732,0,7676,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,4019,0,3802,0
29,024,Cuxhaven,152995,120148,1229,924,118919,119224,55023,0,52305,0,50592,0,47193,0,6287,0,11777,0,5017,0,4929,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,2786,0
30,025,Stade  Rotenburg I,193697,154022,1489,1174,152533,152848,73808,0,71554,0,57380,0,55445,0,12836,0,16096,0,6244,0,6223,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,0,3180,0
31,026,Mittelems,198390,163128,1355,1071,161773,162057,92583,0,92857,0,55155,0,48607,0,6404,0,12799,0,5958,0,5058,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,0,2515,0
32,027,Cloppenburg  Vechta,166777,136249,1519,1171,134730,135078,96684,0,94225,0,26721,0,25658,0,5331,0,9347,0,4913,0,3862,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,1851,0
33,028,Diepholz,150807,118609,1074,779,117535,117830,54454,0,50792,0,42622,0,42016,0,12590,0,16806,0,6508,0,5668,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,0,2293,0
34,029,Verden  Osterholz,168950,136227,1314,1053,134913,135174,55159,0,53778,0,60119,0,53186,0,8741,0,16177,0,8455,0,8378,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,2439,0,3151,0
35,030,Soltau-Fallingbostel  Rotenburg II,148700,119005,1249,922,117756,118083,59976,0,58576,0,41699,0,39271,0,7893,0,12102,0,6110,0,5123,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,2078,0,2782,0
36,031,Lüneburg  Lüchow-Dannenberg,149035,118652,1158,899,117494,117753,54587,0,52434,0,44057,0,41627,0,8792,0,13215,0,8139,0,7096,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,0,2945,0
37,032,Osnabrück-Land,167203,136836,1398,1036,135438,135800,69151,0,66317,0,50017,0,47270,0,8122,0,14106,0,6311,0,5402,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1837,0,2484,0
38,033,Stadt Osnabrück,188587,152674,1156,1046,151518,151628,71798,0,67860,0,58389,0,56259,0,9120,0,15518,0,8895,0,8028,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,3316,0,3402,0
39,034,Nienburg  Schaumburg,214276,170924,1420,1295,169504,169629,77144,0,73067,0,74895,0,68730,0,8550,0,16404,0,6623,0,7076,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,2292,0,4001,0
40,035,Harburg,157244,131127,1115,742,130012,130385,63965,0,59987,0,44988,0,42265,0,11206,0,18805,0,7609,0,5795,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,3115,0
41,036,Stadt Hannover I,191915,153728,1339,1109,152389,152619,59583,0,58092,0,66546,0,62752,0,12652,0,17540,0,8798,0,8940,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,4810,0,4372,0
42,037,Stadt Hannover II,198160,158497,1629,1296,156868,157201,59978,0,58065,0,69041,0,64321,0,12381,0,17965,0,10787,0,11396,0,0,0,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,4681,0,4084,0
43,038,Hannover-Land I,233944,193079,1914,1475,191165,191604,88417,0,83188,0,78322,0,72001,0,13605,0,23507,0,7677,0,7909,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,3144,0,4471,0
44,039,Celle  Uelzen,208374,169376,1706,1300,167670,168076,86043,0,83590,0,60619,0,55082,0,11495,0,19078,0,5996,0,5614,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,3517,0,4349,0
45,040,Gifhorn  Peine,203004,167646,1564,1447,166082,166199,80220,0,76996,0,67515,0,64009,0,9351,0,14871,0,6675,0,5897,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,0,4062,0
46,041,Hameln-Pyrmont  Holzminden,190839,156852,1786,1329,155066,155523,64132,0,64028,0,71262,0,66753,0,10696,0,14986,0,6259,0,5748,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,2717,0,3679,0
47,042,Hannover-Land II,208714,175648,1727,1369,173921,174279,78136,0,72940,0,74030,0,69501,0,11713,0,20195,0,7352,0,7039,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,2690,0,4079,0
48,043,Hildesheim,223207,186776,1903,1468,184873,185308,76204,0,79514,0,87577,0,78236,0,10182,0,16162,0,8336,0,6761,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,2574,0,4097,0
49,044,Salzgitter  Wolfenbüttel,180519,146483,1271,1223,145212,145260,65799,0,65753,0,65863,0,59778,0,6016,0,11248,0,4496,0,4561,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,3038,0,3470,0
50,045,Braunschweig,207201,164350,1628,1030,162722,163320,72131,0,69746,0,64550,0,62344,0,11305,0,17436,0,9986,0,8816,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,3946,0
51,046,Helmstedt  Wolfsburg,176462,142585,1479,1374,141106,141211,71335,0,70018,0,54149,0,51910,0,7081,0,10969,0,5613,0,4482,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,2928,0,3484,0
52,047,Goslar,151767,121860,1440,978,120420,120882,57657,0,55808,0,48289,0,46186,0,8591,0,12058,0,5029,0,3491,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,3031,0
53,048,Northeim  Osterode,169812,140298,1591,1220,138707,139078,60597,0,57092,0,64983,0,61517,0,6891,0,12692,0,4373,0,4635,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,1863,0,2859,0
54,049,Göttingen,199848,164308,1755,1228,162553,163080,78818,0,64469,0,63804,0,63506,0,7068,0,18085,0,9589,0,12377,0,0,0,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,3274,0,3441,0
55,903,Niedersachsen,5760382,4640203,46665,36818,4593538,4603385,2123178,0,2039668,0,1871561,0,1765928,0,294495,0,474609,0,222755,0,205449,0,0,0,14654,0,0,0,0,0,0,0,0,0,0,0,0,0,81549,0,103077,0
57,050,Bremen-Ost,204698,162319,1861,1474,160458,160845,56319,0,52677,0,62402,0,60160,0,16168,0,24252,0,18459,0,15722,0,0,0,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,7110,0,5951,0
58,051,Bremen-West,140616,105737,1231,1101,104506,104636,28597,0,28641,0,52390,0,48508,0,8105,0,11775,0,9758,0,9012,0,0,0,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,5656,0,5238,0
59,052,Bremerhaven  Bremen-Nord,178157,132411,1688,1573,130723,130838,42503,0,41313,0,60505,0,59828,0,11586,0,14603,0,9341,0,8106,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,6788,0,6314,0
60,904,Bremen,523471,400467,4780,4148,395687,396319,127419,0,122631,0,175297,0,168496,0,35859,0,50630,0,37558,0,32840,0,0,0,4219,0,0,0,0,0,0,0,0,0,0,0,0,0,19554,0,17503,0
62,053,Aachen,170863,135346,1503,1155,133843,134191,60208,0,56704,0,56343,0,48264,0,7098,0,15234,0,7828,0,9974,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,0,3461,0
63,054,Kreis Aachen,222475,180848,2469,2297,178379,178551,79192,0,77420,0,79711,0,75839,0,8138,0,13721,0,7746,0,6502,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,3592,0,4793,0
64,055,Heinsberg,165422,133829,2418,2356,131411,131473,73277,0,69573,0,43504,0,42134,0,7086,0,12139,0,4826,0,4007,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,2718,0,3478,0
65,056,Düren,185823,150932,1942,2029,148990,148903,66686,0,68022,0,61545,0,57083,0,11605,0,14592,0,5472,0,5028,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3682,0,3982,0
66,057,Erftkreis I,225573,182161,2816,2353,179345,179808,66319,0,67936,0,93428,0,80100,0,9985,0,20217,0,6475,0,6606,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,3138,0,4688,0
67,058,Euskirchen  Erftkreis II,222448,179509,2713,2326,176796,177183,83970,0,80924,0,63740,0,61632,0,18640,0,23558,0,6708,0,6275,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,3738,0,4546,0
68,059,Köln I,159553,120026,1281,1024,118745,119002,38951,0,36892,0,53730,0,51789,0,10938,0,15115,0,11659,0,10338,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,3467,0,3928,0
69,060,Köln II,163060,130300,1064,912,129236,129388,54133,0,47946,0,51213,0,46263,0,12471,0,22816,0,8463,0,8520,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,2956,0,3250,0
70,061,Köln III,188755,138386,1601,1331,136785,137055,48652,0,45143,0,64813,0,62848,0,9192,0,15187,0,9849,0,8201,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,4279,0,4930,0
71,062,Köln IV,172964,127211,1593,1264,125618,125947,44178,0,41208,0,61931,0,59824,0,8734,0,14072,0,7098,0,6141,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,3677,0,4164,0
72,063,Bonn,219665,179310,1743,1387,177567,177923,79543,0,76445,0,62406,0,54581,0,17566,0,29202,0,11955,0,11753,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,6097,0,5026,0
73,064,Rhein-Sieg-Kreis I,195472,157974,1859,1499,156115,156475,71860,0,68906,0,62416,0,56014,0,11940,0,20420,0,7504,0,6625,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,2395,0,4154,0
74,065,Rhein-Sieg-Kreis II,185845,154275,1892,1429,152383,152846,80302,0,73383,0,47508,0,44091,0,13826,0,24129,0,9350,0,6925,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,0,3947,0
75,066,Oberbergischer Kreis,196294,157232,1737,1569,155495,155663,77942,0,71769,0,56770,0,54820,0,10684,0,18702,0,6131,0,5796,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,3968,0,4322,0
76,067,Rheinisch-Bergischer Kreis I,168063,138280,1230,957,137050,137323,65971,0,60783,0,47057,0,43979,0,11915,0,21735,0,8088,0,6679,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,4019,0,3807,0
77,068,Leverkusen  Rheinisch-Bergischer Kreis II,154691,123774,1638,1102,122136,122672,50282,0,47990,0,51781,0,49867,0,9367,0,15774,0,6835,0,5061,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,3871,0,3677,0
78,069,Wuppertal I,147612,114209,941,899,113268,113310,36027,0,39081,0,45288,0,45640,0,21747,0,17854,0,6461,0,6165,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,3745,0,3877,0
79,070,Wuppertal II,138305,104898,1038,1002,103860,103896,36928,0,36464,0,46827,0,43776,0,11019,0,14729,0,4800,0,4386,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,4286,0,4111,0
80,071,Solingen  Remscheid,211541,161272,1524,1436,159748,159836,67045,0,62061,0,66112,0,62713,0,14437,0,22786,0,5979,0,6000,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,6175,0,5685,0
81,072,Mettmann I,201894,160515,1777,1558,158738,158957,70078,0,65122,0,65924,0,58468,0,12681,0,23061,0,8208,0,7353,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,0,4488,0
82,073,Mettmann II,175683,139247,1488,1317,137759,137930,67866,0,56376,0,53262,0,53677,0,8379,0,18199,0,6823,0,5456,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,0,3801,0
83,074,Düsseldorf I,229105,178531,1431,1274,177100,177257,75518,0,70609,0,68181,0,65124,0,17380,0,25450,0,10174,0,9921,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,5847,0,5223,0
84,075,Düsseldorf II,206691,156844,1608,1318,155236,155526,59734,0,57850,0,69175,0,66086,0,10844,0,16849,0,9459,0,8355,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,6024,0,5640,0
85,076,Neuss I,151158,118478,1479,1154,116999,117324,58715,0,53974,0,43873,0,41835,0,7373,0,13266,0,5432,0,4503,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,0,3479,0
86,077,Neuss II,163624,132596,1408,1128,131188,131468,63411,0,61030,0,48972,0,44306,0,11298,0,17555,0,6102,0,5082,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,0,3244,0
87,078,Mönchengladbach,200301,144176,1523,1372,142653,142804,66914,0,66051,0,50601,0,48769,0,14467,0,17570,0,7185,0,5711,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,3486,0,4329,0
88,079,Krefeld,177039,133719,1483,1232,132236,132487,63617,0,55472,0,51318,0,51224,0,7022,0,15785,0,6815,0,6083,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,3464,0,3568,0
89,080,Viersen,206012,159812,1951,1534,157861,158278,78227,0,74840,0,55134,0,53484,0,12546,0,19747,0,7901,0,6153,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,4053,0,3793,0
90,081,Kleve,199466,159180,2214,2027,156966,157153,82441,0,80786,0,53161,0,51388,0,10736,0,15650,0,7706,0,5660,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0,3470,0
91,082,Wesel I,173620,136498,1262,1092,135236,135406,51204,0,51200,0,65562,0,60192,0,8988,0,14736,0,6783,0,5883,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,0,3145,0
92,083,Wesel II,161988,127796,1728,1240,126068,126556,43497,0,43932,0,68055,0,62316,0,7913,0,11810,0,5698,0,4893,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,905,0,3346,0
93,084,Duisburg I,205429,158548,1762,1632,156786,156916,49304,0,48552,0,85726,0,82854,0,7538,0,13021,0,8451,0,6444,0,0,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,5767,0,5333,0
94,085,Duisburg II,185360,132846,1715,1720,131131,131126,37121,0,37042,0,78692,0,76992,0,5030,0,7900,0,5256,0,4054,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,5032,0,4769,0
95,086,Oberhausen,172900,129843,2165,1171,127678,128672,40652,0,39832,0,70908,0,69567,0,6230,0,10245,0,5784,0,4428,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,4104,0,4149,0
96,087,Mülheim,141355,112227,1413,1061,110814,111166,39236,0,36664,0,51739,0,52547,0,8168,0,13639,0,8689,0,4944,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,0,3046,0
97,088,Essen I,159577,119614,1278,1200,118336,118414,39401,0,38415,0,62030,0,60068,0,5851,0,10379,0,6667,0,4928,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,4387,0,4174,0
98,089,Essen II,143285,101609,1042,1030,100567,100579,29583,0,29300,0,57951,0,56621,0,4032,0,6951,0,4489,0,3180,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,4512,0,4182,0
99,090,Essen III,192824,151647,1396,1180,150251,150467,61692,0,57120,0,62078,0,60061,0,12334,0,20761,0,9319,0,7565,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,4828,0,4354,0
100,091,Recklinghausen I,181981,140682,2016,1570,138666,139112,49109,0,48472,0,72675,0,70770,0,6778,0,10501,0,7566,0,5224,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,2538,0,3761,0
101,092,Recklinghausen II  Borken I,219268,172540,1983,1652,170557,170888,68049,0,67397,0,81128,0,78514,0,8096,0,13758,0,8901,0,6294,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,4383,0,4575,0
102,093,Gelsenkirchen I,135187,97113,1474,1081,95639,96032,29312,0,28903,0,53461,0,53823,0,3706,0,5802,0,4920,0,3284,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,4240,0,3848,0
103,094,Gelsenkirchen II  Recklinghausen III,138417,105789,1550,1095,104239,104694,33753,0,33395,0,57284,0,56877,0,4255,0,6968,0,5195,0,3659,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,3752,0,3506,0
104,095,Bottrop  Recklinghausen IV,152866,119184,1320,1146,117864,118038,39431,0,38934,0,65976,0,64599,0,4274,0,7677,0,4395,0,3254,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,3788,0,3222,0
105,096,Borken II,219963,178302,1975,1869,176327,176433,104246,0,101121,0,54065,0,52080,0,7612,0,14222,0,7037,0,5582,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,3367,0,3196,0
106,097,Coesfeld  Steinfurt I,214764,177915,1738,1610,176177,176305,100258,0,94449,0,54036,0,52545,0,10267,0,18440,0,9021,0,7286,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,3342,0
107,098,Steinfurt II,219756,178702,2112,1778,176590,176924,79137,0,76738,0,74684,0,70867,0,10619,0,18158,0,8225,0,7152,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,3925,0,3789,0
108,099,Münster,202664,166764,1527,1133,165237,165631,70612,0,66096,0,60745,0,56434,0,14596,0,25079,0,15634,0,13761,0,0,0,929,0,0,0,0,0,0,0,0,0,0,0,0,0,3650,0,3332,0
109,100,Warendorf,192092,157611,2321,1797,155290,155814,77695,0,75164,0,53861,0,53253,0,13243,0,17577,0,7698,0,6088,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,2793,0,3462,0
110,101,Gütersloh,226719,182870,2251,1690,180619,181180,87696,0,87524,0,65574,0,59837,0,15059,0,20698,0,8534,0,8067,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,3756,0,4749,0
111,102,Bielefeld,239109,192642,2728,2145,189914,190497,80998,0,74079,0,81255,0,75614,0,11678,0,22301,0,11837,0,12270,0,0,0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,5367,0
112,103,Herford,186853,149783,2266,2014,147517,147769,61887,0,57799,0,64587,0,63303,0,9308,0,15950,0,6668,0,5895,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,5067,0,4566,0
113,104,Minden-Lübbecke,235311,187011,2568,2314,184443,184697,72798,0,72067,0,86552,0,79956,0,13736,0,20577,0,8000,0,7351,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,3357,0,4365,0
114,105,Lippe I,168418,136889,2246,1739,134643,135150,54778,0,52526,0,60620,0,56721,0,10198,0,15738,0,6760,0,5753,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,0,4173,0
115,106,Höxter  Lippe II,208978,169739,2443,1853,167296,167886,86430,0,83446,0,58738,0,55673,0,10663,0,17007,0,8048,0,6658,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,3417,0,4842,0
116,107,Paderborn,183084,146017,1882,1566,144135,144451,83885,0,82934,0,42185,0,37987,0,7774,0,13736,0,5960,0,5691,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,4331,0,3847,0
117,108,Hagen,163091,123100,1472,1294,121628,121806,47408,0,45110,0,56971,0,54724,0,7839,0,12378,0,5919,0,4764,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,3491,0,4507,0
118,109,Ennepe-Ruhr-Kreis I,190159,154383,1543,1319,152840,153064,54998,0,51981,0,74129,0,72303,0,10798,0,17517,0,7831,0,6192,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,5084,0,4632,0
119,110,Bochum I,196465,153032,2393,1468,150639,151564,49141,0,47420,0,82156,0,81126,0,6809,0,11460,0,8997,0,6677,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,3536,0,4203,0
120,111,Bochum II  Ennepe-Ruhr-Kreis II,197139,156242,2255,1567,153987,154675,47150,0,45054,0,85395,0,83740,0,7332,0,13372,0,10288,0,7616,0,0,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0,4266,0
121,112,Herne,134274,100638,1303,837,99335,99801,30493,0,29653,0,57985,0,57491,0,3525,0,5861,0,5008,0,3276,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,2324,0,3180,0
122,113,Dortmund I,146373,109191,1328,1138,107863,108053,34681,0,33370,0,55328,0,54940,0,5283,0,8662,0,8226,0,6521,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,4345,0,3825,0
