(c) Der Bundeswahlleiter (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2018

Ergebnisse der Wahlbezirksstatistik zur Bundestagswahl 1990 (Erststimmen nach Gemeinden)

"Wahlkreis";"Land";"Regierungsbezirk";"Kreis";"Verbandsgemeinde und Gemeinde";"Wahlbezirk";"Bezirksart";"Wahlberechtigte (A)";"Wahlberechtigte ohne Sperrvermerk (A1)";"Wahlberechtigte mit Sperrvermerk (A2)";"Wahlberechtigte nach § 25 Abs. 2 BWO (A3)";"Wähler (B)";"Wähler mit Wahlschein (B1)";"Ungültig";"Gültig";"CDU/CSU";"SPD";"FDP";"GRÜNE";"PDS";"DSU";"B90/Gr";"BP";"DDD";"BSA";"LIGA";"CM";"ÖKO-UNION";"DIE GRAUEN";"Mündige Bürger";"REP";"FRAUEN";"NPD";"ÖDP";"Patrioten";"SpAD";"VAA";"EFP";"Übrige"
"001";"01";"0";"59";"212018";"000000";"0";1229;1124;105;0;916;0;6;910;481;380;26;14;0;0;0;0;0;0;0;0;0;0;0;5;0;3;1;0;0;0;0;0
"001";"01";"0";"59";"212019";"000000";"0";805;772;33;0;568;0;4;564;324;181;24;23;0;0;0;0;0;0;0;0;0;0;0;6;0;1;5;0;0;0;0;0
"001";"01";"0";"59";"212026";"000000";"0";1508;1390;118;0;1142;0;16;1126;630;386;49;43;0;0;0;0;0;0;0;0;0;0;0;11;0;1;6;0;0;0;0;0
"001";"01";"0";"59";"212032";"000000";"0";212;202;10;0;169;0;1;168;91;60;9;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"212043";"000000";"0";600;579;21;0;463;0;6;457;205;213;23;9;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;0;0;0;0;0
"001";"01";"0";"59";"212056";"000000";"0";161;157;4;0;120;0;3;117;59;42;7;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"212078";"000000";"0";603;573;30;0;482;0;3;479;264;157;44;12;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"212999";"000000";"5";0;0;0;0;364;364;2;362;195;129;14;19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0
"001";"01";"0";"59";"215119";"000000";"0";3576;3413;163;0;2568;0;27;2541;1217;1047;161;96;0;0;0;0;0;0;0;0;0;0;0;13;0;2;5;0;0;0;0;0
"001";"01";"0";"59";"215180";"000000";"0";2331;2216;115;0;1782;0;13;1769;751;818;133;45;0;0;0;0;0;0;0;0;0;0;0;11;0;4;7;0;0;0;0;0
"001";"01";"0";"59";"215999";"000000";"5";0;0;0;0;262;262;0;262;130;87;18;22;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"218101";"000000";"0";330;316;14;0;263;0;1;262;104;132;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"218103";"000000";"0";443;421;22;0;339;0;6;333;175;133;10;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"001";"01";"0";"59";"218116";"000000";"0";1277;1225;52;0;917;1;7;910;462;337;59;41;0;0;0;0;0;0;0;0;0;0;0;7;0;0;4;0;0;0;0;0
"001";"01";"0";"59";"218126";"000000";"0";882;834;48;0;696;0;7;689;343;267;29;38;0;0;0;0;0;0;0;0;0;0;0;9;0;0;3;0;0;0;0;0
"001";"01";"0";"59";"218127";"000000";"0";1358;1270;88;0;1049;0;11;1038;512;403;44;65;0;0;0;0;0;0;0;0;0;0;0;6;0;3;5;0;0;0;0;0
"001";"01";"0";"59";"218141";"000000";"0";547;517;30;0;427;0;2;425;194;186;19;20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0
"001";"01";"0";"59";"218182";"000000";"0";937;891;46;0;729;0;5;724;377;287;31;24;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0
"001";"01";"0";"59";"218999";"000000";"5";0;0;0;0;287;287;0;287;139;108;16;19;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0
"001";"01";"0";"59";"221002";"000000";"0";328;287;41;0;250;0;1;249;76;139;21;9;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"221034";"000000";"0";195;187;8;0;166;0;3;163;80;65;14;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"221067";"000000";"0";220;203;17;0;166;0;4;162;72;74;7;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"221068";"000000";"0";534;505;29;0;371;0;4;367;155;169;21;13;0;0;0;0;0;0;0;0;0;0;0;4;0;2;3;0;0;0;0;0
"001";"01";"0";"59";"221999";"000000";"5";0;0;0;0;85;85;0;85;35;35;3;10;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"224001";"000000";"0";237;234;3;0;180;0;3;177;121;41;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"224009";"000000";"0";605;578;27;0;421;0;7;414;258;108;21;21;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0
"001";"01";"0";"59";"224020";"000000";"0";447;432;15;0;316;0;3;313;223;55;14;10;0;0;0;0;0;0;0;0;0;0;0;7;0;3;1;0;0;0;0;0
"001";"01";"0";"59";"224035";"000000";"0";584;552;32;0;426;0;12;414;223;144;21;14;0;0;0;0;0;0;0;0;0;0;0;9;0;1;2;0;0;0;0;0
"001";"01";"0";"59";"224050";"000000";"0";443;429;14;0;321;0;4;317;224;69;8;11;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0
"001";"01";"0";"59";"224051";"000000";"0";229;221;8;0;178;0;4;174;92;59;12;7;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0
"001";"01";"0";"59";"224053";"000000";"0";3863;3585;278;0;2598;0;20;2578;1348;922;205;76;0;0;0;0;0;0;0;0;0;0;0;19;0;3;5;0;0;0;0;0
"001";"01";"0";"59";"224087";"000000";"0";636;605;31;0;466;0;4;462;278;154;18;9;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0
"001";"01";"0";"59";"224999";"000000";"5";0;0;0;0;380;380;3;377;210;107;29;18;0;0;0;0;0;0;0;0;0;0;0;3;0;3;7;0;0;0;0;0
"001";"01";"0";"59";"227106";"000000";"0";704;659;45;0;542;0;7;535;327;146;32;27;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
"001";"01";"0";"59";"227118";"000000";"0";675;632;43;0;513;0;3;510;272;194;24;19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"227137";"000000";"0";823;767;56;0;631;0;11;620;331;231;24;23;0;0;0;0;0;0;0;0;0;0;0;4;0;4;3;0;0;0;0;0
"001";"01";"0";"59";"227145";"000000";"0";773;710;63;0;593;0;7;586;316;218;19;26;0;0;0;0;0;0;0;0;0;0;0;4;0;1;2;0;0;0;0;0
"001";"01";"0";"59";"227157";"000000";"0";306;288;18;0;226;0;3;223;118;83;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"001";"01";"0";"59";"227176";"000000";"0";1160;1108;52;0;915;0;10;905;411;404;37;35;0;0;0;0;0;0;0;0;0;0;0;12;0;4;2;0;0;0;0;0
"001";"01";"0";"59";"227178";"000000";"0";491;440;51;0;386;0;2;384;211;124;25;14;0;0;0;0;0;0;0;0;0;0;0;7;0;1;2;0;0;0;0;0
"001";"01";"0";"59";"227999";"000000";"5";0;0;0;0;307;307;0;307;162;98;16;24;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;0;0;0;0;0
"001";"01";"0";"59";"230150";"000000";"0";1476;1389;87;0;1097;0;11;1086;497;497;46;38;0;0;0;0;0;0;0;0;0;0;0;3;0;2;3;0;0;0;0;0
"001";"01";"0";"59";"230159";"000000";"0";1183;1135;48;0;898;0;7;891;479;325;39;37;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8;0;0;0;0;0
"001";"01";"0";"59";"230171";"000000";"0";3558;3281;276;1;2403;0;24;2379;1219;876;164;84;0;0;0;0;0;0;0;0;0;0;0;14;0;12;10;0;0;0;0;0
"001";"01";"0";"59";"230181";"000000";"0";880;828;52;0;705;0;3;702;342;293;42;23;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"001";"01";"0";"59";"230999";"000000";"5";0;0;0;0;428;428;3;425;230;148;21;17;0;0;0;0;0;0;0;0;0;0;0;3;0;2;4;0;0;0;0;0
"001";"01";"0";"59";"233038";"000000";"0";588;574;14;0;436;0;11;425;215;172;18;17;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0
"001";"01";"0";"59";"233069";"000000";"0";222;218;4;0;167;0;3;164;93;59;6;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"233071";"000000";"0";2344;2221;123;0;1803;0;18;1785;917;724;75;41;0;0;0;0;0;0;0;0;0;0;0;15;0;4;9;0;0;0;0;0
"001";"01";"0";"59";"233076";"000000";"0";419;402;17;0;296;0;2;294;146;126;12;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0
"001";"01";"0";"59";"233999";"000000";"5";0;0;0;0;153;153;1;152;86;50;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"236105";"000000";"0";74;72;2;0;60;0;0;60;30;25;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"236115";"000000";"0";1656;1597;59;0;1245;0;15;1230;613;478;74;51;0;0;0;0;0;0;0;0;0;0;0;10;0;1;3;0;0;0;0;0
"001";"01";"0";"59";"236123";"000000";"0";431;421;10;0;338;0;2;336;230;72;16;13;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0
"001";"01";"0";"59";"236124";"000000";"0";136;128;8;0;90;0;4;86;53;17;8;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"236129";"000000";"0";245;236;9;0;165;0;2;163;84;54;11;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"236143";"000000";"0";572;552;20;0;413;0;0;413;226;147;21;10;0;0;0;0;0;0;0;0;0;0;0;6;0;1;2;0;0;0;0;0
"001";"01";"0";"59";"236144";"000000";"0";407;389;18;0;312;0;3;309;172;108;13;13;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0
"001";"01";"0";"59";"236149";"000000";"0";330;317;13;0;241;0;6;235;146;71;7;7;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0
"001";"01";"0";"59";"236151";"000000";"0";212;205;7;0;167;0;1;166;113;41;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"236158";"000000";"0";1215;1122;93;0;884;0;14;870;418;365;36;43;0;0;0;0;0;0;0;0;0;0;0;6;0;1;1;0;0;0;0;0
"001";"01";"0";"59";"236173";"000000";"0";591;575;16;0;460;0;4;456;176;227;22;23;0;0;0;0;0;0;0;0;0;0;0;4;0;1;3;0;0;0;0;0
"001";"01";"0";"59";"236177";"000000";"0";366;352;14;0;245;2;1;244;153;71;3;12;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"236179";"000000";"0";1418;1357;61;0;1011;0;8;1003;590;315;45;45;0;0;0;0;0;0;0;0;0;0;0;5;0;1;2;0;0;0;0;0
"001";"01";"0";"59";"236999";"000000";"5";0;0;0;0;303;303;4;299;132;119;15;31;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"001";"01";"0";"59";"239041";"000000";"0";445;418;27;0;331;0;3;328;203;101;14;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"001";"01";"0";"59";"239042";"000000";"0";629;600;29;0;487;0;2;485;275;159;23;21;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;0;0;0;0;0
"001";"01";"0";"59";"239057";"000000";"0";681;642;39;0;543;0;7;536;292;174;34;29;0;0;0;0;0;0;0;0;0;0;0;4;0;1;2;0;0;0;0;0
"001";"01";"0";"59";"239062";"000000";"0";732;683;49;0;572;0;4;568;262;254;28;20;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0
"001";"01";"0";"59";"239077";"000000";"0";1696;1601;95;0;1279;0;16;1263;654;529;44;26;0;0;0;0;0;0;0;0;0;0;0;6;0;2;2;0;0;0;0;0
"001";"01";"0";"59";"239999";"000000";"5";0;0;0;0;219;219;3;216;123;61;11;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0
"001";"01";"0";"59";"242010";"000000";"0";970;928;42;0;755;1;12;743;437;224;43;24;0;0;0;0;0;0;0;0;0;0;0;12;0;1;2;0;0;0;0;0
"001";"01";"0";"59";"242023";"000000";"0";587;566;21;0;445;0;5;440;256;137;26;17;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0
"001";"01";"0";"59";"242039";"000000";"0";687;644;43;0;480;0;9;471;329;93;19;19;0;0;0;0;0;0;0;0;0;0;0;7;0;1;3;0;0;0;0;0
"001";"01";"0";"59";"242044";"000000";"0";1461;1386;75;0;1092;0;9;1083;590;389;47;34;0;0;0;0;0;0;0;0;0;0;0;11;0;4;8;0;0;0;0;0
"001";"01";"0";"59";"242079";"000000";"0";1298;1240;58;0;898;0;18;880;541;273;38;22;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;0;0;0;0;0
"001";"01";"0";"59";"242092";"000000";"0";1072;1022;50;0;796;0;4;792;476;233;54;23;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"242999";"000000";"5";0;0;0;0;273;273;3;270;144;101;10;11;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0
"001";"01";"0";"59";"245005";"000000";"0";589;564;25;0;440;0;4;436;220;175;14;14;0;0;0;0;0;0;0;0;0;0;0;8;0;0;5;0;0;0;0;0
"001";"01";"0";"59";"245024";"000000";"0";1481;1404;77;0;1085;0;21;1064;604;382;46;23;0;0;0;0;0;0;0;0;0;0;0;5;0;3;1;0;0;0;0;0
"001";"01";"0";"59";"245058";"000000";"0";550;528;22;0;389;0;5;384;288;74;13;4;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0
"001";"01";"0";"59";"245064";"000000";"0";608;574;34;0;451;0;10;441;274;137;15;4;0;0;0;0;0;0;0;0;0;0;0;8;0;0;3;0;0;0;0;0
"001";"01";"0";"59";"245085";"000000";"0";764;726;38;0;579;0;6;573;296;233;29;10;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0
"001";"01";"0";"59";"245088";"000000";"0";266;254;12;0;212;0;4;208;150;39;6;7;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0
"001";"01";"0";"59";"245096";"000000";"0";428;420;8;0;341;0;2;339;176;120;22;16;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0
"001";"01";"0";"59";"245999";"000000";"5";0;0;0;0;195;195;2;193;112;64;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"001";"01";"0";"59";"248102";"000000";"0";156;151;5;0;119;0;2;117;58;47;6;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0
"001";"01";"0";"59";"248109";"000000";"0";697;661;36;0;494;0;1;493;255;177;37;22;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"001";"01";"0";"59";"248148";"000000";"0";449;414;35;0;333;0;2;331;160;139;17;11;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0
"001";"01";"0";"59";"248153";"000000";"0";1027;963;64;0;737;0;5;732;359;280;54;32;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;0;0;0;0;0
"001";"01";"0";"59";"248164";"000000";"0";704;646;58;0;515;0;4;511;298;161;24;25;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"248165";"000000";"0";1023;970;53;0;706;0;12;694;365;259;25;27;0;0;0;0;0;0;0;0;0;0;0;11;0;5;2;0;0;0;0;0
"001";"01";"0";"59";"248167";"000000";"0";1096;1036;60;0;886;0;13;873;461;341;36;26;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;0;0;0;0
"001";"01";"0";"59";"248999";"000000";"5";0;0;0;0;297;297;3;294;162;91;12;25;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0
"001";"01";"0";"59";"251006";"000000";"0";519;498;21;0;396;0;5;391;203;152;12;17;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0
"001";"01";"0";"59";"251011";"000000";"0";629;557;72;0;444;0;5;439;230;156;24;21;0;0;0;0;0;0;0;0;0;0;0;3;0;1;4;0;0;0;0;0
"001";"01";"0";"59";"251014";"000000";"0";221;207;14;0;175;0;5;170;89;70;7;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0
"001";"01";"0";"59";"251021";"000000";"0";205;185;20;0;148;0;1;147;59;73;9;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"251022";"000000";"0";208;191;17;0;160;0;2;158;66;76;8;6;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"001";"01";"0";"59";"251047";"000000";"0";164;145;19;0;129;0;6;123;56;46;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"251055";"000000";"0";195;185;10;0;150;0;6;144;72;52;12;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"251060";"000000";"0";781;743;38;0;594;0;8;586;272;243;27;30;0;0;0;0;0;0;0;0;0;0;0;10;0;0;4;0;0;0;0;0
"001";"01";"0";"59";"251063";"000000";"0";375;353;22;0;256;0;2;254;94;144;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"251065";"000000";"0";103;98;5;0;75;0;0;75;34;24;8;5;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0
"001";"01";"0";"59";"251070";"000000";"0";172;167;5;0;130;0;1;129;44;70;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"001";"01";"0";"59";"251072";"000000";"0";169;159;10;0;128;0;1;127;68;45;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"001";"01";"0";"59";"251074";"000000";"0";272;258;14;0;210;0;2;208;94;98;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"001";"01";"0";"59";"251080";"000000";"0";513;493;20;0;382;0;3;379;193;147;18;10;0;0;0;0;0;0;0;0;0;0;0;5;0;2;4;0;0;0;0;0
"001";"01";"0";"59";"251083";"000000";"0";2744;2566;178;0;2033;0;15;2018;977;889;85;41;0;0;0;0;0;0;0;0;0;0;0;18;0;3;5;0;0;0;0;0
"001";"01";"0";"59";"251094";"000000";"0";536;492;44;0;401;0;8;393;195;150;27;17;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0
"001";"01";"0";"59";"251095";"000000";"0";228;209;19;0;163;0;3;160;74;69;8;7;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"251999";"000000";"5";0;0;0;0;509;509;3;506;278;169;33;21;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0
"001";"01";"0";"59";"254016";"000000";"0";431;392;39;0;319;0;4;315;161;120;14;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0
"001";"01";"0";"59";"254033";"000000";"0";139;132;7;0;114;0;3;111;62;33;4;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0
"001";"01";"0";"59";"254073";"000000";"0";1075;1015;60;0;816;0;5;811;427;322;35;20;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0;0
"001";"01";"0";"59";"254086";"000000";"0";630;597;33;0;490;0;1;489;279;174;19;13;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0
"001";"01";"0";"59";"254090";"000000";"0";744;711;33;0;545;0;2;543;233;255;19;25;0;0;0;0;0;0;0;0;0;0;0;6;0;0;5;0;0;0;0;0
"001";"01";"0";"59";"254097";"000000";"0";369;355;14;0;281;0;2;279;158;99;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"001";"01";"0";"59";"254098";"000000";"0";896;844;52;0;714;0;4;710;345;294;29;31;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4;0;0;0;0;0
"001";"01";"0";"59";"254999";"000000";"5";0;0;0;0;224;224;0;224;116;78;16;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"002";"01";"0";"51";"000044";"000000";"0";16929;15620;1309;0;11364;70;142;11222;5405;4640;664;352;0;0;0;0;0;0;0;0;0;0;0;125;0;36;0;0;0;0;0;0
"002";"01";"0";"51";"000044";"000000";"5";0;0;0;0;1179;1179;7;1172;591;440;76;46;0;0;0;0;0;0;0;0;0;0;0;14;0;5;0;0;0;0;0;0
"002";"01";"0";"51";"000127";"000000";"0";2566;2365;201;0;1712;0;24;1688;789;752;77;40;0;0;0;0;0;0;0;0;0;0;0;24;0;6;0;0;0;0;0;0
"002";"01";"0";"51";"000127";"000000";"5";0;0;0;0;199;199;1;198;82;93;16;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"106013";"000000";"0";4013;3460;553;0;2600;0;29;2571;1350;960;165;53;0;0;0;0;0;0;0;0;0;0;0;26;0;17;0;0;0;0;0;0
"002";"01";"0";"51";"106014";"000000";"0";251;225;26;0;186;0;3;183;95;72;10;2;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0
"002";"01";"0";"51";"106043";"000000";"0";185;166;19;0;126;0;2;124;63;54;3;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"106084";"000000";"0";176;159;17;0;124;0;4;120;65;44;9;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"106121";"000000";"0";133;116;17;0;92;0;0;92;44;38;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"106132";"000000";"0";688;618;70;0;467;0;6;461;215;205;18;10;0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0;0;0;0;0
"002";"01";"0";"51";"106999";"000000";"5";0;0;0;0;668;668;8;660;382;176;60;30;0;0;0;0;0;0;0;0;0;0;0;8;0;4;0;0;0;0;0;0
"002";"01";"0";"51";"118005";"000000";"0";152;148;4;0;121;0;0;121;73;36;5;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"118008";"000000";"0";26;26;0;0;24;0;0;24;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"002";"01";"0";"51";"118020";"000000";"0";573;552;21;0;436;0;8;428;237;136;25;10;0;0;0;0;0;0;0;0;0;0;0;17;0;3;0;0;0;0;0;0
"002";"01";"0";"51";"118030";"000000";"0";191;178;13;0;128;0;3;125;76;32;13;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"118036";"000000";"0";88;79;9;0;64;0;1;63;51;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"118040";"000000";"0";49;47;2;0;44;0;1;43;38;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"118049";"000000";"0";1377;1260;117;0;941;0;16;925;457;344;93;22;0;0;0;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;0;0
"002";"01";"0";"51";"118053";"000000";"0";271;262;9;0;186;0;6;180;106;58;6;8;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"002";"01";"0";"51";"118060";"000000";"0";328;321;7;0;268;0;3;265;138;99;16;11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"118068";"000000";"0";588;559;29;0;451;0;8;443;225;165;23;16;0;0;0;0;0;0;0;0;0;0;0;9;0;5;0;0;0;0;0;0
"002";"01";"0";"51";"118080";"000000";"0";93;91;2;0;67;0;1;66;36;15;8;1;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0
"002";"01";"0";"51";"118102";"000000";"0";202;191;11;0;159;0;4;155;99;46;4;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"002";"01";"0";"51";"118111";"000000";"0";350;329;21;0;260;0;3;257;132;109;9;5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"002";"01";"0";"51";"118133";"000000";"0";125;109;16;0;93;0;5;88;55;20;8;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0
"002";"01";"0";"51";"118999";"000000";"5";0;0;0;0;254;254;0;254;135;85;18;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"002";"01";"0";"51";"121038";"000000";"0";78;74;4;0;51;0;1;50;24;15;6;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"121047";"000000";"0";432;397;35;0;309;0;6;303;159;118;16;7;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"121058";"000000";"0";119;114;5;0;92;0;1;91;51;30;4;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"121061";"000000";"0";471;444;27;0;343;0;3;340;122;207;2;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"002";"01";"0";"51";"121065";"000000";"0";815;773;42;0;557;1;7;550;241;261;25;11;0;0;0;0;0;0;0;0;0;0;0;9;0;3;0;0;0;0;0;0
"002";"01";"0";"51";"121071";"000000";"0";1503;1409;94;0;949;0;14;935;403;450;41;29;0;0;0;0;0;0;0;0;0;0;0;10;0;2;0;0;0;0;0;0
"002";"01";"0";"51";"121092";"000000";"0";435;410;25;0;311;0;0;311;128;149;20;11;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
"002";"01";"0";"51";"121096";"000000";"0";260;246;14;0;189;0;4;185;98;70;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
