,Wahlkreis,Gebiet,Wahlberechtigte,Wähler,Ungültige,Ungültige:2,Gültige,Gültige:2,CDU/CSU,CDU/CSU_prev,CDU/CSU:2,CDU/CSU:2_prev,SPD,SPD_prev,SPD:2,SPD:2_prev,FDP,FDP_prev,FDP:2,FDP:2_prev,GRUENE,GRUENE_prev,GRUENE:2,GRUENE:2_prev,LINKE,LINKE_prev,LINKE:2,LINKE:2_prev,AFD,AFD_prev,AFD:2,AFD:2_prev,KPD,KPD_prev,KPD:2,KPD:2_prev,BHE,BHE_prev,BHE:2,BHE:2_prev,OTHER,OTHER_prev,OTHER:2,OTHER:2_prev
95,086,MUELHEIM,141485,130027,720,525,129307,129502,45099,0,44503,0,75011,0,72022,0,7931,0,11971,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,637,0,0,0,0,0,452,0,369,0
96,087,ESSEN I,164326,147028,1013,656,146015,146372,49787,0,49746,0,87110,0,86132,0,7478,0,9155,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,937,0,0,0,0,0,417,0,402,0
97,088,ESSEN II,161146,142889,1007,657,141882,142232,40991,0,41080,0,94000,0,92634,0,5196,0,7169,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,0,981,0,0,0,0,0,389,0,368,0
98,089,ESSEN III,176413,162513,966,620,161547,161893,71722,0,71319,0,77007,0,73290,0,11067,0,15915,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,0,893,0,0,0,0,0,490,0,476,0
99,090,DUISBURG I,139302,123876,1453,598,122423,123278,34616,0,34524,0,81109,0,81573,0,5488,0,6136,0,0,0,0,0,0,0,0,0,0,0,0,0,831,0,661,0,0,0,0,0,379,0,384,0
100,091,DUISBURG II,160221,145894,1274,568,144620,145326,51795,0,51393,0,83218,0,82140,0,7956,0,10448,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,869,0,0,0,0,0,488,0,476,0
101,092,AHAUS  BOHOLT,179285,168332,1111,967,167221,167365,109827,0,110849,0,51999,0,49466,0,4686,0,6404,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,306,0,0,0,0,0,268,0,340,0
102,093,TECKLENBURG,165794,154740,1444,842,153296,153898,80334,0,79324,0,62804,0,61802,0,9384,0,12008,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,362,0,0,0,0,0,268,0,402,0
103,094,BECKUM  WARENDORF,168054,156587,1437,752,155150,155835,84494,0,84524,0,59267,0,60972,0,10302,0,9319,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,617,0,0,0,0,0,308,0,403,0
104,095,MUENSTER,153486,140773,1151,511,139622,140262,71200,0,71012,0,54393,0,53074,0,12417,0,14654,0,0,0,0,0,0,0,0,0,0,0,0,0,909,0,909,0,0,0,0,0,703,0,613,0
105,096,STEINFURT   COESFELD,195144,182700,1942,981,180758,181719,109183,0,109703,0,60179,0,62013,0,10513,0,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,349,0,0,0,0,0,317,0,408,0
106,097,GELSENKIRCHEN I,119003,108148,794,526,107354,107622,33159,0,33366,0,67588,0,67867,0,5211,0,5358,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,0,677,0,0,0,0,0,352,0,354,0
107,098,GELSENKIRCHEN II,119183,108320,792,550,107528,107770,33003,0,32736,0,68131,0,68476,0,5091,0,5508,0,0,0,0,0,0,0,0,0,0,0,0,0,911,0,624,0,0,0,0,0,392,0,426,0
108,099,RECKLINGHAUSEN-LAND,188045,173909,3291,3706,170618,170203,69482,0,69248,0,91269,0,89760,0,8292,0,9836,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,811,0,0,0,0,0,434,0,548,0
109,100,RECKLINGHAUSEN-STADT,168254,155457,2699,3112,152758,152345,58504,0,58474,0,85663,0,84255,0,7245,0,8597,0,0,0,0,0,0,0,0,0,0,0,0,0,783,0,544,0,0,0,0,0,563,0,475,0
110,101,BOTTROP  GLADBECK,137001,125389,3468,1965,121921,123424,40283,0,40776,0,73179,0,75278,0,4308,0,5433,0,0,0,0,0,0,0,0,0,0,0,0,0,3876,0,1610,0,0,0,0,0,275,0,327,0
111,102,HOEXTER,146290,137378,1363,753,136015,136625,92791,0,92762,0,37228,0,37239,0,5332,0,6098,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,216,0,0,0,0,0,284,0,310,0
112,103,BIELEFELD I,178055,163003,1825,1028,161178,161975,74334,0,73189,0,72388,0,71161,0,13457,0,16668,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,410,0,0,0,0,0,386,0,547,0
113,104,BIELEFELD II,164339,151943,1337,904,150606,151039,62549,0,62392,0,71566,0,71930,0,14866,0,15429,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,0,709,0,0,0,0,0,571,0,579,0
114,105,DETMOLD-LIPPE,223833,207209,1759,1330,205450,205879,86485,0,85590,0,98985,0,97023,0,18485,0,21837,0,0,0,0,0,0,0,0,0,0,0,0,0,790,0,642,0,0,0,0,0,705,0,787,0
115,106,PADERBORN  WIEDENBRUECK,167587,155448,1365,817,154083,154631,102643,0,101968,0,41386,0,42125,0,9283,0,9851,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,228,0,0,0,0,0,394,0,459,0
116,107,HERFORD,181174,168187,2028,1233,166159,166954,68150,0,67923,0,85627,0,83923,0,11255,0,14056,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,453,0,0,0,0,0,534,0,599,0
117,108,MINDEN,215802,197657,2376,1663,195281,195994,82643,0,82301,0,97148,0,94721,0,14148,0,17812,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,501,0,0,0,0,0,642,0,659,0
118,109,LUEDINGHAUSEN,217873,200552,1385,1050,199167,199502,95377,0,94697,0,94440,0,92991,0,8147,0,10575,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,595,0,0,0,0,0,503,0,644,0
119,110,WANNE-EICKEL  WATTENSCHEID,128730,117174,772,518,116402,116656,36817,0,36972,0,73728,0,72660,0,4574,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,550,0,0,0,0,0,579,0,474,0
120,111,HERNE  CASTROP-RAUXEL,132015,120837,1437,1271,119400,119566,38567,0,38615,0,75129,0,74132,0,4558,0,5779,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,633,0,0,0,0,0,418,0,407,0
121,112,ENNEPE-RUHR-KREIS,194537,180473,993,777,179480,179696,67557,0,67123,0,98152,0,95657,0,11942,0,15397,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,839,0,0,0,0,0,699,0,680,0
122,113,HAGEN,140458,126402,691,556,125711,125846,49943,0,49672,0,59990,0,64914,0,14158,0,10086,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,583,0,0,0,0,0,624,0,591,0
123,114,DORTMUND I,171527,158587,1091,631,157496,157956,57385,0,57183,0,87236,0,85642,0,11089,0,13580,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,0,966,0,0,0,0,0,518,0,585,0
124,115,DORTMUND II,136338,122819,888,561,121931,122258,35037,0,34955,0,80650,0,80377,0,5027,0,5797,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0,692,0,0,0,0,0,378,0,437,0
125,116,DORTMUND III,152333,136773,1006,628,135767,136145,44521,0,44646,0,81922,0,81752,0,7230,0,8282,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,0,858,0,0,0,0,0,906,0,607,0
126,117,BOCHUM,157498,145069,1078,618,143991,144451,50082,0,49344,0,85476,0,83646,0,6726,0,10030,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,0,792,0,0,0,0,0,642,0,639,0
127,118,BOCHUM  WITTEN,163742,151439,1289,808,150150,150631,46575,0,46490,0,93392,0,93196,0,8346,0,9588,0,0,0,0,0,0,0,0,0,0,0,0,0,783,0,683,0,0,0,0,0,1054,0,674,0
128,119,ISERLOHN,189876,173717,1118,843,172599,172874,78074,0,76879,0,83692,0,81115,0,9601,0,13703,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0,460,0,0,0,0,0,671,0,717,0
129,120,LIPPSTADT  BRILON,127631,118634,1226,674,117408,117960,68764,0,68698,0,41786,0,42140,0,6250,0,6524,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,235,0,0,0,0,0,278,0,363,0
130,121,OLPE  MESCHEDE,132973,125945,1234,573,124711,125372,81589,0,82140,0,37920,0,37343,0,4502,0,5334,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,262,0,0,0,0,0,307,0,293,0
131,122,ARNSBERG  SOEST,188050,174525,1620,975,172905,173550,94895,0,94522,0,66898,0,66597,0,9999,0,11355,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,402,0,0,0,0,0,539,0,674,0
132,123,UNNA,170382,157812,1012,767,156800,157045,53148,0,53475,0,93335,0,91550,0,8954,0,10817,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,525,0,0,0,0,0,674,0,678,0
133,124,LUEDENSCHEID,166392,151857,1103,856,150754,151001,63696,0,63671,0,74422,0,72432,0,11281,0,13693,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,429,0,0,0,0,0,747,0,776,0
134,125,SIEGEN  WITTGENSTEIN,202603,185750,1357,1082,184393,184668,79452,0,80242,0,89294,0,84668,0,14118,0,18403,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,598,0,0,0,0,0,673,0,757,0
135,905,NORDRHEIN-WESTFALEN,12118533,11066546,107261,76984,10959285,10989562,4907990,0,4892278,0,5251009,0,5153959,0,703914,0,860331,0,0,0,0,0,0,0,0,0,0,0,0,0,59036,0,44355,0,0,0,0,0,37336,0,38639,0
137,126,WALDECK,141798,130881,1908,863,128973,130018,54011,0,54787,0,64105,0,63648,0,9676,0,10597,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,368,0,0,0,0,0,711,0,618,0
138,127,KASSEL,179890,164246,1204,1074,163042,163172,60043,0,59956,0,87508,0,86252,0,13407,0,15035,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,0,990,0,0,0,0,0,797,0,939,0
139,128,WERRA-MEISSNER,150063,141085,1943,1049,139142,140036,49275,0,50002,0,80824,0,79710,0,8240,0,9367,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,554,0,0,0,0,0,0,0,403,0
140,129,FRITZLAR,136312,126831,1203,1019,125628,125812,52553,0,52959,0,63421,0,62879,0,8706,0,9072,0,0,0,0,0,0,0,0,0,0,0,0,0,583,0,423,0,0,0,0,0,365,0,479,0
141,130,HERSFELD,154740,145482,2790,1059,142692,144423,63754,0,63940,0,71791,0,70543,0,6578,0,9103,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,432,0,0,0,0,0,0,0,405,0
142,131,MARBURG,155117,141808,1601,882,140207,140926,63993,0,63531,0,66286,0,65176,0,6727,0,9837,0,0,0,0,0,0,0,0,0,0,0,0,0,2777,0,1733,0,0,0,0,0,424,0,649,0
143,132,WETZLAR,189466,173496,1546,1324,171950,172172,74180,0,74243,0,81196,0,82373,0,14987,0,14048,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,644,0,0,0,0,0,888,0,864,0
144,133,GIESSEN,177984,164357,1785,1358,162572,162999,72689,0,72558,0,77132,0,75642,0,10872,0,13114,0,0,0,0,0,0,0,0,0,0,0,0,0,952,0,838,0,0,0,0,0,927,0,847,0
145,134,FULDA,202727,188605,3775,1448,184830,187157,108907,0,109524,0,64856,0,64999,0,9738,0,11312,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,586,0,0,0,0,0,574,0,736,0
146,135,HOCHTAUNUS,214736,198957,1953,1253,197004,197704,99874,0,98539,0,81345,0,76829,0,14105,0,20528,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,797,0,0,0,0,0,747,0,1011,0
147,136,WETTERAU,176327,163381,1967,1316,161414,162065,72837,0,72271,0,77092,0,75298,0,9760,0,12997,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,571,0,0,0,0,0,1011,0,928,0
148,137,LIMBURG,171806,158375,1763,1263,156612,157112,82954,0,82677,0,63232,0,61622,0,9222,0,11712,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,441,0,0,0,0,0,673,0,660,0
149,138,WIESBADEN,180690,159725,1886,1015,157839,158710,71098,0,70201,0,72575,0,70368,0,12458,0,16445,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,692,0,0,0,0,0,1049,0,1004,0
150,139,HANAU,211626,194587,1837,1717,192750,192870,87417,0,86375,0,90980,0,88766,0,11983,0,15535,0,0,0,0,0,0,0,0,0,0,0,0,0,1604,0,1234,0,0,0,0,0,766,0,960,0
151,140,FRANKFURT (MAIN) I  MAIN-TAUNUS,170188,155212,1107,987,154105,154225,68024,0,67595,0,68310,0,69339,0,15638,0,15370,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,903,0,0,0,0,0,1085,0,1018,0
152,141,FRANKFURT (MAIN) II,170451,150889,1186,1074,149703,149815,67838,0,66835,0,65150,0,63444,0,13987,0,17177,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,0,1238,0,0,0,0,0,1324,0,1121,0
153,142,FRANKFURT (MAIN) III,152290,135103,1137,1112,133966,133991,58141,0,57535,0,62759,0,59858,0,10316,0,14254,0,0,0,0,0,0,0,0,0,0,0,0,0,1369,0,1161,0,0,0,0,0,1381,0,1183,0
154,143,GROSS-GERAU,198894,185641,1904,1291,183737,184350,76050,0,76631,0,94160,0,90557,0,11011,0,15361,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,839,0,0,0,0,0,1149,0,962,0
155,144,OFFENBACH,201169,184766,2283,1256,182483,183510,81015,0,80789,0,85626,0,83344,0,13740,0,17307,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,0,1069,0,0,0,0,0,1044,0,1001,0
156,145,DARMSTADT,189043,173088,1943,1569,171145,171519,70340,0,70346,0,82852,0,81332,0,14792,0,17563,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,0,1078,0,0,0,0,0,1814,0,1200,0
157,146,DIEBURG,207286,193819,3018,1980,190801,191839,88485,0,89006,0,89404,0,86515,0,10800,0,14199,0,0,0,0,0,0,0,0,0,0,0,0,0,1431,0,1164,0,0,0,0,0,681,0,955,0
158,147,BERGSTRASSE,166851,154941,1505,1364,153436,153577,74470,0,73395,0,69976,0,67871,0,7489,0,10931,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,545,0,0,0,0,0,882,0,835,0
159,906,HESSEN,3899454,3585275,41244,27273,3544031,3558002,1597948,0,1593695,0,1660580,0,1626365,0,244232,0,300864,0,0,0,0,0,0,0,0,0,0,0,0,0,22979,0,18300,0,0,0,0,0,18292,0,18778,0
161,148,NEUWIED,201857,186671,1347,1145,185324,185526,93372,0,92755,0,79874,0,77391,0,11216,0,14417,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,489,0,0,0,0,0,356,0,474,0
