Date,Euro,Swiss Franc,U.K. Pound Sterling,U.S. Dollar,Day,Month,Year
1998-10-30,1.18398,1.3459,1.6773,1.0,30,10,1998
1998-11-02,1.18373,1.3477,1.6676,1.0,2,11,1998
1998-11-03,1.17525,1.3561,1.6552,1.0,3,11,1998
1998-11-04,1.1711,1.3689,1.6527,1.0,4,11,1998
1998-11-05,1.17706,1.3639,1.6594,1.0,5,11,1998
1998-11-06,1.17706,1.366,1.6626,1.0,6,11,1998
1998-11-09,1.16671,1.3873,1.6625,1.0,9,11,1998
1998-11-10,1.1624,1.3913,1.6593,1.0,10,11,1998
1998-11-11,1.16248,1.3915,1.6613,1.0,11,11,1998
1998-11-12,1.1606,1.3893,1.6568,1.0,12,11,1998
1998-11-13,1.1606,1.3888,1.6679,1.0,13,11,1998
1998-11-16,1.17368,1.3741,1.6733,1.0,16,11,1998
1998-11-17,1.17468,1.3715,1.6789,1.0,17,11,1998
1998-11-18,1.1744,1.3711,1.6735,1.0,18,11,1998
1998-11-19,1.16938,1.3761,1.6687,1.0,19,11,1998
1998-11-20,1.16054,1.3873,1.6623,1.0,20,11,1998
1998-11-23,1.14781,1.4057,1.6511,1.0,23,11,1998
1998-11-24,1.1481,1.4111,1.6541,1.0,24,11,1998
1998-11-25,1.15347,1.4022,1.663,1.0,25,11,1998
1998-11-26,1.15074,1.4096,1.6561,1.0,26,11,1998
1998-11-27,1.15074,1.4035,1.6559,1.0,27,11,1998
1998-11-30,1.1517,1.4054,1.6521,1.0,30,11,1998
1998-12-01,1.16338,1.3805,1.6498,1.0,1,12,1998
1998-12-02,1.16595,1.3726,1.6565,1.0,2,12,1998
1998-12-03,1.16703,1.3639,1.6685,1.0,3,12,1998
1998-12-04,1.16816,1.3671,1.6667,1.0,4,12,1998
1998-12-07,1.16632,1.3741,1.656,1.0,7,12,1998
1998-12-08,1.16937,1.3667,1.6529,1.0,8,12,1998
1998-12-09,1.16937,1.3604,1.6582,1.0,9,12,1998
1998-12-10,1.17194,1.3522,1.6608,1.0,10,12,1998
1998-12-11,1.1816,1.3315,1.6705,1.0,11,12,1998
1998-12-14,1.1816,1.3373,1.6821,1.0,14,12,1998
1998-12-15,1.1816,1.3368,1.686,1.0,15,12,1998
1998-12-16,1.1765,1.3397,1.681,1.0,16,12,1998
1998-12-17,1.17629,1.3437,1.6777,1.0,17,12,1998
1998-12-18,1.17949,1.3461,1.681,1.0,18,12,1998
1998-12-21,1.17538,1.3509,1.6841,1.0,21,12,1998
1998-12-22,1.17114,1.3593,1.6811,1.0,22,12,1998
1998-12-23,1.17011,1.3631,1.6754,1.0,23,12,1998
1998-12-24,1.16536,1.3698,1.6765,1.0,24,12,1998
1998-12-28,1.16536,1.3753,1.6776,1.0,28,12,1998
1998-12-29,1.17001,1.367,1.6776,1.0,29,12,1998
1998-12-30,1.17228,1.3661,1.6734,1.0,30,12,1998
1998-12-31,1.16675,1.3765,1.6635,1.0,31,12,1998
1999-01-04,1.1789,1.3686,1.6552,1.0,4,1,1999
1999-01-05,1.179,1.3675,1.6551,1.0,5,1,1999
1999-01-06,1.1743,1.3725,1.6644,1.0,6,1,1999
1999-01-07,1.1632,1.3862,1.6527,1.0,7,1,1999
1999-01-08,1.1659,1.3845,1.6431,1.0,8,1,1999
1999-01-11,1.1569,1.3908,1.6433,1.0,11,1,1999
1999-01-12,1.152,1.398,1.6271,1.0,12,1,1999
1999-01-13,1.1744,1.3671,1.6489,1.0,13,1,1999
1999-01-14,1.1653,1.3675,1.6494,1.0,14,1,1999
1999-01-15,1.1626,1.3659,1.6564,1.0,15,1,1999
1999-01-18,1.1612,1.386,1.6529,1.0,18,1,1999
1999-01-19,1.1616,1.3738,1.6596,1.0,19,1,1999
1999-01-20,1.1575,1.3831,1.6509,1.0,20,1,1999
1999-01-21,1.1572,1.3867,1.6435,1.0,21,1,1999
1999-01-22,1.1567,1.3839,1.6519,1.0,22,1,1999
1999-01-25,1.1584,1.3787,1.6578,1.0,25,1,1999
1999-01-26,1.1582,1.3859,1.6592,1.0,26,1,1999
1999-01-27,1.1529,1.3955,1.654,1.0,27,1,1999
1999-01-28,1.141,1.4134,1.6492,1.0,28,1,1999
1999-01-29,1.1384,1.4174,1.6474,1.0,29,1,1999
1999-02-01,1.1338,1.4144,1.6427,1.0,1,2,1999
1999-02-02,1.1337,1.4173,1.6452,1.0,2,2,1999
1999-02-03,1.1337,1.4107,1.6363,1.0,3,2,1999
1999-02-04,1.1263,1.4227,1.6382,1.0,4,2,1999
1999-02-05,1.1292,1.4137,1.6412,1.0,5,2,1999
1999-02-08,1.1246,1.4226,1.6337,1.0,8,2,1999
1999-02-09,1.1333,1.4153,1.6394,1.0,9,2,1999
1999-02-10,1.1342,1.4078,1.6309,1.0,10,2,1999
1999-02-11,1.1312,1.4111,1.6236,1.0,11,2,1999
1999-02-12,1.1244,1.4235,1.6263,1.0,12,2,1999
1999-02-15,1.1238,1.4187,1.6308,1.0,15,2,1999
1999-02-16,1.1176,1.4305,1.6317,1.0,16,2,1999
1999-02-17,1.1253,1.4191,1.6354,1.0,17,2,1999
1999-02-18,1.1232,1.4228,1.6352,1.0,18,2,1999
1999-02-19,1.1163,1.4304,1.6326,1.0,19,2,1999
1999-02-22,1.0992,1.4555,1.6193,1.0,22,2,1999
1999-02-23,1.0969,1.4531,1.6182,1.0,23,2,1999
1999-02-24,1.1037,1.4465,1.602,1.0,24,2,1999
1999-02-25,1.1031,1.4405,1.6026,1.0,25,2,1999
1999-02-26,1.1018,1.4433,1.6021,1.0,26,2,1999
1999-03-01,1.0986,1.4497,1.6069,1.0,1,3,1999
1999-03-02,1.0887,1.464,1.6088,1.0,2,3,1999
1999-03-03,1.0899,1.4577,1.6143,1.0,3,3,1999
1999-03-04,1.0866,1.464,1.6096,1.0,4,3,1999
1999-03-05,1.0834,1.4685,1.6082,1.0,5,3,1999
1999-03-08,1.0908,1.4595,1.6096,1.0,8,3,1999
1999-03-09,1.0863,1.4668,1.6072,1.0,9,3,1999
1999-03-10,1.0953,1.4614,1.6235,1.0,10,3,1999
1999-03-11,1.0891,1.4661,1.6234,1.0,11,3,1999
1999-03-12,1.0932,1.4644,1.6324,1.0,12,3,1999
1999-03-15,1.0949,1.4623,1.6245,1.0,15,3,1999
1999-03-16,1.0901,1.4708,1.6216,1.0,16,3,1999
1999-03-17,1.0966,1.4592,1.6244,1.0,17,3,1999
1999-03-18,1.1012,1.4517,1.6275,1.0,18,3,1999
1999-03-19,1.0915,1.4629,1.627,1.0,19,3,1999
1999-03-22,1.0864,1.4698,1.6266,1.0,22,3,1999
1999-03-23,1.0896,1.4633,1.6241,1.0,23,3,1999
1999-03-24,1.0928,1.456,1.6378,1.0,24,3,1999
1999-03-25,1.0898,1.4632,1.6377,1.0,25,3,1999
1999-03-26,1.0815,1.4748,1.6232,1.0,26,3,1999
1999-03-29,1.0692,1.4849,1.6196,1.0,29,3,1999
1999-03-30,1.0711,1.4887,1.6163,1.0,30,3,1999
1999-03-31,1.0742,1.4872,1.6115,1.0,31,3,1999
1999-04-01,1.0772,1.4814,1.6104,1.0,1,4,1999
1999-04-02,1.0772,1.4883,1.5855,1.0,2,4,1999
1999-04-05,1.0752,1.4883,1.5855,1.0,5,4,1999
1999-04-06,1.0726,1.4883,1.5855,1.0,6,4,1999
1999-04-07,1.0812,1.476,1.5971,1.0,7,4,1999
1999-04-08,1.0818,1.4765,1.6037,1.0,8,4,1999
1999-04-09,1.0778,1.4822,1.6032,1.0,9,4,1999
1999-04-12,1.0867,1.4755,1.6146,1.0,12,4,1999
1999-04-13,1.0765,1.488,1.6137,1.0,13,4,1999
1999-04-14,1.0787,1.487,1.6179,1.0,14,4,1999
1999-04-15,1.0786,1.4874,1.6138,1.0,15,4,1999
1999-04-16,1.0668,1.5005,1.6097,1.0,16,4,1999
1999-04-19,1.0636,1.5051,1.6176,1.0,19,4,1999
1999-04-20,1.0646,1.5064,1.6168,1.0,20,4,1999
1999-04-21,1.0586,1.5097,1.6072,1.0,21,4,1999
1999-04-22,1.0581,1.5115,1.6057,1.0,22,4,1999
1999-04-23,1.0634,1.5067,1.6154,1.0,23,4,1999
1999-04-26,1.0614,1.5103,1.6137,1.0,26,4,1999
1999-04-27,1.063,1.5089,1.6126,1.0,27,4,1999
1999-04-28,1.0666,1.5084,1.6187,1.0,28,4,1999
1999-04-29,1.0604,1.5167,1.6145,1.0,29,4,1999
1999-04-30,1.0597,1.521,1.6125,1.0,30,4,1999
1999-05-03,1.0589,1.5213,1.6114,1.0,3,5,1999
1999-05-04,1.0564,1.5236,1.6114,1.0,4,5,1999
1999-05-05,1.0667,1.5036,1.6298,1.0,5,5,1999
1999-05-06,1.0799,1.4883,1.636,1.0,6,5,1999
1999-05-07,1.0786,1.49,1.6319,1.0,7,5,1999
1999-05-10,1.0735,1.497,1.6284,1.0,10,5,1999
1999-05-11,1.0732,1.4971,1.6228,1.0,11,5,1999
1999-05-12,1.0645,1.5073,1.6191,1.0,12,5,1999
1999-05-13,1.0622,1.5028,1.6189,1.0,13,5,1999
1999-05-14,1.0676,1.5028,1.6158,1.0,14,5,1999
1999-05-17,1.0685,1.5024,1.6182,1.0,17,5,1999
1999-05-18,1.069,1.4988,1.6202,1.0,18,5,1999
1999-05-19,1.0634,1.5069,1.6178,1.0,19,5,1999
1999-05-20,1.0639,1.5045,1.6127,1.0,20,5,1999
1999-05-21,1.0572,1.5125,1.6085,1.0,21,5,1999
1999-05-24,1.0572,1.5038,1.6005,1.0,24,5,1999
1999-05-25,1.0627,1.5038,1.5999,1.0,25,5,1999
1999-05-26,1.0535,1.5105,1.6013,1.0,26,5,1999
1999-05-27,1.0473,1.5251,1.5947,1.0,27,5,1999
1999-05-28,1.0479,1.5183,1.6042,1.0,28,5,1999
1999-05-31,1.0456,1.5242,1.6025,1.0,31,5,1999
1999-06-01,1.0434,1.5268,1.6025,1.0,1,6,1999
1999-06-02,1.0382,1.5343,1.6112,1.0,2,6,1999
1999-06-03,1.0382,1.5362,1.6065,1.0,3,6,1999
1999-06-04,1.0315,1.541,1.608,1.0,4,6,1999
1999-06-07,1.0316,1.5404,1.6069,1.0,7,6,1999
1999-06-08,1.0385,1.5319,1.6025,1.0,8,6,1999
1999-06-09,1.0466,1.5216,1.6042,1.0,9,6,1999
1999-06-10,1.0474,1.5253,1.6015,1.0,10,6,1999
1999-06-11,1.0474,1.5219,1.6072,1.0,11,6,1999
1999-06-14,1.0437,1.5261,1.6128,1.0,14,6,1999
1999-06-15,1.0392,1.533,1.6001,1.0,15,6,1999
1999-06-16,1.0345,1.5428,1.588,1.0,16,6,1999
1999-06-17,1.034,1.5452,1.5905,1.0,17,6,1999
1999-06-18,1.0388,1.5478,1.5923,1.0,18,6,1999
1999-06-21,1.0339,1.541,1.5924,1.0,21,6,1999
1999-06-22,1.0313,1.5445,1.59,1.0,22,6,1999
1999-06-23,1.028,1.549,1.5808,1.0,23,6,1999
1999-06-24,1.0321,1.5448,1.5803,1.0,24,6,1999
1999-06-25,1.0443,1.5288,1.5897,1.0,25,6,1999
1999-06-28,1.0388,1.539,1.5824,1.0,28,6,1999
1999-06-29,1.0364,1.5455,1.5812,1.0,29,6,1999
1999-06-30,1.0328,1.5525,1.5749,1.0,30,6,1999
1999-07-01,1.0264,1.5512,1.5806,1.0,1,7,1999
1999-07-02,1.0241,1.569,1.5753,1.0,2,7,1999
1999-07-05,1.0232,1.5689,1.5774,1.0,5,7,1999
1999-07-06,1.0221,1.5709,1.5685,1.0,6,7,1999
1999-07-07,1.0222,1.5682,1.5594,1.0,7,7,1999
1999-07-08,1.0182,1.573,1.5583,1.0,8,7,1999
1999-07-09,1.0204,1.5765,1.5523,1.0,9,7,1999
1999-07-12,1.0124,1.5885,1.5522,1.0,12,7,1999
1999-07-13,1.0183,1.577,1.5556,1.0,13,7,1999
1999-07-14,1.0168,1.5771,1.5576,1.0,14,7,1999
1999-07-15,1.0201,1.5741,1.5657,1.0,15,7,1999
1999-07-16,1.0202,1.5758,1.566,1.0,16,7,1999
1999-07-19,1.0146,1.5827,1.5584,1.0,19,7,1999
1999-07-20,1.041,1.5448,1.5735,1.0,20,7,1999
1999-07-21,1.0462,1.5357,1.5729,1.0,21,7,1999
1999-07-22,1.0499,1.527,1.5794,1.0,22,7,1999
1999-07-23,1.0496,1.5283,1.5827,1.0,23,7,1999
1999-07-26,1.0698,1.5033,1.5897,1.0,26,7,1999
1999-07-27,1.0627,1.5068,1.5904,1.0,27,7,1999
1999-07-28,1.0603,1.5081,1.5859,1.0,28,7,1999
1999-07-29,1.068,1.4957,1.6018,1.0,29,7,1999
1999-07-30,1.0694,1.4953,1.619,1.0,30,7,1999
1999-08-02,1.0665,1.4956,1.6177,1.0,2,8,1999
1999-08-03,1.0645,1.5015,1.6165,1.0,3,8,1999
1999-08-04,1.0761,1.4858,1.6214,1.0,4,8,1999
1999-08-05,1.0791,1.4818,1.6177,1.0,5,8,1999
1999-08-06,1.074,1.4919,1.6142,1.0,6,8,1999
1999-08-09,1.0705,1.4967,1.6053,1.0,9,8,1999
1999-08-10,1.0737,1.488,1.6145,1.0,10,8,1999
1999-08-11,1.0668,1.4996,1.6123,1.0,11,8,1999
1999-08-12,1.0638,1.5065,1.6073,1.0,12,8,1999
1999-08-13,1.0667,1.5015,1.6123,1.0,13,8,1999
1999-08-16,1.0553,1.5147,1.6061,1.0,16,8,1999
1999-08-17,1.0527,1.523,1.5978,1.0,17,8,1999
1999-08-18,1.0517,1.5213,1.6038,1.0,18,8,1999
1999-08-19,1.0517,1.5204,1.6028,1.0,19,8,1999
1999-08-20,1.0667,1.4967,1.6203,1.0,20,8,1999
1999-08-23,1.0606,1.5032,1.6135,1.0,23,8,1999
1999-08-24,1.0512,1.5218,1.5965,1.0,24,8,1999
1999-08-25,1.0433,1.5342,1.5857,1.0,25,8,1999
1999-08-26,1.0452,1.5328,1.5898,1.0,26,8,1999
1999-08-27,1.045,1.5318,1.588,1.0,27,8,1999
1999-08-30,1.0454,1.5331,1.6037,1.0,30,8,1999
1999-08-31,1.0573,1.5179,1.6037,1.0,31,8,1999
1999-09-01,1.0613,1.5075,1.6108,1.0,1,9,1999
1999-09-02,1.0662,1.499,1.6082,1.0,2,9,1999
1999-09-03,1.0682,1.4939,1.6108,1.0,3,9,1999
1999-09-06,1.0594,1.5075,1.6046,1.0,6,9,1999
1999-09-07,1.0565,1.5175,1.6044,1.0,7,9,1999
1999-09-08,1.0613,1.5122,1.6077,1.0,8,9,1999
1999-09-09,1.0592,1.5112,1.6226,1.0,9,9,1999
1999-09-10,1.052,1.5215,1.6286,1.0,10,9,1999
1999-09-13,1.0342,1.5538,1.6148,1.0,13,9,1999
1999-09-14,1.0362,1.5485,1.6028,1.0,14,9,1999
1999-09-15,1.0369,1.5455,1.6046,1.0,15,9,1999
1999-09-16,1.0372,1.5431,1.6155,1.0,16,9,1999
1999-09-17,1.0397,1.5411,1.6215,1.0,17,9,1999
1999-09-20,1.0406,1.5412,1.6228,1.0,20,9,1999
1999-09-21,1.0388,1.5417,1.6289,1.0,21,9,1999
1999-09-22,1.0509,1.5265,1.6347,1.0,22,9,1999
1999-09-23,1.043,1.5355,1.6322,1.0,23,9,1999
1999-09-24,1.0476,1.5312,1.6432,1.0,24,9,1999
1999-09-27,1.0414,1.5347,1.6487,1.0,27,9,1999
1999-09-28,1.0483,1.5305,1.6456,1.0,28,9,1999
1999-09-29,1.0563,1.516,1.6454,1.0,29,9,1999
1999-09-30,1.0665,1.4975,1.6465,1.0,30,9,1999
1999-10-01,1.0728,1.4893,1.651,1.0,1,10,1999
1999-10-04,1.0719,1.483,1.6565,1.0,4,10,1999
1999-10-05,1.0686,1.492,1.653,1.0,5,10,1999
1999-10-06,1.0737,1.4783,1.6553,1.0,6,10,1999
1999-10-07,1.0729,1.4889,1.6538,1.0,7,10,1999
1999-10-08,1.0657,1.4989,1.6535,1.0,8,10,1999
1999-10-11,1.0631,1.5005,1.6548,1.0,11,10,1999
1999-10-12,1.0668,1.4975,1.6521,1.0,12,10,1999
1999-10-13,1.0778,1.4783,1.6537,1.0,13,10,1999
1999-10-14,1.0758,1.4796,1.6548,1.0,14,10,1999
1999-10-15,1.0869,1.4625,1.6663,1.0,15,10,1999
1999-10-18,1.0868,1.4636,1.6686,1.0,18,10,1999
1999-10-19,1.0818,1.4692,1.6708,1.0,19,10,1999
1999-10-20,1.0777,1.4776,1.6672,1.0,20,10,1999
1999-10-21,1.0797,1.478,1.6727,1.0,21,10,1999
1999-10-22,1.0758,1.4825,1.6753,1.0,22,10,1999
1999-10-25,1.0683,1.4972,1.6604,1.0,25,10,1999
1999-10-26,1.0633,1.5025,1.6578,1.0,26,10,1999
1999-10-27,1.0552,1.508,1.6554,1.0,27,10,1999
1999-10-28,1.0534,1.5225,1.6422,1.0,28,10,1999
1999-10-29,1.0453,1.5339,1.6346,1.0,29,10,1999
1999-11-01,1.0572,1.519,1.6478,1.0,1,11,1999
1999-11-02,1.0507,1.5261,1.6459,1.0,2,11,1999
1999-11-03,1.0491,1.5317,1.6493,1.0,3,11,1999
1999-11-04,1.0504,1.5321,1.6437,1.0,4,11,1999
1999-11-05,1.0408,1.552,1.6277,1.0,5,11,1999
1999-11-08,1.0405,1.5462,1.6228,1.0,8,11,1999
1999-11-09,1.0424,1.5454,1.6225,1.0,9,11,1999
1999-11-10,1.0402,1.5458,1.6213,1.0,10,11,1999
1999-11-11,1.0406,1.5457,1.6224,1.0,11,11,1999
1999-11-12,1.0308,1.551,1.6191,1.0,12,11,1999
1999-11-15,1.0301,1.5568,1.6186,1.0,15,11,1999
1999-11-16,1.0336,1.5522,1.6231,1.0,16,11,1999
1999-11-17,1.0408,1.5408,1.6253,1.0,17,11,1999
1999-11-18,1.038,1.5422,1.6235,1.0,18,11,1999
1999-11-19,1.0279,1.5562,1.6178,1.0,19,11,1999
1999-11-22,1.0311,1.5535,1.6206,1.0,22,11,1999
1999-11-23,1.0315,1.551,1.625,1.0,23,11,1999
1999-11-24,1.0215,1.5633,1.6178,1.0,24,11,1999
1999-11-25,1.0194,1.5696,1.6157,1.0,25,11,1999
1999-11-26,1.0101,1.5843,1.607,1.0,26,11,1999
1999-11-29,1.0077,1.5842,1.6037,1.0,29,11,1999
1999-11-30,1.0097,1.592,1.5945,1.0,30,11,1999
1999-12-01,1.0091,1.5853,1.6,1.0,1,12,1999
1999-12-02,1.0057,1.5892,1.5979,1.0,2,12,1999
1999-12-03,1.0015,1.5944,1.6008,1.0,3,12,1999
1999-12-06,1.0182,1.5744,1.6082,1.0,6,12,1999
1999-12-07,1.0239,1.564,1.625,1.0,7,12,1999
1999-12-08,1.0236,1.5653,1.6235,1.0,8,12,1999
1999-12-09,1.0175,1.5693,1.6224,1.0,9,12,1999
1999-12-10,1.0141,1.575,1.6243,1.0,10,12,1999
1999-12-13,1.0128,1.5807,1.6235,1.0,13,12,1999
1999-12-14,1.0038,1.5933,1.6189,1.0,14,12,1999
1999-12-15,1.0021,1.5963,1.6043,1.0,15,12,1999
1999-12-16,1.0146,1.5765,1.6174,1.0,16,12,1999
1999-12-17,1.0128,1.5752,1.6112,1.0,17,12,1999
1999-12-20,1.0096,1.5895,1.6065,1.0,20,12,1999
1999-12-21,1.0084,1.5852,1.6069,1.0,21,12,1999
1999-12-22,1.0074,1.5863,1.6116,1.0,22,12,1999
1999-12-23,1.0089,1.5851,1.6108,1.0,23,12,1999
1999-12-24,1.0142,1.5833,1.6228,1.0,24,12,1999
1999-12-27,1.0134,1.5846,1.6185,1.0,27,12,1999
1999-12-28,1.0089,1.5866,1.6185,1.0,28,12,1999
1999-12-29,1.0072,1.5918,1.6185,1.0,29,12,1999
1999-12-30,1.0046,1.5996,1.6164,1.0,30,12,1999
1999-12-31,1.009,1.5911,1.6404,1.0,31,12,1999
2000-01-03,1.009,1.5911,1.6404,1.0,3,1,2000
2000-01-04,1.0305,1.5553,1.6404,1.0,4,1,2000
2000-01-05,1.0368,1.5508,1.6393,1.0,5,1,2000
2000-01-06,1.0388,1.5458,1.6492,1.0,6,1,2000
2000-01-07,1.0284,1.5629,1.6448,1.0,7,1,2000
2000-01-10,1.0229,1.574,1.6366,1.0,10,1,2000
2000-01-11,1.0256,1.5645,1.6423,1.0,11,1,2000
2000-01-12,1.0308,1.5615,1.6469,1.0,12,1,2000
2000-01-13,1.0276,1.5659,1.6463,1.0,13,1,2000
2000-01-14,1.0225,1.5764,1.6447,1.0,14,1,2000
2000-01-17,1.0094,1.597,1.6342,1.0,17,1,2000
2000-01-18,1.0093,1.6004,1.6335,1.0,18,1,2000
2000-01-19,1.0105,1.5967,1.6378,1.0,19,1,2000
2000-01-20,1.0089,1.5983,1.6465,1.0,20,1,2000
2000-01-21,1.0097,1.59,1.655,1.0,21,1,2000
2000-01-24,1.0027,1.606,1.6545,1.0,24,1,2000
2000-01-25,1.0008,1.61,1.6457,1.0,25,1,2000
2000-01-26,1.0019,1.6097,1.6435,1.0,26,1,2000
2000-01-27,0.9976,1.6107,1.6369,1.0,27,1,2000
2000-01-28,0.9848,1.6358,1.6278,1.0,28,1,2000
2000-01-31,0.9791,1.641,1.6237,1.0,31,1,2000
2000-02-01,0.971,1.658,1.6113,1.0,1,2,2000
2000-02-02,0.9717,1.6553,1.6076,1.0,2,2,2000
2000-02-03,0.9748,1.6526,1.6001,1.0,3,2,2000
2000-02-04,0.9835,1.632,1.5885,1.0,4,2,2000
2000-02-07,0.9767,1.6417,1.5928,1.0,7,2,2000
2000-02-08,0.9903,1.6303,1.5983,1.0,8,2,2000
2000-02-09,0.9934,1.6238,1.6121,1.0,9,2,2000
2000-02-10,0.9868,1.6238,1.6085,1.0,10,2,2000
2000-02-11,0.9801,1.6383,1.5985,1.0,11,2,2000
2000-02-14,0.9867,1.6253,1.5898,1.0,14,2,2000
2000-02-15,0.9778,1.6377,1.586,1.0,15,2,2000
2000-02-16,0.9804,1.637,1.6004,1.0,16,2,2000
2000-02-17,0.9919,1.6165,1.6115,1.0,17,2,2000
2000-02-18,0.9857,1.6266,1.6046,1.0,18,2,2000
2000-02-21,0.9857,1.6269,1.5992,1.0,21,2,2000
2000-02-22,1.0022,1.608,1.6075,1.0,22,2,2000
2000-02-23,1.0068,1.6016,1.6081,1.0,23,2,2000
2000-02-24,0.9898,1.6211,1.6002,1.0,24,2,2000
2000-02-25,0.9813,1.6382,1.5938,1.0,25,2,2000
2000-02-28,0.9639,1.6609,1.5898,1.0,28,2,2000
2000-02-29,0.9714,1.6488,1.5927,1.0,29,2,2000
2000-03-01,0.9667,1.6588,1.5846,1.0,1,3,2000
2000-03-02,0.9725,1.6558,1.5838,1.0,2,3,2000
2000-03-03,0.9659,1.6651,1.5787,1.0,3,3,2000
2000-03-06,0.964,1.6693,1.5772,1.0,6,3,2000
2000-03-07,0.9593,1.6762,1.5741,1.0,7,3,2000
2000-03-08,0.9543,1.6827,1.5783,1.0,8,3,2000
2000-03-09,0.9616,1.6696,1.5798,1.0,9,3,2000
2000-03-10,0.9613,1.6707,1.5791,1.0,10,3,2000
2000-03-13,0.9716,1.6602,1.5792,1.0,13,3,2000
2000-03-14,0.962,1.6752,1.5717,1.0,14,3,2000
2000-03-15,0.9647,1.6698,1.5725,1.0,15,3,2000
2000-03-16,0.9663,1.6638,1.5731,1.0,16,3,2000
2000-03-17,0.9672,1.667,1.575,1.0,17,3,2000
2000-03-20,0.9715,1.6618,1.5667,1.0,20,3,2000
2000-03-21,0.9701,1.6588,1.5704,1.0,21,3,2000
2000-03-22,0.9603,1.6778,1.5672,1.0,22,3,2000
2000-03-23,0.9656,1.6721,1.5782,1.0,23,3,2000
2000-03-24,0.9715,1.643,1.5884,1.0,24,3,2000
2000-03-27,0.9712,1.634,1.599,1.0,27,3,2000
2000-03-28,0.9647,1.6448,1.586,1.0,28,3,2000
2000-03-29,0.9568,1.6619,1.5859,1.0,29,3,2000
2000-03-30,0.9555,1.6658,1.5904,1.0,30,3,2000
2000-03-31,0.9553,1.6688,1.5951,1.0,31,3,2000
2000-04-03,0.9564,1.6649,1.5926,1.0,3,4,2000
2000-04-04,0.9538,1.657,1.5988,1.0,4,4,2000
2000-04-05,0.9673,1.6263,1.5938,1.0,5,4,2000
2000-04-06,0.9625,1.6335,1.5886,1.0,6,4,2000
2000-04-07,0.9564,1.642,1.5828,1.0,7,4,2000
2000-04-10,0.959,1.6483,1.5799,1.0,10,4,2000
2000-04-11,0.9594,1.639,1.5859,1.0,11,4,2000
2000-04-12,0.9576,1.6493,1.5838,1.0,12,4,2000
2000-04-13,0.9537,1.6479,1.5879,1.0,13,4,2000
2000-04-14,0.954,1.6508,1.5835,1.0,14,4,2000
2000-04-17,0.9573,1.6357,1.5881,1.0,17,4,2000
2000-04-18,0.9497,1.6539,1.5825,1.0,18,4,2000
2000-04-19,0.9461,1.6634,1.5801,1.0,19,4,2000
2000-04-20,0.9376,1.6744,1.5804,1.0,20,4,2000
2000-04-21,0.9302,1.6862,1.5745,1.0,21,4,2000
2000-04-24,0.9302,1.6862,1.5745,1.0,24,4,2000
2000-04-25,0.9302,1.6862,1.5745,1.0,25,4,2000
2000-04-26,0.9193,1.7101,1.5762,1.0,26,4,2000
2000-04-27,0.9163,1.71,1.5727,1.0,27,4,2000
2000-04-28,0.9085,1.7327,1.5681,1.0,28,4,2000
2000-05-01,0.9116,1.7145,1.5643,1.0,1,5,2000
2000-05-02,0.9116,1.7145,1.5643,1.0,2,5,2000
2000-05-03,0.8913,1.7275,1.5635,1.0,3,5,2000
2000-05-04,0.8947,1.7333,1.5527,1.0,4,5,2000
2000-05-05,0.8984,1.7268,1.5376,1.0,5,5,2000
2000-05-08,0.8952,1.7351,1.5291,1.0,8,5,2000
2000-05-09,0.8978,1.7283,1.5346,1.0,9,5,2000
2000-05-10,0.9107,1.7118,1.5248,1.0,10,5,2000
2000-05-11,0.9079,1.7095,1.5001,1.0,11,5,2000
2000-05-12,0.9029,1.7187,1.5137,1.0,12,5,2000
2000-05-15,0.9147,1.6992,1.5137,1.0,15,5,2000
2000-05-16,0.9065,1.7114,1.5017,1.0,16,5,2000
2000-05-17,0.8922,1.7338,1.4906,1.0,17,5,2000
2000-05-18,0.8942,1.7407,1.4827,1.0,18,5,2000
2000-05-19,0.8875,1.7482,1.4829,1.0,19,5,2000
2000-05-22,0.9,1.7263,1.4869,1.0,22,5,2000
2000-05-23,0.9111,1.7169,1.48,1.0,23,5,2000
2000-05-24,0.9098,1.7178,1.4755,1.0,24,5,2000
2000-05-25,0.8981,1.7272,1.4775,1.0,25,5,2000
2000-05-26,0.9143,1.7112,1.4742,1.0,26,5,2000
2000-05-29,0.9262,1.6924,1.5011,1.0,29,5,2000
2000-05-30,0.9359,1.6802,1.5011,1.0,30,5,2000
2000-05-31,0.9303,1.688,1.4948,1.0,31,5,2000
2000-06-01,0.933,1.6812,1.4959,1.0,1,6,2000
2000-06-02,0.9355,1.6812,1.4963,1.0,2,6,2000
2000-06-05,0.9433,1.6692,1.5115,1.0,5,6,2000
2000-06-06,0.9485,1.6634,1.5135,1.0,6,6,2000
2000-06-07,0.9554,1.6398,1.523,1.0,7,6,2000
2000-06-08,0.9668,1.6337,1.5182,1.0,8,6,2000
2000-06-09,0.949,1.6423,1.5072,1.0,9,6,2000
2000-06-12,0.9527,1.6326,1.5093,1.0,12,6,2000
2000-06-13,0.9583,1.6326,1.5132,1.0,13,6,2000
2000-06-14,0.9636,1.6257,1.5036,1.0,14,6,2000
2000-06-15,0.9524,1.6409,1.5064,1.0,15,6,2000
2000-06-16,0.9565,1.6309,1.511,1.0,16,6,2000
2000-06-19,0.964,1.621,1.5145,1.0,19,6,2000
2000-06-20,0.9538,1.6334,1.5068,1.0,20,6,2000
