Date,Euro,Swiss Franc,U.K. Pound Sterling,U.S. Dollar,Day,Month,Year
2008-11-06,1.277,1.1702,1.587,1.0,6,11,2008
2008-11-07,1.2756,1.1752,1.5729,1.0,7,11,2008
2008-11-10,1.2891,1.1735,1.5788,1.0,10,11,2008
2008-11-11,1.2747,1.1763,1.5585,1.0,11,11,2008
2008-11-12,1.253,1.1864,1.5283,1.0,12,11,2008
2008-11-13,1.2525,1.1897,1.4908,1.0,13,11,2008
2008-11-14,1.2675,1.1891,1.4841,1.0,14,11,2008
2008-11-17,1.266,1.1944,1.4916,1.0,17,11,2008
2008-11-18,1.2653,1.2002,1.5025,1.0,18,11,2008
2008-11-19,1.2634,1.2072,1.5069,1.0,19,11,2008
2008-11-20,1.2542,1.2127,1.4844,1.0,20,11,2008
2008-11-21,1.2602,1.2233,1.4987,1.0,21,11,2008
2008-11-24,1.2773,1.2164,1.4988,1.0,24,11,2008
2008-11-25,1.2811,1.2012,1.5106,1.0,25,11,2008
2008-11-26,1.2935,1.1946,1.5334,1.0,26,11,2008
2008-11-27,1.29,1.199,1.5435,1.0,27,11,2008
2008-11-28,1.2727,1.2098,1.5336,1.0,28,11,2008
2008-12-01,1.2608,1.207,1.5046,1.0,1,12,2008
2008-12-02,1.2697,1.2082,1.4802,1.0,2,12,2008
2008-12-03,1.2623,1.2098,1.4741,1.0,3,12,2008
2008-12-04,1.262,1.2145,1.457,1.0,4,12,2008
2008-12-05,1.2665,1.2116,1.4676,1.0,5,12,2008
2008-12-08,1.2854,1.2132,1.4912,1.0,8,12,2008
2008-12-09,1.2838,1.2145,1.4761,1.0,9,12,2008
2008-12-10,1.2925,1.2069,1.4817,1.0,10,12,2008
2008-12-11,1.3215,1.193,1.4936,1.0,11,12,2008
2008-12-12,1.334,1.1808,1.4935,1.0,12,12,2008
2008-12-15,1.351,1.1725,1.4963,1.0,15,12,2008
2008-12-16,1.369,1.1554,1.5254,1.0,16,12,2008
2008-12-17,1.4059,1.1123,1.5436,1.0,17,12,2008
2008-12-18,1.4616,1.0492,1.5505,1.0,18,12,2008
2008-12-19,1.394,1.1023,1.4948,1.0,19,12,2008
2008-12-22,1.397,1.0992,1.4797,1.0,22,12,2008
2008-12-23,1.3978,1.0882,1.4779,1.0,23,12,2008
2008-12-24,1.4005,1.0732,1.4762,1.0,24,12,2008
2008-12-26,1.427,1.0436,1.4666,1.0,26,12,2008
2008-12-29,1.427,1.0436,1.4666,1.0,29,12,2008
2008-12-30,1.4098,1.0555,1.4496,1.0,30,12,2008
2008-12-31,1.3917,1.0637,1.4578,1.0,31,12,2008
2009-01-02,1.3866,1.1034,1.4497,1.0,2,1,2009
2009-01-05,1.3582,1.1034,1.4503,1.0,5,1,2009
2009-01-06,1.3332,1.1237,1.4597,1.0,6,1,2009
2009-01-07,1.3595,1.1005,1.4941,1.0,7,1,2009
2009-01-08,1.3617,1.1016,1.5067,1.0,8,1,2009
2009-01-09,1.3684,1.0918,1.529,1.0,9,1,2009
2009-01-12,1.3394,1.1182,1.4962,1.0,12,1,2009
2009-01-13,1.3262,1.117,1.4595,1.0,13,1,2009
2009-01-14,1.3173,1.1164,1.4535,1.0,14,1,2009
2009-01-15,1.3085,1.1188,1.4605,1.0,15,1,2009
2009-01-16,1.327,1.1187,1.4927,1.0,16,1,2009
2009-01-19,1.3182,1.1207,1.4646,1.0,19,1,2009
2009-01-20,1.293,1.1416,1.3925,1.0,20,1,2009
2009-01-21,1.291,1.1431,1.376,1.0,21,1,2009
2009-01-22,1.2984,1.1569,1.3755,1.0,22,1,2009
2009-01-23,1.2795,1.1668,1.3586,1.0,23,1,2009
2009-01-26,1.299,1.16,1.3862,1.0,26,1,2009
2009-01-27,1.3174,1.1392,1.4056,1.0,27,1,2009
2009-01-28,1.326,1.1414,1.431,1.0,28,1,2009
2009-01-29,1.3111,1.148,1.4328,1.0,29,1,2009
2009-01-30,1.2816,1.1618,1.4302,1.0,30,1,2009
2009-02-02,1.276,1.1612,1.4132,1.0,2,2,2009
2009-02-03,1.2849,1.1574,1.4245,1.0,3,2,2009
2009-02-04,1.2818,1.16,1.4381,1.0,4,2,2009
2009-02-05,1.2829,1.1615,1.4497,1.0,5,2,2009
2009-02-06,1.2796,1.172,1.4659,1.0,6,2,2009
2009-02-09,1.3008,1.1625,1.4907,1.0,9,2,2009
2009-02-10,1.2967,1.1598,1.4792,1.0,10,2,2009
2009-02-11,1.2938,1.1562,1.4353,1.0,11,2,2009
2009-02-12,1.2833,1.1642,1.4195,1.0,12,2,2009
2009-02-13,1.2823,1.1618,1.4517,1.0,13,2,2009
2009-02-16,1.2765,1.1684,1.4257,1.0,16,2,2009
2009-02-17,1.2634,1.1703,1.4242,1.0,17,2,2009
2009-02-18,1.2596,1.174,1.422,1.0,18,2,2009
2009-02-19,1.2705,1.1771,1.4397,1.0,19,2,2009
2009-02-20,1.2591,1.1857,1.4317,1.0,20,2,2009
2009-02-23,1.2798,1.1623,1.4633,1.0,23,2,2009
2009-02-24,1.2763,1.1577,1.4523,1.0,24,2,2009
2009-02-25,1.2795,1.1621,1.4372,1.0,25,2,2009
2009-02-26,1.2782,1.1632,1.4256,1.0,26,2,2009
2009-02-27,1.2644,1.1752,1.4195,1.0,27,2,2009
2009-03-02,1.2596,1.1756,1.4123,1.0,2,3,2009
2009-03-03,1.2615,1.176,1.4014,1.0,3,3,2009
2009-03-04,1.2555,1.1809,1.4085,1.0,4,3,2009
2009-03-05,1.2555,1.1756,1.4105,1.0,5,3,2009
2009-03-06,1.2658,1.1561,1.4235,1.0,6,3,2009
2009-03-09,1.2565,1.1636,1.3864,1.0,9,3,2009
2009-03-10,1.2783,1.1569,1.3848,1.0,10,3,2009
2009-03-11,1.2786,1.1574,1.3817,1.0,11,3,2009
2009-03-12,1.2782,1.1559,1.38,1.0,12,3,2009
2009-03-13,1.2905,1.1904,1.4032,1.0,13,3,2009
2009-03-16,1.3042,1.183,1.4179,1.0,16,3,2009
2009-03-17,1.2942,1.1826,1.4027,1.0,17,3,2009
2009-03-18,1.313,1.1762,1.3877,1.0,18,3,2009
2009-03-19,1.3671,1.1302,1.446,1.0,19,3,2009
2009-03-20,1.3549,1.1258,1.4412,1.0,20,3,2009
2009-03-23,1.3558,1.1269,1.4614,1.0,23,3,2009
2009-03-24,1.3507,1.1284,1.473,1.0,24,3,2009
2009-03-25,1.3494,1.1285,1.4569,1.0,25,3,2009
2009-03-26,1.3607,1.124,1.4569,1.0,26,3,2009
2009-03-27,1.3295,1.1423,1.4288,1.0,27,3,2009
2009-03-30,1.3193,1.1505,1.4165,1.0,30,3,2009
2009-03-31,1.3308,1.1384,1.434,1.0,31,3,2009
2009-04-01,1.3246,1.1408,1.4397,1.0,1,4,2009
2009-04-02,1.3392,1.1411,1.4677,1.0,2,4,2009
2009-04-03,1.3425,1.1352,1.4746,1.0,3,4,2009
2009-04-06,1.3496,1.1289,1.491,1.0,6,4,2009
2009-04-07,1.3255,1.1471,1.462,1.0,7,4,2009
2009-04-08,1.3231,1.1459,1.471,1.0,8,4,2009
2009-04-09,1.3273,1.1472,1.4673,1.0,9,4,2009
2009-04-10,1.3276,1.1421,1.4904,1.0,10,4,2009
2009-04-13,1.3276,1.1421,1.4904,1.0,13,4,2009
2009-04-14,1.3276,1.1421,1.4904,1.0,14,4,2009
2009-04-15,1.3173,1.1411,1.5016,1.0,15,4,2009
2009-04-16,1.3196,1.1498,1.4846,1.0,16,4,2009
2009-04-17,1.3058,1.1651,1.4798,1.0,17,4,2009
2009-04-20,1.2966,1.1708,1.4575,1.0,20,4,2009
2009-04-21,1.2932,1.1695,1.4537,1.0,21,4,2009
2009-04-22,1.2947,1.1677,1.4631,1.0,22,4,2009
2009-04-23,1.305,1.1592,1.453,1.0,23,4,2009
2009-04-24,1.3232,1.1412,1.4616,1.0,24,4,2009
2009-04-27,1.3125,1.1469,1.4575,1.0,27,4,2009
2009-04-28,1.2992,1.1568,1.4577,1.0,28,4,2009
2009-04-29,1.3266,1.1374,1.4774,1.0,29,4,2009
2009-04-30,1.3275,1.1355,1.4824,1.0,30,4,2009
2009-05-01,1.3223,1.1395,1.493,1.0,1,5,2009
2009-05-04,1.3223,1.1395,1.5087,1.0,4,5,2009
2009-05-05,1.3403,1.1288,1.5087,1.0,5,5,2009
2009-05-06,1.3322,1.1331,1.5092,1.0,6,5,2009
2009-05-07,1.3363,1.1366,1.5151,1.0,7,5,2009
2009-05-08,1.3425,1.1293,1.5042,1.0,8,5,2009
2009-05-11,1.3574,1.1081,1.5109,1.0,11,5,2009
2009-05-12,1.3683,1.1061,1.5282,1.0,12,5,2009
2009-05-13,1.3623,1.1033,1.5171,1.0,13,5,2009
2009-05-14,1.3563,1.1105,1.5074,1.0,14,5,2009
2009-05-15,1.3518,1.1094,1.5172,1.0,15,5,2009
2009-05-18,1.3494,1.1217,1.524,1.0,18,5,2009
2009-05-19,1.3612,1.1122,1.5497,1.0,19,5,2009
2009-05-20,1.369,1.1064,1.5494,1.0,20,5,2009
2009-05-21,1.3771,1.0884,1.5658,1.0,21,5,2009
2009-05-22,1.3972,1.0884,1.5889,1.0,22,5,2009
2009-05-25,1.401,1.0855,1.5816,1.0,25,5,2009
2009-05-26,1.3908,1.0921,1.5816,1.0,26,5,2009
2009-05-27,1.3901,1.0854,1.6021,1.0,27,5,2009
2009-05-28,1.3856,1.0883,1.5961,1.0,28,5,2009
2009-05-29,1.4098,1.0733,1.6153,1.0,29,5,2009
2009-06-01,1.422,1.0633,1.6384,1.0,1,6,2009
2009-06-02,1.4238,1.0633,1.6452,1.0,2,6,2009
2009-06-03,1.4207,1.0663,1.6555,1.0,3,6,2009
2009-06-04,1.4095,1.0685,1.6383,1.0,4,6,2009
2009-06-05,1.4177,1.0715,1.6094,1.0,5,6,2009
2009-06-08,1.3866,1.0968,1.5848,1.0,8,6,2009
2009-06-09,1.3959,1.0931,1.61,1.0,9,6,2009
2009-06-10,1.4102,1.0773,1.636,1.0,10,6,2009
2009-06-11,1.3969,1.0807,1.6441,1.0,11,6,2009
2009-06-12,1.4004,1.0759,1.6469,1.0,12,6,2009
2009-06-15,1.385,1.0902,1.6335,1.0,15,6,2009
2009-06-16,1.389,1.0868,1.6414,1.0,16,6,2009
2009-06-17,1.384,1.0904,1.6234,1.0,17,6,2009
2009-06-18,1.392,1.0786,1.623,1.0,18,6,2009
2009-06-19,1.3932,1.0844,1.6436,1.0,19,6,2009
2009-06-22,1.3858,1.0886,1.6437,1.0,22,6,2009
2009-06-23,1.3978,1.0763,1.6292,1.0,23,6,2009
2009-06-24,1.4029,1.074,1.6574,1.0,24,6,2009
2009-06-25,1.394,1.101,1.626,1.0,25,6,2009
2009-06-26,1.4096,1.0865,1.647,1.0,26,6,2009
2009-06-29,1.4058,1.0866,1.6546,1.0,29,6,2009
2009-06-30,1.4134,1.0803,1.656,1.0,30,6,2009
2009-07-01,1.4096,1.0843,1.6435,1.0,1,7,2009
2009-07-02,1.4049,1.0835,1.637,1.0,2,7,2009
2009-07-03,1.4009,1.0883,1.6312,1.0,3,7,2009
2009-07-06,1.3897,1.0946,1.6116,1.0,6,7,2009
2009-07-07,1.4019,1.083,1.6213,1.0,7,7,2009
2009-07-08,1.3901,1.0899,1.606,1.0,8,7,2009
2009-07-09,1.399,1.083,1.618,1.0,9,7,2009
2009-07-10,1.3901,1.0911,1.6195,1.0,10,7,2009
2009-07-13,1.3975,1.0817,1.6094,1.0,13,7,2009
2009-07-14,1.3991,1.0845,1.6306,1.0,14,7,2009
2009-07-15,1.4089,1.0787,1.6391,1.0,15,7,2009
2009-07-16,1.413,1.0742,1.6429,1.0,16,7,2009
2009-07-17,1.409,1.0787,1.628,1.0,17,7,2009
2009-07-20,1.4217,1.0686,1.6518,1.0,20,7,2009
2009-07-21,1.4223,1.0687,1.6404,1.0,21,7,2009
2009-07-22,1.4191,1.069,1.6398,1.0,22,7,2009
2009-07-23,1.4229,1.0704,1.6486,1.0,23,7,2009
2009-07-24,1.4227,1.0686,1.6468,1.0,24,7,2009
2009-07-27,1.4269,1.0668,1.6461,1.0,27,7,2009
2009-07-28,1.4229,1.0671,1.6505,1.0,28,7,2009
2009-07-29,1.4104,1.078,1.6381,1.0,29,7,2009
2009-07-30,1.4053,1.088,1.6489,1.0,30,7,2009
2009-07-31,1.4138,1.084,1.6566,1.0,31,7,2009
2009-08-03,1.4303,1.0671,1.6839,1.0,3,8,2009
2009-08-04,1.4384,1.063,1.6929,1.0,4,8,2009
2009-08-05,1.441,1.0627,1.6991,1.0,5,8,2009
2009-08-06,1.437,1.0638,1.6972,1.0,6,8,2009
2009-08-07,1.4357,1.065,1.6743,1.0,7,8,2009
2009-08-10,1.4202,1.0813,1.663,1.0,10,8,2009
2009-08-11,1.4166,1.0818,1.6469,1.0,11,8,2009
2009-08-12,1.417,1.0782,1.6458,1.0,12,8,2009
2009-08-13,1.4293,1.0742,1.6624,1.0,13,8,2009
2009-08-14,1.4294,1.0702,1.6549,1.0,14,8,2009
2009-08-17,1.4072,1.0822,1.628,1.0,17,8,2009
2009-08-18,1.4101,1.0784,1.6465,1.0,18,8,2009
2009-08-19,1.4112,1.0762,1.6394,1.0,19,8,2009
2009-08-20,1.4243,1.0657,1.6473,1.0,20,8,2009
2009-08-21,1.433,1.0579,1.6575,1.0,21,8,2009
2009-08-24,1.4323,1.0612,1.6497,1.0,24,8,2009
2009-08-25,1.4324,1.0612,1.636,1.0,25,8,2009
2009-08-26,1.427,1.0622,1.628,1.0,26,8,2009
2009-08-27,1.4268,1.068,1.618,1.0,27,8,2009
2009-08-28,1.4364,1.0575,1.6325,1.0,28,8,2009
2009-08-31,1.4272,1.0625,1.6207,1.0,31,8,2009
2009-09-01,1.4314,1.0607,1.6207,1.0,1,9,2009
2009-09-02,1.422,1.0668,1.6227,1.0,2,9,2009
2009-09-03,1.4335,1.0585,1.6384,1.0,3,9,2009
2009-09-04,1.4262,1.063,1.6367,1.0,4,9,2009
2009-09-07,1.433,1.0582,1.6436,1.0,7,9,2009
2009-09-08,1.4473,1.0474,1.6554,1.0,8,9,2009
2009-09-09,1.4522,1.0472,1.6503,1.0,9,9,2009
2009-09-10,1.4545,1.042,1.6538,1.0,10,9,2009
2009-09-11,1.4594,1.0367,1.6696,1.0,11,9,2009
2009-09-14,1.4561,1.0404,1.6531,1.0,14,9,2009
2009-09-15,1.4611,1.038,1.6488,1.0,15,9,2009
2009-09-16,1.4671,1.0352,1.6516,1.0,16,9,2009
2009-09-17,1.4712,1.0326,1.6538,1.0,17,9,2009
2009-09-18,1.4705,1.03,1.6366,1.0,18,9,2009
2009-09-21,1.4658,1.0358,1.6194,1.0,21,9,2009
2009-09-22,1.478,1.0236,1.6339,1.0,22,9,2009
2009-09-23,1.4783,1.024,1.6437,1.0,23,9,2009
2009-09-24,1.4768,1.0242,1.6195,1.0,24,9,2009
2009-09-25,1.467,1.0287,1.6014,1.0,25,9,2009
2009-09-28,1.465,1.0334,1.5845,1.0,28,9,2009
2009-09-29,1.4549,1.0388,1.5965,1.0,29,9,2009
2009-09-30,1.4643,1.029,1.6113,1.0,30,9,2009
2009-10-01,1.4539,1.0432,1.5977,1.0,1,10,2009
2009-10-02,1.4537,1.0402,1.5847,1.0,2,10,2009
2009-10-05,1.4616,1.0335,1.5944,1.0,5,10,2009
2009-10-06,1.4722,1.026,1.5917,1.0,6,10,2009
2009-10-07,1.4694,1.0305,1.5885,1.0,7,10,2009
2009-10-08,1.4763,1.0265,1.6079,1.0,8,10,2009
2009-10-09,1.475,1.03,1.5983,1.0,9,10,2009
2009-10-12,1.4765,1.028,1.5799,1.0,12,10,2009
2009-10-13,1.4864,1.0225,1.5808,1.0,13,10,2009
2009-10-14,1.4881,1.0174,1.5996,1.0,14,10,2009
2009-10-15,1.4864,1.0142,1.627,1.0,15,10,2009
2009-10-16,1.4869,1.019,1.6284,1.0,16,10,2009
2009-10-19,1.4918,1.0143,1.6287,1.0,19,10,2009
2009-10-20,1.4971,1.0106,1.6411,1.0,20,10,2009
2009-10-21,1.4921,1.011,1.657,1.0,21,10,2009
2009-10-22,1.5,1.0094,1.6538,1.0,22,10,2009
2009-10-23,1.502,1.0064,1.6409,1.0,23,10,2009
2009-10-26,1.5019,1.0065,1.6325,1.0,26,10,2009
2009-10-27,1.4874,1.0187,1.6394,1.0,27,10,2009
2009-10-28,1.4785,1.0223,1.631,1.0,28,10,2009
2009-10-29,1.4788,1.0256,1.6462,1.0,29,10,2009
2009-10-30,1.48,1.0229,1.652,1.0,30,10,2009
2009-11-02,1.4772,1.0213,1.6361,1.0,2,11,2009
2009-11-03,1.4658,1.0335,1.6279,1.0,3,11,2009
2009-11-04,1.4761,1.024,1.6519,1.0,4,11,2009
2009-11-05,1.4867,1.018,1.6504,1.0,5,11,2009
2009-11-06,1.4862,1.0175,1.6607,1.0,6,11,2009
2009-11-09,1.4984,1.0081,1.6796,1.0,9,11,2009
2009-11-10,1.4966,1.0081,1.6672,1.0,10,11,2009
2009-11-11,1.5037,1.0047,1.6664,1.0,11,11,2009
2009-11-12,1.4922,1.0111,1.657,1.0,12,11,2009
2009-11-13,1.4868,1.0144,1.6702,1.0,13,11,2009
2009-11-16,1.4965,1.0089,1.6698,1.0,16,11,2009
2009-11-17,1.4875,1.0143,1.6781,1.0,17,11,2009
2009-11-18,1.4957,1.0102,1.6804,1.0,18,11,2009
2009-11-19,1.4863,1.0181,1.6628,1.0,19,11,2009
2009-11-20,1.4815,1.0181,1.6501,1.0,20,11,2009
2009-11-23,1.4968,1.01,1.6609,1.0,23,11,2009
2009-11-24,1.4969,1.0113,1.6538,1.0,24,11,2009
2009-11-25,1.5083,1.0015,1.6708,1.0,25,11,2009
2009-11-26,1.5071,1.001,1.6549,1.0,26,11,2009
2009-11-27,1.4918,1.0109,1.6374,1.0,27,11,2009
2009-11-30,1.5023,1.0026,1.6473,1.0,30,11,2009
2009-12-01,1.5074,1.001,1.6564,1.0,1,12,2009
2009-12-02,1.509,0.9993,1.6682,1.0,2,12,2009
2009-12-03,1.512,0.9973,1.664,1.0,3,12,2009
2009-12-04,1.5068,0.9997,1.6647,1.0,4,12,2009
2009-12-07,1.4787,1.022,1.6343,1.0,7,12,2009
2009-12-08,1.4774,1.0218,1.629,1.0,8,12,2009
2009-12-09,1.4768,1.0241,1.6314,1.0,9,12,2009
2009-12-10,1.473,1.0255,1.6306,1.0,10,12,2009
2009-12-11,1.4757,1.0247,1.6287,1.0,11,12,2009
2009-12-14,1.4647,1.0335,1.6229,1.0,14,12,2009
2009-12-15,1.4541,1.04,1.6231,1.0,15,12,2009
2009-12-16,1.456,1.0492,1.6362,1.0,16,12,2009
2009-12-17,1.4343,1.0492,1.6133,1.0,17,12,2009
2009-12-18,1.4337,1.0425,1.6196,1.0,18,12,2009
2009-12-21,1.4368,1.0422,1.6123,1.0,21,12,2009
2009-12-22,1.4279,1.0486,1.6021,1.0,22,12,2009
2009-12-23,1.4276,1.0468,1.5951,1.0,23,12,2009
2009-12-24,1.4398,1.0339,1.6,1.0,24,12,2009
2009-12-28,1.4405,1.034,1.6,1.0,28,12,2009
2009-12-29,1.4433,1.0293,1.6,1.0,29,12,2009
2009-12-30,1.4338,1.0388,1.5852,1.0,30,12,2009
2009-12-31,1.4406,1.0305,1.6195,1.0,31,12,2009
2010-01-04,1.4389,1.0336,1.6223,1.0,4,1,2010
2010-01-05,1.4442,1.0307,1.6014,1.0,5,1,2010
2010-01-06,1.435,1.0335,1.5984,1.0,6,1,2010
2010-01-07,1.4304,1.035,1.5912,1.0,7,1,2010
2010-01-08,1.4273,1.0364,1.6007,1.0,8,1,2010
2010-01-11,1.4528,1.0164,1.6176,1.0,11,1,2010
2010-01-12,1.4481,1.019,1.6141,1.0,12,1,2010
2010-01-13,1.4563,1.0163,1.6277,1.0,13,1,2010
2010-01-14,1.4486,1.0213,1.627,1.0,14,1,2010
2010-01-15,1.4374,1.0264,1.6288,1.0,15,1,2010
2010-01-18,1.4369,1.0259,1.6337,1.0,18,1,2010
2010-01-19,1.4279,1.0333,1.6338,1.0,19,1,2010
2010-01-20,1.4132,1.0428,1.6275,1.0,20,1,2010
2010-01-21,1.4064,1.0475,1.6153,1.0,21,1,2010
2010-01-22,1.4135,1.0423,1.6177,1.0,22,1,2010
2010-01-25,1.4151,1.0386,1.6148,1.0,25,1,2010
2010-01-26,1.4085,1.0451,1.6117,1.0,26,1,2010
2010-01-27,1.4072,1.0453,1.6226,1.0,27,1,2010
2010-01-28,1.3999,1.0518,1.6244,1.0,28,1,2010
2010-01-29,1.3966,1.0498,1.6138,1.0,29,1,2010
2010-02-01,1.3913,1.0595,1.5879,1.0,1,2,2010
2010-02-02,1.3937,1.056,1.594,1.0,2,2,2010
2010-02-03,1.3984,1.0523,1.598,1.0,3,2,2010
2010-02-04,1.3847,1.0615,1.5818,1.0,4,2,2010
2010-02-05,1.3691,1.0721,1.5721,1.0,5,2,2010
2010-02-08,1.3675,1.0736,1.557,1.0,8,2,2010
2010-02-09,1.376,1.0638,1.5579,1.0,9,2,2010
2010-02-10,1.374,1.0638,1.5658,1.0,10,2,2010
2010-02-11,1.3718,1.0678,1.5633,1.0,11,2,2010
2010-02-12,1.3572,1.0813,1.5615,1.0,12,2,2010
2010-02-15,1.3607,1.0745,1.5705,1.0,15,2,2010
2010-02-16,1.3649,1.0745,1.5698,1.0,16,2,2010
2010-02-17,1.3726,1.0689,1.5767,1.0,17,2,2010
2010-02-18,1.3567,1.0805,1.5594,1.0,18,2,2010
2010-02-19,1.3519,1.0857,1.5384,1.0,19,2,2010
2010-02-22,1.3626,1.0772,1.5472,1.0,22,2,2010
2010-02-23,1.3577,1.0813,1.5407,1.0,23,2,2010
2010-02-24,1.3547,1.0803,1.5449,1.0,24,2,2010
2010-02-25,1.3489,1.0843,1.5306,1.0,25,2,2010
2010-02-26,1.357,1.0773,1.5223,1.0,26,2,2010
2010-03-01,1.3525,1.0811,1.4876,1.0,1,3,2010
2010-03-02,1.3548,1.0808,1.497,1.0,2,3,2010
2010-03-03,1.3641,1.0721,1.5052,1.0,3,3,2010
2010-03-04,1.3668,1.0701,1.507,1.0,4,3,2010
2010-03-05,1.3582,1.0775,1.5038,1.0,5,3,2010
2010-03-08,1.3662,1.0719,1.5116,1.0,8,3,2010
2010-03-09,1.3557,1.0788,1.4958,1.0,9,3,2010
2010-03-10,1.361,1.0742,1.4937,1.0,10,3,2010
2010-03-11,1.3657,1.0701,1.5033,1.0,11,3,2010
2010-03-12,1.3765,1.0599,1.5161,1.0,12,3,2010
2010-03-15,1.3705,1.0593,1.5043,1.0,15,3,2010
2010-03-16,1.3723,1.0588,1.5137,1.0,16,3,2010
2010-03-17,1.3756,1.0535,1.5333,1.0,17,3,2010
2010-03-18,1.366,1.0592,1.5273,1.0,18,3,2010
2010-03-19,1.3548,1.0587,1.5155,1.0,19,3,2010
2010-03-22,1.3471,1.0634,1.4982,1.0,22,3,2010
2010-03-23,1.3519,1.0623,1.4991,1.0,23,3,2010
2010-03-24,1.3338,1.07,1.4958,1.0,24,3,2010
2010-03-25,1.3356,1.0686,1.4941,1.0,25,3,2010
2010-03-26,1.3353,1.0682,1.4869,1.0,26,3,2010
2010-03-29,1.3471,1.062,1.4971,1.0,29,3,2010
2010-03-30,1.3482,1.0629,1.5085,1.0,30,3,2010
2010-03-31,1.3479,1.0602,1.515,1.0,31,3,2010
2010-04-01,1.3468,1.0523,1.5232,1.0,1,4,2010
2010-04-02,1.3396,1.0682,1.5177,1.0,2,4,2010
2010-04-05,1.3396,1.0682,1.5177,1.0,5,4,2010
2010-04-06,1.3396,1.0682,1.5177,1.0,6,4,2010
2010-04-07,1.334,1.073,1.5155,1.0,7,4,2010
2010-04-08,1.3296,1.0759,1.5222,1.0,8,4,2010
2010-04-09,1.3384,1.0706,1.5359,1.0,9,4,2010
2010-04-12,1.3585,1.0599,1.5423,1.0,12,4,2010
2010-04-13,1.3583,1.0573,1.5422,1.0,13,4,2010
2010-04-14,1.3615,1.0552,1.542,1.0,14,4,2010
2010-04-15,1.3544,1.0606,1.5412,1.0,15,4,2010
2010-04-16,1.3535,1.06,1.5459,1.0,16,4,2010
2010-04-19,1.3432,1.0678,1.523,1.0,19,4,2010
2010-04-20,1.3486,1.0613,1.5407,1.0,20,4,2010
2010-04-21,1.3373,1.0703,1.5383,1.0,21,4,2010
2010-04-22,1.3339,1.0742,1.5401,1.0,22,4,2010
2010-04-23,1.3311,1.0783,1.5366,1.0,23,4,2010
2010-04-26,1.3321,1.0769,1.544,1.0,26,4,2010
2010-04-27,1.329,1.0788,1.5343,1.0,27,4,2010
2010-04-28,1.3245,1.0861,1.5188,1.0,28,4,2010
2010-04-29,1.3256,1.0829,1.5234,1.0,29,4,2010
2010-04-30,1.3315,1.0775,1.5328,1.0,30,4,2010
2010-05-03,1.3238,1.0832,1.5187,1.0,3,5,2010
2010-05-04,1.3089,1.092,1.5187,1.0,4,5,2010
2010-05-05,1.2924,1.1073,1.5154,1.0,5,5,2010
2010-05-06,1.2727,1.1122,1.507,1.0,6,5,2010
2010-05-07,1.2746,1.1061,1.472,1.0,7,5,2010
2010-05-10,1.2969,1.097,1.5008,1.0,10,5,2010
2010-05-11,1.2698,1.1113,1.4751,1.0,11,5,2010
2010-05-12,1.2686,1.1097,1.4905,1.0,12,5,2010
2010-05-13,1.2587,1.124,1.4769,1.0,13,5,2010
2010-05-14,1.2492,1.124,1.4547,1.0,14,5,2010
2010-05-17,1.2349,1.1377,1.4395,1.0,17,5,2010
2010-05-18,1.2428,1.1304,1.4434,1.0,18,5,2010
2010-05-19,1.227,1.1497,1.4243,1.0,19,5,2010
2010-05-20,1.2334,1.15,1.4315,1.0,20,5,2010
2010-05-21,1.2497,1.1502,1.4353,1.0,21,5,2010
2010-05-24,1.236,1.1676,1.4366,1.0,24,5,2010
2010-05-25,1.2223,1.1676,1.432,1.0,25,5,2010
2010-05-26,1.2309,1.1522,1.4417,1.0,26,5,2010
2010-05-27,1.2255,1.1508,1.457,1.0,27,5,2010
2010-05-28,1.2384,1.1492,1.458,1.0,28,5,2010
2010-06-01,1.2155,1.1706,1.4504,1.0,1,6,2010
2010-06-02,1.2218,1.1568,1.4667,1.0,2,6,2010
2010-06-03,1.2268,1.1558,1.4674,1.0,3,6,2010
2010-06-04,1.206,1.1502,1.4657,1.0,4,6,2010
2010-06-07,1.1959,1.1617,1.4503,1.0,7,6,2010
2010-06-08,1.1942,1.1595,1.4423,1.0,8,6,2010
2010-06-09,1.201,1.1485,1.4493,1.0,9,6,2010
2010-06-10,1.2045,1.1448,1.4612,1.0,10,6,2010
2010-06-11,1.2127,1.1438,1.464,1.0,11,6,2010
2010-06-14,1.2249,1.1375,1.4729,1.0,14,6,2010
2010-06-15,1.2258,1.1424,1.4741,1.0,15,6,2010
2010-06-16,1.2277,1.1328,1.4812,1.0,16,6,2010
2010-06-17,1.2363,1.1141,1.4835,1.0,17,6,2010
2010-06-18,1.2372,1.1107,1.4819,1.0,18,6,2010
2010-06-21,1.2391,1.1103,1.4853,1.0,21,6,2010
2010-06-22,1.2258,1.1111,1.4732,1.0,22,6,2010
2010-06-23,1.2271,1.1082,1.4917,1.0,23,6,2010
2010-06-24,1.2262,1.1042,1.4983,1.0,24,6,2010
2010-06-25,1.2294,1.1015,1.4904,1.0,25,6,2010
2010-06-28,1.2339,1.0885,1.5051,1.0,28,6,2010
2010-06-29,1.2198,1.088,1.5054,1.0,29,6,2010
2010-06-30,1.2271,1.0812,1.5025,1.0,30,6,2010
2010-07-01,1.2328,1.0693,1.4973,1.0,1,7,2010
2010-07-02,1.2548,1.0644,1.519,1.0,2,7,2010
2010-07-06,1.2579,1.0622,1.5193,1.0,6,7,2010
